taxonID,locality,countryCode,occurrenceStatus,threatStatus,source
butterflies-europe-checklist:taxon:eea749686fd1f784f6da17ee3b551368,France,FR,present,?,UICN France (2012)
butterflies-europe-checklist:taxon:eea749686fd1f784f6da17ee3b551368,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Andorra,AD,present,LC,Dantart & Jubany (2012)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Albania,AL,present,?,Anonymous (2013)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Austria,AT,present,LC,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Bosnia and Herzegovina,BA,present,LC,Đug (2013)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Belgium,BE,present,LC,Fichefet et al. (2008) |  Maes et al. (2012)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Bulgaria,BG,present,LC,Hristova and Beshkov (2017)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Belarus,BY,present,?,Kulak & Yakovlev (2018)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Switzerland,CH,present,LC,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Czech Republic,CZ,present,NE,Beneš and Konvička (2017)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Germany,DE,present,LC,Reinhardt & Bolz (2011)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Denmark,DK,present,LC,Wind & Phil (2004)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Estonia,EE,present,LC,Anu Tiitsaar (pers.comm.)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Spain,ES,present,NE,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Finland,FI,present,LC,Kaitila et al. (2010)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,United Kingdom,GB,present,LC,Fox et al. (2011)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Greece,GR,present,LC,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Croatia,HR,present,LC,Šašić et al. (2015a)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Hungary,HU,present,LC,Ádám Kőrösi & Ádám Gór (pers. comm.)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Ireland,IE,present,LC,Regan et al. (2010)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Liechtenstein,LI,present,"",
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Lithuania,LT,present,LC,Rašomavičius (2007)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Luxembourg,LU,present,NT,Mestdagh et al. (2018)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Latvia,LV,present,"",
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Moldova,MD,present,"",
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Montenegro,ME,present,"",
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Macedonia,MK,present,?,Krpač & Darcemont (2011)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Netherlands,NL,present,LC,Bos et al. (2006)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Norway,NO,present,LC,Henriksen & Hilmo (2015)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Poland,PL,present,LC,Glowaciñski (2002) |  Sielezniew (pers. Comm)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Portugal,PT,present,"",
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Romania,RO,present,LC,Rakosy (2002)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Serbia,RS,present,LC,Jakšić (2003) |  Popović et al. (2017)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Sweden,SE,present,LC,Ahrné et al. (2015)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Slovenia,SI,present,LC,Anonymous (2002) |  Verovnik et al. (2012)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Slovakia,SK,present,LC,Hernik Kalivoda (pers. comm.)
butterflies-europe-checklist:taxon:313b5c3d9d2b299ecb8018413ad136ba,Ukraine,UA,present,LC,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Andorra,AD,present,LC,Dantart & Jubany (2012)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Albania,AL,present,?,Anonymous (2013)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Austria,AT,present,LC,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Bosnia and Herzegovina,BA,present,LC,Đug (2013)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Belgium,BE,present,LC,Fichefet et al. (2008) |  Maes et al. (2012)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Bulgaria,BG,present,LC,Hristova and Beshkov (2017)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Belarus,BY,present,?,Kulak & Yakovlev (2018)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Switzerland,CH,present,LC,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Czech Republic,CZ,present,NE,Beneš and Konvička (2017)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Germany,DE,present,LC,Reinhardt & Bolz (2011)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Denmark,DK,present,LC,Wind & Phil (2004)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Estonia,EE,present,LC,Anu Tiitsaar (pers.comm.)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Spain,ES,present,NE,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Finland,FI,present,LC,Kaitila et al. (2010)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,United Kingdom,GB,present,LC,Fox et al. (2011)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Greece,GR,present,LC,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Croatia,HR,present,LC,Šašić et al. (2015a)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Hungary,HU,present,LC,Ádám Kőrösi & Ádám Gór (pers. comm.)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Ireland,IE,present,LC,Regan et al. (2010)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Liechtenstein,LI,present,"",
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Lithuania,LT,present,LC,Rašomavičius (2007)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Luxembourg,LU,present,LC,Mestdagh et al. (2018)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Latvia,LV,present,"",
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Moldova,MD,present,"",
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Montenegro,ME,present,"",
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Macedonia,MK,present,?,Krpač & Darcemont (2011)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Netherlands,NL,present,LC,Bos et al. (2006)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Norway,NO,present,LC,Henriksen & Hilmo (2015)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Poland,PL,present,LC,Glowaciñski (2002) |  Sielezniew (pers. Comm)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Portugal,PT,present,"",
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Romania,RO,present,LC,Rakosy (2002)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Serbia,RS,present,LC,Jakšić (2003) |  Popović et al. (2017)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Sweden,SE,present,LC,Ahrné et al. (2015)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Slovenia,SI,present,LC,Anonymous (2002) |  Verovnik et al. (2012)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Slovakia,SK,present,LC,Hernik Kalivoda (pers. comm.)
butterflies-europe-checklist:taxon:b539a7ed55eb3e9e98da58bcc194ee6a,Ukraine,UA,present,LC,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:f5471fb0cd39f621cc6798be5fea44aa,Finland,FI,present,EN,Kaitila et al. (2010)
butterflies-europe-checklist:taxon:f5471fb0cd39f621cc6798be5fea44aa,Norway,NO,present,LC,Henriksen & Hilmo (2015)
butterflies-europe-checklist:taxon:f5471fb0cd39f621cc6798be5fea44aa,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:f5471fb0cd39f621cc6798be5fea44aa,Sweden,SE,present,NT,Ahrné et al. (2015)
butterflies-europe-checklist:taxon:80df9d0fb00d1caaa84fac49d305d07b,Bosnia and Herzegovina,BA,present,VU,Đug (2013)
butterflies-europe-checklist:taxon:80df9d0fb00d1caaa84fac49d305d07b,Bulgaria,BG,present,EN,Hristova and Beshkov (2017)
butterflies-europe-checklist:taxon:80df9d0fb00d1caaa84fac49d305d07b,Greece,GR,present,EN,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:80df9d0fb00d1caaa84fac49d305d07b,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:80df9d0fb00d1caaa84fac49d305d07b,Ukraine,UA,present,VU,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:d97bac5d477e090d61a361463d91637a,Andorra,AD,present,NT,Dantart & Jubany (2012)
butterflies-europe-checklist:taxon:d97bac5d477e090d61a361463d91637a,Austria,AT,present,NT,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:d97bac5d477e090d61a361463d91637a,Switzerland,CH,present,LC,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:d97bac5d477e090d61a361463d91637a,Germany,DE,present,?,Reinhardt & Bolz (2011)
butterflies-europe-checklist:taxon:d97bac5d477e090d61a361463d91637a,Spain,ES,present,NE,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:d97bac5d477e090d61a361463d91637a,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:d97bac5d477e090d61a361463d91637a,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:d97bac5d477e090d61a361463d91637a,Liechtenstein,LI,present,"",
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Austria,AT,present,VU,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Belarus,BY,present,?,Kulak & Yakovlev (2018)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Switzerland,CH,present,LC,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Czech Republic,CZ,present,VU,Beneš and Konvička (2017)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Germany,DE,present,EN,Reinhardt & Bolz (2011)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Denmark,DK,present,NT,Wind & Phil (2004)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Estonia,EE,present,LC,Anu Tiitsaar (pers.comm.)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Finland,FI,present,LC,Kaitila et al. (2010)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Lithuania,LT,present,LC,Rašomavičius (2007)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Latvia,LV,present,"",
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Macedonia,MK,present,VU,Krpač & Darcemont (2011)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Netherlands,NL,present,CR,Bos et al. (2006)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Norway,NO,present,LC,Henriksen & Hilmo (2015)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Poland,PL,present,EN,Glowaciñski (2002) |  Sielezniew (pers. Comm)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Romania,RO,absent,?,Rakosy (2002)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Serbia,RS,present,EN,Jakšić (2003) |  Popović et al. (2017)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Sweden,SE,present,LC,Ahrné et al. (2015)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Slovenia,SI,present,NT,Anonymous (2002) |  Verovnik et al. (2012)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Slovakia,SK,present,EN,Hernik Kalivoda (pers. comm.)
butterflies-europe-checklist:taxon:2423374daa25a1852b2e4c13429f7241,Ukraine,UA,present,VU,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:047169688695b7c93c5dddc33442bda5,Austria,AT,present,NT,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:047169688695b7c93c5dddc33442bda5,Switzerland,CH,present,LC,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:047169688695b7c93c5dddc33442bda5,Germany,DE,present,?,Reinhardt & Bolz (2011)
butterflies-europe-checklist:taxon:047169688695b7c93c5dddc33442bda5,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:047169688695b7c93c5dddc33442bda5,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:047169688695b7c93c5dddc33442bda5,Liechtenstein,LI,present,"",
butterflies-europe-checklist:taxon:047169688695b7c93c5dddc33442bda5,Norway,NO,present,LC,Henriksen & Hilmo (2015)
butterflies-europe-checklist:taxon:047169688695b7c93c5dddc33442bda5,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:047169688695b7c93c5dddc33442bda5,Sweden,SE,present,LC,Ahrné et al. (2015)
butterflies-europe-checklist:taxon:047169688695b7c93c5dddc33442bda5,Slovenia,SI,present,NT,Anonymous (2002) |  Verovnik et al. (2012)
butterflies-europe-checklist:taxon:c081ccd33673b935e1865adc664cb27e,Spain,ES,present,NE,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:c081ccd33673b935e1865adc664cb27e,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:e111e4501335b0a7431bb8e43f0638d2,Spain,ES,present,EN,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Andorra,AD,present,LC,Dantart & Jubany (2012)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Albania,AL,present,?,Anonymous (2013)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Austria,AT,present,LC,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Bosnia and Herzegovina,BA,present,LC,Đug (2013)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Belgium,BE,present,LC,Fichefet et al. (2008) |  Maes et al. (2012)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Bulgaria,BG,present,LC,Hristova and Beshkov (2017)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Belarus,BY,present,?,Kulak & Yakovlev (2018)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Switzerland,CH,present,LC,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Cyprus,CY,present,"",
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Czech Republic,CZ,present,NE,Beneš and Konvička (2017)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Germany,DE,present,LC,Reinhardt & Bolz (2011)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Denmark,DK,present,LC,Wind & Phil (2004)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Estonia,EE,present,LC,Anu Tiitsaar (pers.comm.)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Spain,ES,present,NE,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Finland,FI,present,LC,Kaitila et al. (2010)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,United Kingdom,GB,present,LC,Fox et al. (2011)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Greece,GR,present,LC,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Croatia,HR,present,LC,Šašić et al. (2015a)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Hungary,HU,present,LC,Ádám Kőrösi & Ádám Gór (pers. comm.)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Ireland,IE,present,LC,Regan et al. (2010)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Liechtenstein,LI,present,"",
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Lithuania,LT,present,LC,Rašomavičius (2007)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Luxembourg,LU,present,LC,Mestdagh et al. (2018)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Latvia,LV,present,"",
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Moldova,MD,present,"",
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Montenegro,ME,present,"",
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Macedonia,MK,present,?,Krpač & Darcemont (2011)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Netherlands,NL,present,LC,Bos et al. (2006)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Norway,NO,present,LC,Henriksen & Hilmo (2015)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Poland,PL,present,LC,Glowaciñski (2002) |  Sielezniew (pers. Comm)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Portugal,PT,present,"",
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Romania,RO,present,LC,Rakosy (2002)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Serbia,RS,present,LC,Jakšić (2003) |  Popović et al. (2017)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Russia,RU,present,"",Iliashenko & Iliashenko (2000) |  Danilov-Danilian (2001)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Sweden,SE,present,LC,Ahrné et al. (2015)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Slovenia,SI,present,LC,Anonymous (2002) |  Verovnik et al. (2012)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Slovakia,SK,present,LC,Hernik Kalivoda (pers. comm.)
butterflies-europe-checklist:taxon:8c75b24bc8cfe94157cc7cf2878c218f,Ukraine,UA,present,LC,Popov & Geryak (pers. comm.)
butterflies-europe-checklist:taxon:3e36f515332fea7cf3ea2ee3e85372bb,Albania,AL,present,?,Anonymous (2013)
butterflies-europe-checklist:taxon:3e36f515332fea7cf3ea2ee3e85372bb,Greece,GR,present,NT,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:3e36f515332fea7cf3ea2ee3e85372bb,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:3e36f515332fea7cf3ea2ee3e85372bb,Macedonia,MK,present,VU,Krpač & Darcemont (2011)
butterflies-europe-checklist:taxon:3e36f515332fea7cf3ea2ee3e85372bb,Serbia,RS,present,EN,Jakšić (2003) |  Popović et al. (2017)
butterflies-europe-checklist:taxon:1be1fed97ea2529ab9042d02798f242f,Andorra,AD,present,LC,Dantart & Jubany (2012)
butterflies-europe-checklist:taxon:1be1fed97ea2529ab9042d02798f242f,Spain,ES,present,NE,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:1be1fed97ea2529ab9042d02798f242f,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:1be1fed97ea2529ab9042d02798f242f,Italy,IT,present,NT,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:1be1fed97ea2529ab9042d02798f242f,Portugal,PT,present,"",
butterflies-europe-checklist:taxon:ef999ac94ef1be8517fc3e9a9a4e95cf,Albania,AL,present,VU,Anonymous (2013)
butterflies-europe-checklist:taxon:ef999ac94ef1be8517fc3e9a9a4e95cf,Bulgaria,BG,present,VU,Hristova and Beshkov (2017)
butterflies-europe-checklist:taxon:ef999ac94ef1be8517fc3e9a9a4e95cf,Greece,GR,present,LC,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:ef999ac94ef1be8517fc3e9a9a4e95cf,Macedonia,MK,present,?,Krpač & Darcemont (2011)
butterflies-europe-checklist:taxon:ef999ac94ef1be8517fc3e9a9a4e95cf,Serbia,RS,present,EN,Jakšić (2003) |  Popović et al. (2017)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Andorra,AD,present,DD,Dantart & Jubany (2012)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Albania,AL,present,VU,Anonymous (2013)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Austria,AT,present,NT,Zulka et al. 2003 |  Höttinger and Pennerstorfer (2005)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Bosnia and Herzegovina,BA,present,NT,Đug (2013)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Belgium,BE,present,LC,Fichefet et al. (2008) |  Maes et al. (2012)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Bulgaria,BG,present,LC,Hristova and Beshkov (2017)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Belarus,BY,present,?,Kulak & Yakovlev (2018)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Switzerland,CH,present,VU,Wermeille et al. (2014)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Czech Republic,CZ,present,NE,Beneš and Konvička (2017)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Germany,DE,present,NT,Reinhardt & Bolz (2011)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Denmark,DK,present,?,Wind & Phil (2004)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Estonia,EE,present,LC,Anu Tiitsaar (pers.comm.)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Spain,ES,present,NE,Verdú & Galante (2009) |  Verdú et al. (2011)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Finland,FI,present,LC,Kaitila et al. (2010)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,France,FR,present,LC,UICN France (2012)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Greece,GR,present,LC,Pamperis (2009) |  Legakis and Maragou (2009)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Croatia,HR,present,NT,Šašić et al. (2015a)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Hungary,HU,present,LC,Ádám Kőrösi & Ádám Gór (pers. comm.)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Italy,IT,present,LC,Bonelli et al. (in press)
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Liechtenstein,LI,present,"",
butterflies-europe-checklist:taxon:3d946893006f87e5049eed90547314f4,Lithuania,LT,present,LC,Rašomavičius (2007)
