"raw_speciesname_europe","RLCNum_species","raw_country_code","raw_red_list_category","Country.x","RLCNum","Country.y","EU","Area","Npeople","sqrtArea"
"Melanargia galathea",1,"BY","Unknown","Belarus",1,"Belarus",,207600,9468338,455.631429995781
"Melanargia galathea",1,"CH","LC","Switzerland",1,"Switzerland",,41290,8476005,203.199409447961
"Melanargia galathea",1,"CZ","NE","Czech Republic",1,"Czech Republic","EU",78866,10618303,280.830909979653
"Melanargia galathea",1,"DE","LC","Germany",1,"Germany","EU",357168,82114224,597.6353403205
"Melanargia galathea",1,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Melanargia galathea",1,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Melanargia galathea",1,"GB","LC","United Kingdom",1,"United Kingdom","EU",244820,66181585,494.79288596341
"Melanargia galathea",1,"GR","LC","Greece",1,"Greece","EU",131940,11159773,363.235460823967
"Melanargia galathea",1,"HR","LC","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Melanargia galathea",1,"HU","LC","Hungary",1,"Hungary","EU",93030,9721559,305.008196611173
"Melanargia galathea",1,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Melanargia galathea",1,"LI","No Red List available",,,"Liechtenstein",,160,37922,12.6491106406735
"Melanargia galathea",1,"LT","DD","Lithuania",1,"Lithuania","EU",65300,2890297,255.538646783613
"Melanargia galathea",1,"LU","LC","Luxembourg",1,"Luxembourg","EU",2428,583455,49.2747399790197
"Melanargia galathea",1,"LV","No Red List available",,,"Latvia","EU",64589,1949670,254.143660160941
"Melanargia galathea",1,"MD","No Red List available",,,"Moldova",,33846,4051212,183.97282408008
"Melanargia galathea",1,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Melanargia galathea",1,"MK","Unknown","Macedonia",1,"Macedonia",,25713,2083160,160.352736178713
"Melanargia galathea",1,"PL","LC","Poland",1,"Poland","EU",312685,38170712,559.182438923112
"Melanargia galathea",1,"RO","LC",,,"Romania","EU",238392,19679306,488.254032241414
"Melanargia galathea",1,"RS","LC","Serbia",1,"Serbia",,88361,8790574,297.255782113654
"Melanargia galathea",1,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Melanargia galathea",1,"SI","LC","Slovenia",1,"Slovenia","EU",20273,2079976,142.383285535908
"Melanargia galathea",1,"SK","LC","Slovakia",1,"Slovakia","EU",49036,5447662,221.440736992993
"Melanargia galathea",1,"UA","LC","Ukraine",1,"Ukraine",,603628,44222947,776.935003716527
"Melanargia ines",1,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Melanargia ines",1,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Melanargia lachesis",1,"AD","LC","Andorra",1,"Andorra",,468,76965,21.6333076527839
"Melanargia lachesis",1,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Melanargia lachesis",1,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Melanargia lachesis",1,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Melanargia larissa",6.42857142857143,"AL","Unknown","Albania",1,"Albania",,28748,2930187,169.552351797314
"Melanargia larissa",6.42857142857143,"BA","NT","Bosnia and Herzegovina",20,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Melanargia larissa",6.42857142857143,"BG","LC","Bulgaria",1,"Bulgaria","EU",110994,7084571,333.15762035409
"Melanargia larissa",6.42857142857143,"GR","LC","Greece",1,"Greece","EU",131940,11159773,363.235460823967
"Melanargia larissa",6.42857142857143,"HR","LC","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Melanargia larissa",6.42857142857143,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Melanargia larissa",6.42857142857143,"MK","Unknown","Macedonia",1,"Macedonia",,25713,2083160,160.352736178713
"Melanargia larissa",6.42857142857143,"RS","NT","Serbia",20,"Serbia",,88361,8790574,297.255782113654
"Melanargia occitanica",1,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Melanargia occitanica",1,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Melanargia occitanica",1,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Melanargia occitanica",1,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Melanargia pherusa",1,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Melanargia russiae",31.5555555555556,"AD","VU","Andorra",30,"Andorra",,468,76965,21.6333076527839
"Melanargia russiae",31.5555555555556,"AL","CR","Albania",80,"Albania",,28748,2930187,169.552351797314
"Melanargia russiae",31.5555555555556,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Melanargia russiae",31.5555555555556,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Melanargia russiae",31.5555555555556,"GR","LC","Greece",1,"Greece","EU",131940,11159773,363.235460823967
"Melanargia russiae",31.5555555555556,"HU","RE","Hungary",100,"Hungary","EU",93030,9721559,305.008196611173
"Melanargia russiae",31.5555555555556,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Melanargia russiae",31.5555555555556,"MD","No Red List available",,,"Moldova",,33846,4051212,183.97282408008
"Melanargia russiae",31.5555555555556,"MK","NT","Macedonia",20,"Macedonia",,25713,2083160,160.352736178713
"Melanargia russiae",31.5555555555556,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Melanargia russiae",31.5555555555556,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Melanargia russiae",31.5555555555556,"UA","EN","Ukraine",50,"Ukraine",,603628,44222947,776.935003716527
"Melitaea aetherie",15.5,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Melitaea aetherie",15.5,"IT","VU","Italy",30,"Italy","EU",301318,59359900,548.924402809713
"Melitaea aetherie",15.5,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Melitaea arduinna",20.4,"BG","VU","Bulgaria",30,"Bulgaria","EU",110994,7084571,333.15762035409
"Melitaea arduinna",20.4,"GR","LC","Greece",1,"Greece","EU",131940,11159773,363.235460823967
"Melitaea arduinna",20.4,"MK","NT","Macedonia",20,"Macedonia",,25713,2083160,160.352736178713
"Melitaea arduinna",20.4,"RO","DD",,,"Romania","EU",238392,19679306,488.254032241414
"Melitaea arduinna",20.4,"RS","LC","Serbia",1,"Serbia",,88361,8790574,297.255782113654
"Melitaea arduinna",20.4,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Melitaea arduinna",20.4,"UA","EN","Ukraine",50,"Ukraine",,603628,44222947,776.935003716527
"Melitaea asteria",23.6666666666667,"AT","NT","Austria",20,"Austria","EU",83858,8735453,289.58245803225
"Melitaea asteria",23.6666666666667,"CH","EN","Switzerland",50,"Switzerland",,41290,8476005,203.199409447961
"Melitaea asteria",23.6666666666667,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Melitaea athalia",14.3666666666667,"AL","Unknown","Albania",1,"Albania",,28748,2930187,169.552351797314
"Melitaea athalia",14.3666666666667,"AT","LC","Austria",1,"Austria","EU",83858,8735453,289.58245803225
"Melitaea athalia",14.3666666666667,"BA","LC","Bosnia and Herzegovina",1,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Melitaea athalia",14.3666666666667,"BE","VU","Belgium",30,"Belgium","EU",30528,11429336,174.722637342732
"Melitaea athalia",14.3666666666667,"BG","LC","Bulgaria",1,"Bulgaria","EU",110994,7084571,333.15762035409
"Melitaea athalia",14.3666666666667,"BY","Unknown","Belarus",1,"Belarus",,207600,9468338,455.631429995781
"Melitaea athalia",14.3666666666667,"CH","LC","Switzerland",1,"Switzerland",,41290,8476005,203.199409447961
"Melitaea athalia",14.3666666666667,"CZ","NT","Czech Republic",20,"Czech Republic","EU",78866,10618303,280.830909979653
"Melitaea athalia",14.3666666666667,"DE","CR","Germany",80,"Germany","EU",357168,82114224,597.6353403205
"Melitaea athalia",14.3666666666667,"DE","VU","Germany",30,"Germany","EU",357168,82114224,597.6353403205
"Melitaea athalia",14.3666666666667,"DK","EN","Denmark",50,"Denmark","EU",44493,5733551,210.93363885355
"Melitaea athalia",14.3666666666667,"EE","LC","Estonia",1,"Estonia","EU",45339,1309632,212.92956581931
"Melitaea athalia",14.3666666666667,"FI","NT","Finland",20,"Finland","EU",338145,5523231,581.502364569569
"Melitaea athalia",14.3666666666667,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Melitaea athalia",14.3666666666667,"GB","EN","United Kingdom",50,"United Kingdom","EU",244820,66181585,494.79288596341
"Melitaea athalia",14.3666666666667,"GR","LC","Greece",1,"Greece","EU",131940,11159773,363.235460823967
"Melitaea athalia",14.3666666666667,"HR","LC","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Melitaea athalia",14.3666666666667,"HU","LC","Hungary",1,"Hungary","EU",93030,9721559,305.008196611173
"Melitaea athalia",14.3666666666667,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Melitaea athalia",14.3666666666667,"LI","No Red List available",,,"Liechtenstein",,160,37922,12.6491106406735
"Melitaea athalia",14.3666666666667,"LT","LC","Lithuania",1,"Lithuania","EU",65300,2890297,255.538646783613
"Melitaea athalia",14.3666666666667,"LU","EN","Luxembourg",50,"Luxembourg","EU",2428,583455,49.2747399790197
"Melitaea athalia",14.3666666666667,"LV","No Red List available",,,"Latvia","EU",64589,1949670,254.143660160941
"Melitaea athalia",14.3666666666667,"MD","No Red List available",,,"Moldova",,33846,4051212,183.97282408008
"Melitaea athalia",14.3666666666667,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Melitaea athalia",14.3666666666667,"MK","Unknown","Macedonia",1,"Macedonia",,25713,2083160,160.352736178713
"Melitaea athalia",14.3666666666667,"NL","CR","Netherlands",80,"Netherlands","EU",41198,17035938,202.972904595663
"Melitaea athalia",14.3666666666667,"NO","LC","Norway",1,"Norway",,385178,5305383,620.627102211948
"Melitaea athalia",14.3666666666667,"PL","LC","Poland",1,"Poland","EU",312685,38170712,559.182438923112
"Melitaea athalia",14.3666666666667,"RO","NT",,,"Romania","EU",238392,19679306,488.254032241414
"Melitaea athalia",14.3666666666667,"RS","LC","Serbia",1,"Serbia",,88361,8790574,297.255782113654
"Melitaea athalia",14.3666666666667,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Melitaea athalia",14.3666666666667,"SE","LC","Sweden",1,"Sweden","EU",449964,9910701,670.793559897529
"Melitaea athalia",14.3666666666667,"SI","LC","Slovenia",1,"Slovenia","EU",20273,2079976,142.383285535908
"Melitaea athalia",14.3666666666667,"SK","LC","Slovakia",1,"Slovakia","EU",49036,5447662,221.440736992993
"Melitaea athalia",14.3666666666667,"UA","LC","Ukraine",1,"Ukraine",,603628,44222947,776.935003716527
"Melitaea aurelia",26.8260869565217,"AL","Unknown","Albania",1,"Albania",,28748,2930187,169.552351797314
"Melitaea aurelia",26.8260869565217,"AT","VU","Austria",30,"Austria","EU",83858,8735453,289.58245803225
"Melitaea aurelia",26.8260869565217,"BA","NT","Bosnia and Herzegovina",20,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Melitaea aurelia",26.8260869565217,"BE","CR","Belgium",80,"Belgium","EU",30528,11429336,174.722637342732
"Melitaea aurelia",26.8260869565217,"BG","LC","Bulgaria",1,"Bulgaria","EU",110994,7084571,333.15762035409
"Melitaea aurelia",26.8260869565217,"BY","DD","Belarus",1,"Belarus",,207600,9468338,455.631429995781
"Melitaea aurelia",26.8260869565217,"CH","EN","Switzerland",50,"Switzerland",,41290,8476005,203.199409447961
"Melitaea aurelia",26.8260869565217,"CZ","EN","Czech Republic",50,"Czech Republic","EU",78866,10618303,280.830909979653
"Melitaea aurelia",26.8260869565217,"DE","NT","Germany",20,"Germany","EU",357168,82114224,597.6353403205
"Melitaea aurelia",26.8260869565217,"EE","EN","Estonia",50,"Estonia","EU",45339,1309632,212.92956581931
"Melitaea aurelia",26.8260869565217,"FR","VU","France",30,"France","EU",551394,64979548,742.559088557941
"Melitaea aurelia",26.8260869565217,"GR","NT","Greece",20,"Greece","EU",131940,11159773,363.235460823967
"Melitaea aurelia",26.8260869565217,"HR","DD","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Melitaea aurelia",26.8260869565217,"HU","NT","Hungary",20,"Hungary","EU",93030,9721559,305.008196611173
"Melitaea aurelia",26.8260869565217,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Melitaea aurelia",26.8260869565217,"LI","No Red List available",,,"Liechtenstein",,160,37922,12.6491106406735
"Melitaea aurelia",26.8260869565217,"LT","EN","Lithuania",50,"Lithuania","EU",65300,2890297,255.538646783613
"Melitaea aurelia",26.8260869565217,"LU","VU","Luxembourg",30,"Luxembourg","EU",2428,583455,49.2747399790197
"Melitaea aurelia",26.8260869565217,"LV","No Red List available",,,"Latvia","EU",64589,1949670,254.143660160941
"Melitaea aurelia",26.8260869565217,"MD","No Red List available",,,"Moldova",,33846,4051212,183.97282408008
"Melitaea aurelia",26.8260869565217,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Melitaea aurelia",26.8260869565217,"MK","Unknown","Macedonia",1,"Macedonia",,25713,2083160,160.352736178713
"Melitaea aurelia",26.8260869565217,"PL","CR","Poland",80,"Poland","EU",312685,38170712,559.182438923112
"Melitaea aurelia",26.8260869565217,"RO","VU",,,"Romania","EU",238392,19679306,488.254032241414
"Melitaea aurelia",26.8260869565217,"RS","LC","Serbia",1,"Serbia",,88361,8790574,297.255782113654
"Melitaea aurelia",26.8260869565217,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Melitaea aurelia",26.8260869565217,"SI","VU","Slovenia",30,"Slovenia","EU",20273,2079976,142.383285535908
"Melitaea aurelia",26.8260869565217,"SK","VU","Slovakia",30,"Slovakia","EU",49036,5447662,221.440736992993
"Melitaea aurelia",26.8260869565217,"UA","NT","Ukraine",20,"Ukraine",,603628,44222947,776.935003716527
"Melitaea britomartis",32.75,"AT","EN","Austria",50,"Austria","EU",83858,8735453,289.58245803225
"Melitaea britomartis",32.75,"BA","LC","Bosnia and Herzegovina",1,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Melitaea britomartis",32.75,"BG","VU","Bulgaria",30,"Bulgaria","EU",110994,7084571,333.15762035409
"Melitaea britomartis",32.75,"BY","DD","Belarus",1,"Belarus",,207600,9468338,455.631429995781
"Melitaea britomartis",32.75,"CH","CR","Switzerland",80,"Switzerland",,41290,8476005,203.199409447961
"Melitaea britomartis",32.75,"CZ","CR","Czech Republic",80,"Czech Republic","EU",78866,10618303,280.830909979653
"Melitaea britomartis",32.75,"DE","NT","Germany",20,"Germany","EU",357168,82114224,597.6353403205
"Melitaea britomartis",32.75,"HR","DD","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Melitaea britomartis",32.75,"HU","NT","Hungary",20,"Hungary","EU",93030,9721559,305.008196611173
"Melitaea britomartis",32.75,"IT","EN","Italy",50,"Italy","EU",301318,59359900,548.924402809713
"Melitaea britomartis",32.75,"LT","LC","Lithuania",1,"Lithuania","EU",65300,2890297,255.538646783613
"Melitaea britomartis",32.75,"PL","VU","Poland",30,"Poland","EU",312685,38170712,559.182438923112
"Melitaea britomartis",32.75,"RO","NT",,,"Romania","EU",238392,19679306,488.254032241414
"Melitaea britomartis",32.75,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Melitaea britomartis",32.75,"SE","CR","Sweden",80,"Sweden","EU",449964,9910701,670.793559897529
"Melitaea britomartis",32.75,"SI","VU","Slovenia",30,"Slovenia","EU",20273,2079976,142.383285535908
"Melitaea britomartis",32.75,"SK","VU","Slovakia",30,"Slovakia","EU",49036,5447662,221.440736992993
"Melitaea britomartis",32.75,"UA","NT","Ukraine",20,"Ukraine",,603628,44222947,776.935003716527
"Melitaea celadussa",1,"AD","LC","Andorra",1,"Andorra",,468,76965,21.6333076527839
"Melitaea celadussa",1,"CH","Unknown","Switzerland",1,"Switzerland",,41290,8476005,203.199409447961
"Melitaea celadussa",1,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Melitaea celadussa",1,"FR","Unknown","France",1,"France","EU",551394,64979548,742.559088557941
"Melitaea celadussa",1,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Melitaea celadussa",1,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Melitaea cinxia",18,"AD","LC","Andorra",1,"Andorra",,468,76965,21.6333076527839
"Melitaea cinxia",18,"AL","VU","Albania",30,"Albania",,28748,2930187,169.552351797314
"Melitaea cinxia",18,"AT","VU","Austria",30,"Austria","EU",83858,8735453,289.58245803225
"Melitaea cinxia",18,"BA","LC","Bosnia and Herzegovina",1,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Melitaea cinxia",18,"BE","LC","Belgium",1,"Belgium","EU",30528,11429336,174.722637342732
"Melitaea cinxia",18,"BG","LC","Bulgaria",1,"Bulgaria","EU",110994,7084571,333.15762035409
"Melitaea cinxia",18,"BY","Unknown","Belarus",1,"Belarus",,207600,9468338,455.631429995781
"Melitaea cinxia",18,"CH","VU","Switzerland",30,"Switzerland",,41290,8476005,203.199409447961
"Melitaea cinxia",18,"CZ","VU","Czech Republic",30,"Czech Republic","EU",78866,10618303,280.830909979653
"Melitaea cinxia",18,"DE","VU","Germany",30,"Germany","EU",357168,82114224,597.6353403205
"Melitaea cinxia",18,"DK","VU","Denmark",30,"Denmark","EU",44493,5733551,210.93363885355
"Melitaea cinxia",18,"EE","EN","Estonia",50,"Estonia","EU",45339,1309632,212.92956581931
"Melitaea cinxia",18,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Melitaea cinxia",18,"FI","EN","Finland",50,"Finland","EU",338145,5523231,581.502364569569
"Melitaea cinxia",18,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Melitaea cinxia",18,"GB","EN","United Kingdom",50,"United Kingdom","EU",244820,66181585,494.79288596341
"Melitaea cinxia",18,"GR","LC","Greece",1,"Greece","EU",131940,11159773,363.235460823967
"Melitaea cinxia",18,"HR","LC","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Melitaea cinxia",18,"HU","LC","Hungary",1,"Hungary","EU",93030,9721559,305.008196611173
"Melitaea cinxia",18,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Melitaea cinxia",18,"LT","LC","Lithuania",1,"Lithuania","EU",65300,2890297,255.538646783613
"Melitaea cinxia",18,"LU","LC","Luxembourg",1,"Luxembourg","EU",2428,583455,49.2747399790197
"Melitaea cinxia",18,"LV","No Red List available",,,"Latvia","EU",64589,1949670,254.143660160941
"Melitaea cinxia",18,"MD","No Red List available",,,"Moldova",,33846,4051212,183.97282408008
"Melitaea cinxia",18,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Melitaea cinxia",18,"MK","Unknown","Macedonia",1,"Macedonia",,25713,2083160,160.352736178713
"Melitaea cinxia",18,"NL","CR","Netherlands",80,"Netherlands","EU",41198,17035938,202.972904595663
"Melitaea cinxia",18,"NO","CR","Norway",80,"Norway",,385178,5305383,620.627102211948
"Melitaea cinxia",18,"PL","LC","Poland",1,"Poland","EU",312685,38170712,559.182438923112
"Melitaea cinxia",18,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Melitaea cinxia",18,"RO","NT",,,"Romania","EU",238392,19679306,488.254032241414
"Melitaea cinxia",18,"RS","LC","Serbia",1,"Serbia",,88361,8790574,297.255782113654
"Melitaea cinxia",18,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Melitaea cinxia",18,"SE","NT","Sweden",20,"Sweden","EU",449964,9910701,670.793559897529
"Melitaea cinxia",18,"SI","LC","Slovenia",1,"Slovenia","EU",20273,2079976,142.383285535908
"Melitaea cinxia",18,"SK","VU","Slovakia",30,"Slovakia","EU",49036,5447662,221.440736992993
"Melitaea cinxia",18,"UA","LC","Ukraine",1,"Ukraine",,603628,44222947,776.935003716527
"Melitaea deione",14.6,"AD","NT","Andorra",20,"Andorra",,468,76965,21.6333076527839
"Melitaea deione",14.6,"CH","EN","Switzerland",50,"Switzerland",,41290,8476005,203.199409447961
"Melitaea deione",14.6,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Melitaea deione",14.6,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Melitaea deione",14.6,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Melitaea deione",14.6,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Melitaea diamina",21.7586206896552,"AD","NT","Andorra",20,"Andorra",,468,76965,21.6333076527839
"Melitaea diamina",21.7586206896552,"AL","Unknown","Albania",1,"Albania",,28748,2930187,169.552351797314
"Melitaea diamina",21.7586206896552,"AT","NT","Austria",20,"Austria","EU",83858,8735453,289.58245803225
"Melitaea diamina",21.7586206896552,"BA","NT","Bosnia and Herzegovina",20,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Melitaea diamina",21.7586206896552,"BE","LC","Belgium",1,"Belgium","EU",30528,11429336,174.722637342732
"Melitaea diamina",21.7586206896552,"BG","VU","Bulgaria",30,"Bulgaria","EU",110994,7084571,333.15762035409
"Melitaea diamina",21.7586206896552,"BY","DD","Belarus",1,"Belarus",,207600,9468338,455.631429995781
"Melitaea diamina",21.7586206896552,"CH","NT","Switzerland",20,"Switzerland",,41290,8476005,203.199409447961
"Melitaea diamina",21.7586206896552,"CZ","VU","Czech Republic",30,"Czech Republic","EU",78866,10618303,280.830909979653
"Melitaea diamina",21.7586206896552,"DE","VU","Germany",30,"Germany","EU",357168,82114224,597.6353403205
"Melitaea diamina",21.7586206896552,"DK","RE","Denmark",100,"Denmark","EU",44493,5733551,210.93363885355
"Melitaea diamina",21.7586206896552,"EE","LC","Estonia",1,"Estonia","EU",45339,1309632,212.92956581931
"Melitaea diamina",21.7586206896552,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Melitaea diamina",21.7586206896552,"FI","EN","Finland",50,"Finland","EU",338145,5523231,581.502364569569
"Melitaea diamina",21.7586206896552,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Melitaea diamina",21.7586206896552,"HR","LC","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Melitaea diamina",21.7586206896552,"HU","VU","Hungary",30,"Hungary","EU",93030,9721559,305.008196611173
"Melitaea diamina",21.7586206896552,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Melitaea diamina",21.7586206896552,"LI","No Red List available",,,"Liechtenstein",,160,37922,12.6491106406735
"Melitaea diamina",21.7586206896552,"LT","NT","Lithuania",20,"Lithuania","EU",65300,2890297,255.538646783613
"Melitaea diamina",21.7586206896552,"LU","DD","Luxembourg",1,"Luxembourg","EU",2428,583455,49.2747399790197
"Melitaea diamina",21.7586206896552,"LV","No Red List available",,,"Latvia","EU",64589,1949670,254.143660160941
"Melitaea diamina",21.7586206896552,"MD","No Red List available",,,"Moldova",,33846,4051212,183.97282408008
"Melitaea diamina",21.7586206896552,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Melitaea diamina",21.7586206896552,"MK","Unknown","Macedonia",1,"Macedonia",,25713,2083160,160.352736178713
"Melitaea diamina",21.7586206896552,"NL","RE","Netherlands",100,"Netherlands","EU",41198,17035938,202.972904595663
"Melitaea diamina",21.7586206896552,"NO","VU","Norway",30,"Norway",,385178,5305383,620.627102211948
"Melitaea diamina",21.7586206896552,"PL","NT","Poland",20,"Poland","EU",312685,38170712,559.182438923112
"Melitaea diamina",21.7586206896552,"RO","VU",,,"Romania","EU",238392,19679306,488.254032241414
"Melitaea diamina",21.7586206896552,"RS","LC","Serbia",1,"Serbia",,88361,8790574,297.255782113654
"Melitaea diamina",21.7586206896552,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Melitaea diamina",21.7586206896552,"SE","NT","Sweden",20,"Sweden","EU",449964,9910701,670.793559897529
"Melitaea diamina",21.7586206896552,"SI","VU","Slovenia",30,"Slovenia","EU",20273,2079976,142.383285535908
"Melitaea diamina",21.7586206896552,"SK","VU","Slovakia",30,"Slovakia","EU",49036,5447662,221.440736992993
"Melitaea diamina",21.7586206896552,"UA","NT","Ukraine",20,"Ukraine",,603628,44222947,776.935003716527
"Melitaea didyma",12.0909090909091,"AD","LC","Andorra",1,"Andorra",,468,76965,21.6333076527839
"Melitaea didyma",12.0909090909091,"AL","Unknown","Albania",1,"Albania",,28748,2930187,169.552351797314
"Melitaea didyma",12.0909090909091,"AT","VU","Austria",30,"Austria","EU",83858,8735453,289.58245803225
"Melitaea didyma",12.0909090909091,"BA","LC","Bosnia and Herzegovina",1,"Bosnia and Herzegovina",,51129,3507017,226.117226234535
"Melitaea didyma",12.0909090909091,"BG","LC","Bulgaria",1,"Bulgaria","EU",110994,7084571,333.15762035409
"Melitaea didyma",12.0909090909091,"BY","Unknown","Belarus",1,"Belarus",,207600,9468338,455.631429995781
"Melitaea didyma",12.0909090909091,"CH","VU","Switzerland",30,"Switzerland",,41290,8476005,203.199409447961
"Melitaea didyma",12.0909090909091,"CZ","CR","Czech Republic",80,"Czech Republic","EU",78866,10618303,280.830909979653
"Melitaea didyma",12.0909090909091,"DE","EN","Germany",50,"Germany","EU",357168,82114224,597.6353403205
"Melitaea didyma",12.0909090909091,"ES","NE","Spain",1,"Spain","EU",498468,46354321,706.022662525786
"Melitaea didyma",12.0909090909091,"FR","LC","France",1,"France","EU",551394,64979548,742.559088557941
"Melitaea didyma",12.0909090909091,"GR","LC","Greece",1,"Greece","EU",131940,11159773,363.235460823967
"Melitaea didyma",12.0909090909091,"HR","LC","Croatia",1,"Croatia","EU",56594,4189353,237.894934792652
"Melitaea didyma",12.0909090909091,"HU","LC","Hungary",1,"Hungary","EU",93030,9721559,305.008196611173
"Melitaea didyma",12.0909090909091,"IT","LC","Italy",1,"Italy","EU",301318,59359900,548.924402809713
"Melitaea didyma",12.0909090909091,"LI","No Red List available",,,"Liechtenstein",,160,37922,12.6491106406735
"Melitaea didyma",12.0909090909091,"LT","LC","Lithuania",1,"Lithuania","EU",65300,2890297,255.538646783613
"Melitaea didyma",12.0909090909091,"LV","No Red List available",,,"Latvia","EU",64589,1949670,254.143660160941
"Melitaea didyma",12.0909090909091,"ME","No Red List available",,,"Montenegro",,13812,628960,117.524465538032
"Melitaea didyma",12.0909090909091,"MK","Unknown","Macedonia",1,"Macedonia",,25713,2083160,160.352736178713
"Melitaea didyma",12.0909090909091,"PL","VU","Poland",30,"Poland","EU",312685,38170712,559.182438923112
"Melitaea didyma",12.0909090909091,"PT","No Red List available",,,"Portugal","EU",91568,10329506,302.602048902515
"Melitaea didyma",12.0909090909091,"RO","LC",,,"Romania","EU",238392,19679306,488.254032241414
"Melitaea didyma",12.0909090909091,"RS","LC","Serbia",1,"Serbia",,88361,8790574,297.255782113654
"Melitaea didyma",12.0909090909091,"RU","No Red List available",,,"Russia",,3972400,,1993.08805625843
"Melitaea didyma",12.0909090909091,"SI","LC","Slovenia",1,"Slovenia","EU",20273,2079976,142.383285535908
"Melitaea didyma",12.0909090909091,"SK","VU","Slovakia",30,"Slovakia","EU",49036,5447662,221.440736992993
"Melitaea didyma",12.0909090909091,"UA","LC","Ukraine",1,"Ukraine",,603628,44222947,776.935003716527
"Melitaea ornata",9.92307692307692,"AL","Unknown","Albania",1,"Albania",,28748,2930187,169.552351797314
