raw_speciesname_europe,RLCNum_species,raw_country_code,raw_red_list_category,Country.x,RLCNum,Country.y,EU,Area,Npeople,sqrtArea
Cupido osiris,27.235294117647058,HU,EN,Hungary,50,Hungary,EU,93030,9721559,305.00819661117305
Cupido osiris,27.235294117647058,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Cupido osiris,27.235294117647058,MD,No Red List available,,,Moldova,,33846,4051212,183.97282408007982
Cupido osiris,27.235294117647058,ME,No Red List available,,,Montenegro,,13812,628960,117.52446553803169
Cupido osiris,27.235294117647058,MK,Unknown,Macedonia,1,Macedonia,,25713,2083160,160.3527361787132
Cupido osiris,27.235294117647058,RO,VU,,,Romania,EU,238392,19679306,488.2540322414143
Cupido osiris,27.235294117647058,RS,LC,Serbia,1,Serbia,,88361,8790574,297.25578211365377
Cupido osiris,27.235294117647058,RU,No Red List available,,,Russia,,3972400,,1993.0880562584284
Cupido osiris,27.235294117647058,SI,EN,Slovenia,65,Slovenia,EU,20273,2079976,142.38328553590833
Cupido osiris,27.235294117647058,SK,VU,Slovakia,30,Slovakia,EU,49036,5447662,221.44073699299324
Cupido osiris,27.235294117647058,UA,VU,Ukraine,30,Ukraine,,603628,44222947,776.9350037165271
Cyaniris semiargus,9.870967741935484,AD,LC,Andorra,1,Andorra,,468,76965,21.633307652783937
Cyaniris semiargus,9.870967741935484,AL,Unknown,Albania,1,Albania,,28748,2930187,169.55235179731363
Cyaniris semiargus,9.870967741935484,AT,LC,Austria,1,Austria,EU,83858,8735453,289.5824580322503
Cyaniris semiargus,9.870967741935484,BA,LC,Bosnia and Herzegovina,1,Bosnia and Herzegovina,,51129,3507017,226.11722623453525
Cyaniris semiargus,9.870967741935484,BE,NT,Belgium,20,Belgium,EU,30528,11429336,174.72263734273244
Cyaniris semiargus,9.870967741935484,BG,LC,Bulgaria,1,Bulgaria,EU,110994,7084571,333.15762035409006
Cyaniris semiargus,9.870967741935484,BY,Unknown,Belarus,1,Belarus,,207600,9468338,455.6314299957807
Cyaniris semiargus,9.870967741935484,CH,LC,Switzerland,1,Switzerland,,41290,8476005,203.19940944796076
Cyaniris semiargus,9.870967741935484,CZ,VU,Czech Republic,30,Czech Republic,EU,78866,10618303,280.8309099796531
Cyaniris semiargus,9.870967741935484,DE,LC,Germany,1,Germany,EU,357168,82114224,597.6353403205002
Cyaniris semiargus,9.870967741935484,DK,VU,Denmark,30,Denmark,EU,44493,5733551,210.93363885355035
Cyaniris semiargus,9.870967741935484,EE,LC,Estonia,1,Estonia,EU,45339,1309632,212.9295658193103
Cyaniris semiargus,9.870967741935484,ES,NE,Spain,1,Spain,EU,498468,46354321,706.022662525786
Cyaniris semiargus,9.870967741935484,FI,LC,Finland,1,Finland,EU,338145,5523231,581.5023645695691
Cyaniris semiargus,9.870967741935484,FR,LC,France,1,France,EU,551394,64979548,742.559088557941
Cyaniris semiargus,9.870967741935484,GB,RE,United Kingdom,100,United Kingdom,EU,244820,66181585,494.79288596340996
Cyaniris semiargus,9.870967741935484,GR,LC,Greece,1,Greece,EU,131940,11159773,363.23546082396746
Cyaniris semiargus,9.870967741935484,HR,LC,Croatia,1,Croatia,EU,56594,4189353,237.8949347926517
Cyaniris semiargus,9.870967741935484,HU,LC,Hungary,1,Hungary,EU,93030,9721559,305.00819661117305
Cyaniris semiargus,9.870967741935484,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Cyaniris semiargus,9.870967741935484,LI,No Red List available,,,Liechtenstein,,160,37922,12.649110640673518
Cyaniris semiargus,9.870967741935484,LT,LC,Lithuania,1,Lithuania,EU,65300,2890297,255.53864678361276
Cyaniris semiargus,9.870967741935484,LU,LC,Luxembourg,1,Luxembourg,EU,2428,583455,49.27473997901968
Cyaniris semiargus,9.870967741935484,LV,No Red List available,,,Latvia,EU,64589,1949670,254.14366016094127
Cyaniris semiargus,9.870967741935484,MD,No Red List available,,,Moldova,,33846,4051212,183.97282408007982
Cyaniris semiargus,9.870967741935484,ME,No Red List available,,,Montenegro,,13812,628960,117.52446553803169
Cyaniris semiargus,9.870967741935484,MK,Unknown,Macedonia,1,Macedonia,,25713,2083160,160.3527361787132
Cyaniris semiargus,9.870967741935484,NL,RE,Netherlands,100,Netherlands,EU,41198,17035938,202.97290459566273
Cyaniris semiargus,9.870967741935484,NO,LC,Norway,1,Norway,,385178,5305383,620.6271022119482
Cyaniris semiargus,9.870967741935484,PL,LC,Poland,1,Poland,EU,312685,38170712,559.1824389231122
Cyaniris semiargus,9.870967741935484,PT,No Red List available,,,Portugal,EU,91568,10329506,302.60204890251487
Cyaniris semiargus,9.870967741935484,RO,LC,,,Romania,EU,238392,19679306,488.2540322414143
Cyaniris semiargus,9.870967741935484,RS,LC,Serbia,1,Serbia,,88361,8790574,297.25578211365377
Cyaniris semiargus,9.870967741935484,RU,No Red List available,,,Russia,,3972400,,1993.0880562584284
Cyaniris semiargus,9.870967741935484,SE,LC,Sweden,1,Sweden,EU,449964,9910701,670.7935598975291
Cyaniris semiargus,9.870967741935484,SI,LC,Slovenia,1,Slovenia,EU,20273,2079976,142.38328553590833
Cyaniris semiargus,9.870967741935484,SK,LC,Slovakia,1,Slovakia,EU,49036,5447662,221.44073699299324
Cyaniris semiargus,9.870967741935484,UA,LC,Ukraine,1,Ukraine,,603628,44222947,776.9350037165271
Danaus chrysippus,4.166666666666667,AL,NT,Albania,20,Albania,,28748,2930187,169.55235179731363
Danaus chrysippus,4.166666666666667,CY,No Red List available,,,Cyprus,EU,9251,1179551,96.18211892030659
Danaus chrysippus,4.166666666666667,ES,NE,Spain,1,Spain,EU,498468,46354321,706.022662525786
Danaus chrysippus,4.166666666666667,FR,LC,France,1,France,EU,551394,64979548,742.559088557941
Danaus chrysippus,4.166666666666667,GR,LC,Greece,1,Greece,EU,131940,11159773,363.23546082396746
Danaus chrysippus,4.166666666666667,HR,NtA,Croatia,1,Croatia,EU,56594,4189353,237.8949347926517
Danaus chrysippus,4.166666666666667,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Danaus chrysippus,4.166666666666667,MA_CA,No Red List available,,,,,,,
Danaus chrysippus,4.166666666666667,MT,No Red List available,,,Malta,EU,316,430835,17.776388834631177
Danaus plexippus,1,ES,NE,Spain,1,Spain,EU,498468,46354321,706.022662525786
Danaus plexippus,1,MA_AZ,No Red List available,,,,,,,
Danaus plexippus,1,MA_CA,No Red List available,,,,,,,
Danaus plexippus,1,MA_MA,No Red List available,,,,,,,
Erebia aethiopella,1,FR,LC,France,1,France,EU,551394,64979548,742.559088557941
Erebia aethiopella,1,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia aethiops,16.954545454545453,AL,VU,Albania,30,Albania,,28748,2930187,169.55235179731363
Erebia aethiops,16.954545454545453,AT,LC,Austria,1,Austria,EU,83858,8735453,289.5824580322503
Erebia aethiops,16.954545454545453,BA,LC,Bosnia and Herzegovina,1,Bosnia and Herzegovina,,51129,3507017,226.11722623453525
Erebia aethiops,16.954545454545453,BE,CR,Belgium,80,Belgium,EU,30528,11429336,174.72263734273244
Erebia aethiops,16.954545454545453,BG,LC,Bulgaria,1,Bulgaria,EU,110994,7084571,333.15762035409006
Erebia aethiops,16.954545454545453,BY,EN,Belarus,50,Belarus,,207600,9468338,455.6314299957807
Erebia aethiops,16.954545454545453,CH,LC,Switzerland,1,Switzerland,,41290,8476005,203.19940944796076
Erebia aethiops,16.954545454545453,CZ,EN,Czech Republic,50,Czech Republic,EU,78866,10618303,280.8309099796531
Erebia aethiops,16.954545454545453,DE,VU,Germany,30,Germany,EU,357168,82114224,597.6353403205002
Erebia aethiops,16.954545454545453,FR,LC,France,1,France,EU,551394,64979548,742.559088557941
Erebia aethiops,16.954545454545453,GB,LC,United Kingdom,1,United Kingdom,EU,244820,66181585,494.79288596340996
Erebia aethiops,16.954545454545453,GR,VU,Greece,30,Greece,EU,131940,11159773,363.23546082396746
Erebia aethiops,16.954545454545453,HR,LC,Croatia,1,Croatia,EU,56594,4189353,237.8949347926517
Erebia aethiops,16.954545454545453,HU,EN,Hungary,50,Hungary,EU,93030,9721559,305.00819661117305
Erebia aethiops,16.954545454545453,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia aethiops,16.954545454545453,LI,No Red List available,,,Liechtenstein,,160,37922,12.649110640673518
Erebia aethiops,16.954545454545453,LT,DD,Lithuania,1,Lithuania,EU,65300,2890297,255.53864678361276
Erebia aethiops,16.954545454545453,LV,No Red List available,,,Latvia,EU,64589,1949670,254.14366016094127
Erebia aethiops,16.954545454545453,ME,No Red List available,,,Montenegro,,13812,628960,117.52446553803169
Erebia aethiops,16.954545454545453,MK,NT,Macedonia,20,Macedonia,,25713,2083160,160.3527361787132
Erebia aethiops,16.954545454545453,PL,NT,Poland,20,Poland,EU,312685,38170712,559.1824389231122
Erebia aethiops,16.954545454545453,RO,LC,,,Romania,EU,238392,19679306,488.2540322414143
Erebia aethiops,16.954545454545453,RS,LC,Serbia,1,Serbia,,88361,8790574,297.25578211365377
Erebia aethiops,16.954545454545453,RU,No Red List available,,,Russia,,3972400,,1993.0880562584284
Erebia aethiops,16.954545454545453,SI,LC,Slovenia,1,Slovenia,EU,20273,2079976,142.38328553590833
Erebia aethiops,16.954545454545453,SK,LC,Slovakia,1,Slovakia,EU,49036,5447662,221.44073699299324
Erebia aethiops,16.954545454545453,UA,LC,Ukraine,1,Ukraine,,603628,44222947,776.9350037165271
Erebia albergana,10.571428571428571,AT,NT,Austria,20,Austria,EU,83858,8735453,289.5824580322503
Erebia albergana,10.571428571428571,BG,VU,Bulgaria,30,Bulgaria,EU,110994,7084571,333.15762035409006
Erebia albergana,10.571428571428571,CH,LC,Switzerland,1,Switzerland,,41290,8476005,203.19940944796076
Erebia albergana,10.571428571428571,FR,LC,France,1,France,EU,551394,64979548,742.559088557941
Erebia albergana,10.571428571428571,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia albergana,10.571428571428571,ME,No Red List available,,,Montenegro,,13812,628960,117.52446553803169
Erebia albergana,10.571428571428571,MK,Unknown,Macedonia,1,Macedonia,,25713,2083160,160.3527361787132
Erebia albergana,10.571428571428571,RS,NT,Serbia,20,Serbia,,88361,8790574,297.25578211365377
Erebia arvernensis,1,AD,LC,Andorra,1,Andorra,,468,76965,21.633307652783937
Erebia arvernensis,1,CH,Unknown,Switzerland,1,Switzerland,,41290,8476005,203.19940944796076
Erebia arvernensis,1,ES,NE,Spain,1,Spain,EU,498468,46354321,706.022662525786
Erebia arvernensis,1,FR,Unknown,France,1,France,EU,551394,64979548,742.559088557941
Erebia arvernensis,1,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia calcarius,7.333333333333333,AT,DD,Austria,1,Austria,EU,83858,8735453,289.5824580322503
Erebia calcarius,7.333333333333333,IT,NT,Italy,20,Italy,EU,301318,59359900,548.924402809713
Erebia calcarius,7.333333333333333,SI,LC,Slovenia,1,Slovenia,EU,20273,2079976,142.38328553590833
Erebia cassioides,1,AT,LC,Austria,1,Austria,EU,83858,8735453,289.5824580322503
Erebia cassioides,1,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia christi,40,CH,VU,Switzerland,30,Switzerland,,41290,8476005,203.19940944796076
Erebia christi,40,IT,EN,Italy,50,Italy,EU,301318,59359900,548.924402809713
Erebia claudina,10.5,AT,NT,Austria,20,Austria,EU,83858,8735453,289.5824580322503
Erebia claudina,10.5,IT,NtA,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia disa,10.666666666666666,FI,VU,Finland,30,Finland,EU,338145,5523231,581.5023645695691
Erebia disa,10.666666666666666,NO,LC,Norway,1,Norway,,385178,5305383,620.6271022119482
Erebia disa,10.666666666666666,RU,No Red List available,,,Russia,,3972400,,1993.0880562584284
Erebia disa,10.666666666666666,SE,LC,Sweden,1,Sweden,EU,449964,9910701,670.7935598975291
Erebia embla,13.25,EE,EN,Estonia,50,Estonia,EU,45339,1309632,212.9295658193103
Erebia embla,13.25,FI,LC,Finland,1,Finland,EU,338145,5523231,581.5023645695691
Erebia embla,13.25,LV,No Red List available,,,Latvia,EU,64589,1949670,254.14366016094127
Erebia embla,13.25,NO,LC,Norway,1,Norway,,385178,5305383,620.6271022119482
Erebia embla,13.25,RU,No Red List available,,,Russia,,3972400,,1993.0880562584284
Erebia embla,13.25,SE,LC,Sweden,1,Sweden,EU,449964,9910701,670.7935598975291
Erebia epiphron,12.222222222222221,AD,LC,Andorra,1,Andorra,,468,76965,21.633307652783937
Erebia epiphron,12.222222222222221,AL,Unknown,Albania,1,Albania,,28748,2930187,169.55235179731363
Erebia epiphron,12.222222222222221,AT,NT,Austria,20,Austria,EU,83858,8735453,289.5824580322503
Erebia epiphron,12.222222222222221,BA,LC,Bosnia and Herzegovina,1,Bosnia and Herzegovina,,51129,3507017,226.11722623453525
Erebia epiphron,12.222222222222221,CH,LC,Switzerland,1,Switzerland,,41290,8476005,203.19940944796076
Erebia epiphron,12.222222222222221,CZ,NE,Czech Republic,1,Czech Republic,EU,78866,10618303,280.8309099796531
Erebia epiphron,12.222222222222221,DE,R,Germany,20,Germany,EU,357168,82114224,597.6353403205002
Erebia epiphron,12.222222222222221,ES,NE,Spain,1,Spain,EU,498468,46354321,706.022662525786
Erebia epiphron,12.222222222222221,FR,LC,France,1,France,EU,551394,64979548,742.559088557941
Erebia epiphron,12.222222222222221,GB,NT,United Kingdom,20,United Kingdom,EU,244820,66181585,494.79288596340996
Erebia epiphron,12.222222222222221,GR,EN,Greece,50,Greece,EU,131940,11159773,363.23546082396746
Erebia epiphron,12.222222222222221,HR,LC,Croatia,1,Croatia,EU,56594,4189353,237.8949347926517
Erebia epiphron,12.222222222222221,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia epiphron,12.222222222222221,LI,No Red List available,,,Liechtenstein,,160,37922,12.649110640673518
Erebia epiphron,12.222222222222221,ME,No Red List available,,,Montenegro,,13812,628960,117.52446553803169
Erebia epiphron,12.222222222222221,MK,Unknown,Macedonia,1,Macedonia,,25713,2083160,160.3527361787132
Erebia epiphron,12.222222222222221,PL,VU,Poland,30,Poland,EU,312685,38170712,559.1824389231122
Erebia epiphron,12.222222222222221,RO,NT,,,Romania,EU,238392,19679306,488.2540322414143
Erebia epiphron,12.222222222222221,RS,NT,Serbia,20,Serbia,,88361,8790574,297.25578211365377
Erebia epiphron,12.222222222222221,SI,NT,Slovenia,20,Slovenia,EU,20273,2079976,142.38328553590833
Erebia epiphron,12.222222222222221,SK,VU,Slovakia,30,Slovakia,EU,49036,5447662,221.44073699299324
Erebia epistygne,10.5,ES,NE,Spain,1,Spain,EU,498468,46354321,706.022662525786
Erebia epistygne,10.5,FR,NT,France,20,France,EU,551394,64979548,742.559088557941
Erebia eriphyle,10.5,AT,NT,Austria,20,Austria,EU,83858,8735453,289.5824580322503
Erebia eriphyle,10.5,CH,LC,Switzerland,1,Switzerland,,41290,8476005,203.19940944796076
Erebia eriphyle,10.5,DE,R,Germany,20,Germany,EU,357168,82114224,597.6353403205002
Erebia eriphyle,10.5,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia eriphyle,10.5,LI,No Red List available,,,Liechtenstein,,160,37922,12.649110640673518
Erebia euryale,1,AD,LC,Andorra,1,Andorra,,468,76965,21.633307652783937
Erebia euryale,1,AL,Unknown,Albania,1,Albania,,28748,2930187,169.55235179731363
Erebia euryale,1,AT,LC,Austria,1,Austria,EU,83858,8735453,289.5824580322503
Erebia euryale,1,BA,LC,Bosnia and Herzegovina,1,Bosnia and Herzegovina,,51129,3507017,226.11722623453525
Erebia euryale,1,BG,LC,Bulgaria,1,Bulgaria,EU,110994,7084571,333.15762035409006
Erebia euryale,1,CH,LC,Switzerland,1,Switzerland,,41290,8476005,203.19940944796076
Erebia euryale,1,CZ,NE,Czech Republic,1,Czech Republic,EU,78866,10618303,280.8309099796531
Erebia euryale,1,DE,LC,Germany,1,Germany,EU,357168,82114224,597.6353403205002
Erebia euryale,1,ES,NE,Spain,1,Spain,EU,498468,46354321,706.022662525786
Erebia euryale,1,FR,LC,France,1,France,EU,551394,64979548,742.559088557941
Erebia euryale,1,GR,LC,Greece,1,Greece,EU,131940,11159773,363.23546082396746
Erebia euryale,1,HR,LC,Croatia,1,Croatia,EU,56594,4189353,237.8949347926517
Erebia euryale,1,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia euryale,1,LI,No Red List available,,,Liechtenstein,,160,37922,12.649110640673518
Erebia euryale,1,ME,No Red List available,,,Montenegro,,13812,628960,117.52446553803169
Erebia euryale,1,MK,Unknown,Macedonia,1,Macedonia,,25713,2083160,160.3527361787132
Erebia euryale,1,PL,LC,Poland,1,Poland,EU,312685,38170712,559.1824389231122
Erebia euryale,1,RO,LC,,,Romania,EU,238392,19679306,488.2540322414143
Erebia euryale,1,RS,LC,Serbia,1,Serbia,,88361,8790574,297.25578211365377
Erebia euryale,1,RU,No Red List available,,,Russia,,3972400,,1993.0880562584284
Erebia euryale,1,SI,LC,Slovenia,1,Slovenia,EU,20273,2079976,142.38328553590833
Erebia euryale,1,SK,LC,Slovakia,1,Slovakia,EU,49036,5447662,221.44073699299324
Erebia euryale,1,UA,LC,Ukraine,1,Ukraine,,603628,44222947,776.9350037165271
Erebia flavofasciata,17,AT,DD,Austria,1,Austria,EU,83858,8735453,289.5824580322503
Erebia flavofasciata,17,CH,NT,Switzerland,20,Switzerland,,41290,8476005,203.19940944796076
Erebia flavofasciata,17,IT,VU,Italy,30,Italy,EU,301318,59359900,548.924402809713
Erebia gorge,17.9375,AD,VU,Andorra,30,Andorra,,468,76965,21.633307652783937
Erebia gorge,17.9375,AL,Unknown,Albania,1,Albania,,28748,2930187,169.55235179731363
Erebia gorge,17.9375,AT,LC,Austria,1,Austria,EU,83858,8735453,289.5824580322503
Erebia gorge,17.9375,BA,VU,Bosnia and Herzegovina,30,Bosnia and Herzegovina,,51129,3507017,226.11722623453525
Erebia gorge,17.9375,BG,EN,Bulgaria,50,Bulgaria,EU,110994,7084571,333.15762035409006
Erebia gorge,17.9375,CH,LC,Switzerland,1,Switzerland,,41290,8476005,203.19940944796076
Erebia gorge,17.9375,DE,R,Germany,20,Germany,EU,357168,82114224,597.6353403205002
Erebia gorge,17.9375,ES,NE,Spain,1,Spain,EU,498468,46354321,706.022662525786
Erebia gorge,17.9375,FR,LC,France,1,France,EU,551394,64979548,742.559088557941
Erebia gorge,17.9375,HR,EN,Croatia,50,Croatia,EU,56594,4189353,237.8949347926517
Erebia gorge,17.9375,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia gorge,17.9375,LI,No Red List available,,,Liechtenstein,,160,37922,12.649110640673518
Erebia gorge,17.9375,ME,No Red List available,,,Montenegro,,13812,628960,117.52446553803169
Erebia gorge,17.9375,MK,NT,Macedonia,20,Macedonia,,25713,2083160,160.3527361787132
Erebia gorge,17.9375,PL,VU,Poland,30,Poland,EU,312685,38170712,559.1824389231122
Erebia gorge,17.9375,RO,NT,,,Romania,EU,238392,19679306,488.2540322414143
Erebia gorge,17.9375,RS,NT,Serbia,20,Serbia,,88361,8790574,297.25578211365377
Erebia gorge,17.9375,SI,LC,Slovenia,1,Slovenia,EU,20273,2079976,142.38328553590833
Erebia gorge,17.9375,SK,VU,Slovakia,30,Slovakia,EU,49036,5447662,221.44073699299324
Erebia gorgone,7.333333333333333,AD,NT,Andorra,20,Andorra,,468,76965,21.633307652783937
Erebia gorgone,7.333333333333333,ES,NE,Spain,1,Spain,EU,498468,46354321,706.022662525786
Erebia gorgone,7.333333333333333,FR,LC,France,1,France,EU,551394,64979548,742.559088557941
Erebia hispania,1,ES,NE,Spain,1,Spain,EU,498468,46354321,706.022662525786
Erebia hispania,1,FR,Unknown,France,1,France,EU,551394,64979548,742.559088557941
Erebia lefebvrei,17,AD,VU,Andorra,30,Andorra,,468,76965,21.633307652783937
Erebia lefebvrei,17,ES,NE,Spain,1,Spain,EU,498468,46354321,706.022662525786
Erebia lefebvrei,17,FR,NT,France,20,France,EU,551394,64979548,742.559088557941
Erebia ligea,10.4,AL,Unknown,Albania,1,Albania,,28748,2930187,169.55235179731363
Erebia ligea,10.4,AT,LC,Austria,1,Austria,EU,83858,8735453,289.5824580322503
Erebia ligea,10.4,BA,LC,Bosnia and Herzegovina,1,Bosnia and Herzegovina,,51129,3507017,226.11722623453525
Erebia ligea,10.4,BE,CR,Belgium,80,Belgium,EU,30528,11429336,174.72263734273244
Erebia ligea,10.4,BG,LC,Bulgaria,1,Bulgaria,EU,110994,7084571,333.15762035409006
Erebia ligea,10.4,BY,DD,Belarus,1,Belarus,,207600,9468338,455.6314299957807
Erebia ligea,10.4,CH,LC,Switzerland,1,Switzerland,,41290,8476005,203.19940944796076
Erebia ligea,10.4,CZ,NT,Czech Republic,20,Czech Republic,EU,78866,10618303,280.8309099796531
Erebia ligea,10.4,DE,NT,Germany,20,Germany,EU,357168,82114224,597.6353403205002
Erebia ligea,10.4,EE,LC,Estonia,1,Estonia,EU,45339,1309632,212.9295658193103
Erebia ligea,10.4,FI,LC,Finland,1,Finland,EU,338145,5523231,581.5023645695691
Erebia ligea,10.4,FR,LC,France,1,France,EU,551394,64979548,742.559088557941
Erebia ligea,10.4,GR,LC,Greece,1,Greece,EU,131940,11159773,363.23546082396746
Erebia ligea,10.4,HR,LC,Croatia,1,Croatia,EU,56594,4189353,237.8949347926517
Erebia ligea,10.4,HU,RE,Hungary,100,Hungary,EU,93030,9721559,305.00819661117305
Erebia ligea,10.4,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia ligea,10.4,LI,No Red List available,,,Liechtenstein,,160,37922,12.649110640673518
Erebia ligea,10.4,LT,DD,Lithuania,1,Lithuania,EU,65300,2890297,255.53864678361276
Erebia ligea,10.4,LV,No Red List available,,,Latvia,EU,64589,1949670,254.14366016094127
Erebia ligea,10.4,ME,No Red List available,,,Montenegro,,13812,628960,117.52446553803169
Erebia ligea,10.4,MK,Unknown,Macedonia,1,Macedonia,,25713,2083160,160.3527361787132
Erebia ligea,10.4,NO,LC,Norway,1,Norway,,385178,5305383,620.6271022119482
Erebia ligea,10.4,PL,NT,Poland,20,Poland,EU,312685,38170712,559.1824389231122
Erebia ligea,10.4,RO,LC,,,Romania,EU,238392,19679306,488.2540322414143
Erebia ligea,10.4,RS,LC,Serbia,1,Serbia,,88361,8790574,297.25578211365377
Erebia ligea,10.4,RU,No Red List available,,,Russia,,3972400,,1993.0880562584284
Erebia ligea,10.4,SE,LC,Sweden,1,Sweden,EU,449964,9910701,670.7935598975291
Erebia ligea,10.4,SI,LC,Slovenia,1,Slovenia,EU,20273,2079976,142.38328553590833
Erebia ligea,10.4,SK,LC,Slovakia,1,Slovakia,EU,49036,5447662,221.44073699299324
Erebia ligea,10.4,UA,LC,Ukraine,1,Ukraine,,603628,44222947,776.9350037165271
Erebia manto,15.090909090909092,AT,LC,Austria,1,Austria,EU,83858,8735453,289.5824580322503
Erebia manto,15.090909090909092,BA,VU,Bosnia and Herzegovina,30,Bosnia and Herzegovina,,51129,3507017,226.11722623453525
Erebia manto,15.090909090909092,CH,LC,Switzerland,1,Switzerland,,41290,8476005,203.19940944796076
Erebia manto,15.090909090909092,DE,R,Germany,20,Germany,EU,357168,82114224,597.6353403205002
Erebia manto,15.090909090909092,ES,NE,Spain,1,Spain,EU,498468,46354321,706.022662525786
Erebia manto,15.090909090909092,FR,LC,France,1,France,EU,551394,64979548,742.559088557941
Erebia manto,15.090909090909092,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia manto,15.090909090909092,LI,No Red List available,,,Liechtenstein,,160,37922,12.649110640673518
Erebia manto,15.090909090909092,PL,VU,Poland,30,Poland,EU,312685,38170712,559.1824389231122
Erebia manto,15.090909090909092,RO,VU,,,Romania,EU,238392,19679306,488.2540322414143
Erebia manto,15.090909090909092,SI,LC,Slovenia,1,Slovenia,EU,20273,2079976,142.38328553590833
Erebia manto,15.090909090909092,SK,VU,Slovakia,30,Slovakia,EU,49036,5447662,221.44073699299324
Erebia manto,15.090909090909092,UA,EN,Ukraine,50,Ukraine,,603628,44222947,776.9350037165271
Erebia medusa,15.285714285714286,AL,VU,Albania,30,Albania,,28748,2930187,169.55235179731363
Erebia medusa,15.285714285714286,AT,NT,Austria,20,Austria,EU,83858,8735453,289.5824580322503
Erebia medusa,15.285714285714286,BA,LC,Bosnia and Herzegovina,1,Bosnia and Herzegovina,,51129,3507017,226.11722623453525
Erebia medusa,15.285714285714286,BE,VU,Belgium,30,Belgium,EU,30528,11429336,174.72263734273244
Erebia medusa,15.285714285714286,BG,LC,Bulgaria,1,Bulgaria,EU,110994,7084571,333.15762035409006
Erebia medusa,15.285714285714286,BY,RE,Belarus,100,Belarus,,207600,9468338,455.6314299957807
Erebia medusa,15.285714285714286,CH,NT,Switzerland,20,Switzerland,,41290,8476005,203.19940944796076
Erebia medusa,15.285714285714286,CZ,NT,Czech Republic,20,Czech Republic,EU,78866,10618303,280.8309099796531
Erebia medusa,15.285714285714286,DE,NT,Germany,20,Germany,EU,357168,82114224,597.6353403205002
Erebia medusa,15.285714285714286,FR,LC,France,1,France,EU,551394,64979548,742.559088557941
Erebia medusa,15.285714285714286,GR,LC,Greece,1,Greece,EU,131940,11159773,363.23546082396746
Erebia medusa,15.285714285714286,HR,NT,Croatia,20,Croatia,EU,56594,4189353,237.8949347926517
Erebia medusa,15.285714285714286,HU,VU,Hungary,30,Hungary,EU,93030,9721559,305.00819661117305
Erebia medusa,15.285714285714286,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia medusa,15.285714285714286,LI,No Red List available,,,Liechtenstein,,160,37922,12.649110640673518
Erebia medusa,15.285714285714286,LU,LC,Luxembourg,1,Luxembourg,EU,2428,583455,49.27473997901968
Erebia medusa,15.285714285714286,MD,No Red List available,,,Moldova,,33846,4051212,183.97282408007982
Erebia medusa,15.285714285714286,ME,No Red List available,,,Montenegro,,13812,628960,117.52446553803169
Erebia medusa,15.285714285714286,MK,Unknown,Macedonia,1,Macedonia,,25713,2083160,160.3527361787132
Erebia medusa,15.285714285714286,PL,LC,Poland,1,Poland,EU,312685,38170712,559.1824389231122
Erebia medusa,15.285714285714286,RO,LC,,,Romania,EU,238392,19679306,488.2540322414143
Erebia medusa,15.285714285714286,RS,LC,Serbia,1,Serbia,,88361,8790574,297.25578211365377
Erebia medusa,15.285714285714286,RU,No Red List available,,,Russia,,3972400,,1993.0880562584284
Erebia medusa,15.285714285714286,SI,LC,Slovenia,1,Slovenia,EU,20273,2079976,142.38328553590833
Erebia medusa,15.285714285714286,SK,LC,Slovakia,1,Slovakia,EU,49036,5447662,221.44073699299324
Erebia medusa,15.285714285714286,UA,NT,Ukraine,20,Ukraine,,603628,44222947,776.9350037165271
Erebia melampus,4.8,AT,LC,Austria,1,Austria,EU,83858,8735453,289.5824580322503
Erebia melampus,4.8,CH,LC,Switzerland,1,Switzerland,,41290,8476005,203.19940944796076
Erebia melampus,4.8,DE,R,Germany,20,Germany,EU,357168,82114224,597.6353403205002
Erebia melampus,4.8,FR,LC,France,1,France,EU,551394,64979548,742.559088557941
Erebia melampus,4.8,IT,LC,Italy,1,Italy,EU,301318,59359900,548.924402809713
Erebia melampus,4.8,LI,No Red List available,,,Liechtenstein,,160,37922,12.649110640673518
Erebia melas,13.125,AL,Unknown,Albania,1,Albania,,28748,2930187,169.55235179731363
Erebia melas,13.125,BA,LC,Bosnia and Herzegovina,1,Bosnia and Herzegovina,,51129,3507017,226.11722623453525
