"scientificName","taxonID","countryCode","establishmentMeans","source"
"Vanessa atalanta","red-lists-european-butterflies-checklist:taxon:28d1dd087442aa7dbc71a19023cf98ed","SE","RegularMigrant","Ahrné et al. (2015)"
"Vanessa atalanta","red-lists-european-butterflies-checklist:taxon:28d1dd087442aa7dbc71a19023cf98ed","BY","RegularMigrant","Kulak & Yakovlev (2018)"
"Vanessa atalanta","red-lists-european-butterflies-checklist:taxon:28d1dd087442aa7dbc71a19023cf98ed","MK","RegularMigrant","Krpac & Darcemont (2011)"
"Vanessa atalanta","red-lists-european-butterflies-checklist:taxon:28d1dd087442aa7dbc71a19023cf98ed","MT","Breeding",
"Vanessa atalanta","red-lists-european-butterflies-checklist:taxon:28d1dd087442aa7dbc71a19023cf98ed","AL","Breeding","Anonymous (2013)"
"Vanessa atalanta","red-lists-european-butterflies-checklist:taxon:28d1dd087442aa7dbc71a19023cf98ed","RS","Breeding","Jakšic (2003); Popovic et al. (2017)"
"Tarucus theophrastus","red-lists-european-butterflies-checklist:taxon:29508697ae3b772edae7047a96f57d29","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","RO","Breeding","Rakosy (2002)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","BG","Breeding","Hristova and Beshkov (2017)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","FR","Breeding","UICN France (2012)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","IT","Breeding","Bonelli et al. (in press)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","MD","Breeding",
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","ME","Breeding",
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","AT","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","BA","Breeding","Ðug (2013)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","CZ","Breeding","Beneš and Konvicka (2017)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","HR","Breeding","Šašic et al. (2015a)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","HU","Breeding","Ádám Korösi & Ádám Gór (pers. comm.)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","MK","Breeding","Krpac & Darcemont (2011)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","UA","Breeding","Popov & Geryak (pers. comm.)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","SI","Breeding","Anonymous (2002); Verovnik et al. (2012)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","SK","Breeding","Hernik Kalivoda (pers. comm.)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","CH","Breeding","Wermeille et al. (2014)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","RU","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","AL","Breeding","Anonymous (2013)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","BY","Breeding","Kulak & Yakovlev (2018)"
"Zerynthia polyxena","red-lists-european-butterflies-checklist:taxon:2ab0f637a5af65b09535f62424f07f2f","RS","Breeding","Jakšic (2003); Popovic et al. (2017)"
"Hipparchia tilosi","red-lists-european-butterflies-checklist:taxon:2abd07305d981f95a08527a1d4146736","MA_CA","Breeding",
"Borbo borbonica","red-lists-european-butterflies-checklist:taxon:2b454e28b9934d71027c57073dd67403","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Boloria frigga","red-lists-european-butterflies-checklist:taxon:2baa87242b6efff95ebb0ecd5d92d50b","EE","Breeding","Anu Tiitsaar (pers.comm.)"
"Boloria frigga","red-lists-european-butterflies-checklist:taxon:2baa87242b6efff95ebb0ecd5d92d50b","FI","Breeding","Kaitila et al. (2010)"
"Boloria frigga","red-lists-european-butterflies-checklist:taxon:2baa87242b6efff95ebb0ecd5d92d50b","NO","Breeding","Henriksen & Hilmo (2015)"
"Boloria frigga","red-lists-european-butterflies-checklist:taxon:2baa87242b6efff95ebb0ecd5d92d50b","SE","Breeding","Ahrné et al. (2015)"
"Boloria frigga","red-lists-european-butterflies-checklist:taxon:2baa87242b6efff95ebb0ecd5d92d50b","LV","Breeding",
"Boloria frigga","red-lists-european-butterflies-checklist:taxon:2baa87242b6efff95ebb0ecd5d92d50b","LT","Breeding","Rašomavicius (2007)"
"Boloria frigga","red-lists-european-butterflies-checklist:taxon:2baa87242b6efff95ebb0ecd5d92d50b","BY","Breeding","Kulak & Yakovlev (2018)"
"Boloria frigga","red-lists-european-butterflies-checklist:taxon:2baa87242b6efff95ebb0ecd5d92d50b","RU","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","BY","Breeding","Kulak & Yakovlev (2018)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","UA","Breeding","Popov & Geryak (pers. comm.)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","BA","Breeding","Ðug (2013)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","BE","Breeding","Fichefet et al. (2008); Maes et al. (2012)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","CH","Breeding","Wermeille et al. (2014)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","CZ","Breeding","Beneš and Konvicka (2017)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","NL","Breeding","Bos et al. (2006)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","DE","Breeding","Reinhardt & Bolz (2011)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","DK","Breeding","Wind & Phil (2004)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","FR","Breeding","UICN France (2012)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","RO","Breeding","Rakosy (2002)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","SI","Breeding","Anonymous (2002); Verovnik et al. (2012)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","EE","Breeding","Anu Tiitsaar (pers.comm.)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","FI","Breeding","Kaitila et al. (2010)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","NO","Breeding","Henriksen & Hilmo (2015)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","SE","Breeding","Ahrné et al. (2015)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","LV","Breeding",
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","RU","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","HU","Breeding","Ádám Korösi & Ádám Gór (pers. comm.)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","AT","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","GB","Breeding","Fox et al. (2011)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","IE","Breeding","Regan et al. (2010)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","LT","Breeding","Rašomavicius (2007)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","PL","Breeding","Glowaciñski (2002); Sielezniew (pers. Comm)"
"Coenonympha tullia","red-lists-european-butterflies-checklist:taxon:2c1010d68523f157babdc6312c34bc80","SK","Breeding","Hernik Kalivoda (pers. comm.)"
"Aricia anteros","red-lists-european-butterflies-checklist:taxon:2c8ec7c9230f4636ba467dd335b29d84","UA","Breeding","Popov & Geryak (pers. comm.)"
"Aricia anteros","red-lists-european-butterflies-checklist:taxon:2c8ec7c9230f4636ba467dd335b29d84","BA","Breeding","Ðug (2013)"
"Aricia anteros","red-lists-european-butterflies-checklist:taxon:2c8ec7c9230f4636ba467dd335b29d84","BG","Breeding","Hristova and Beshkov (2017)"
"Aricia anteros","red-lists-european-butterflies-checklist:taxon:2c8ec7c9230f4636ba467dd335b29d84","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Aricia anteros","red-lists-european-butterflies-checklist:taxon:2c8ec7c9230f4636ba467dd335b29d84","HR","Breeding","Šašic et al. (2015a)"
"Aricia anteros","red-lists-european-butterflies-checklist:taxon:2c8ec7c9230f4636ba467dd335b29d84","ME","Breeding",
"Aricia anteros","red-lists-european-butterflies-checklist:taxon:2c8ec7c9230f4636ba467dd335b29d84","MK","Breeding","Krpac & Darcemont (2011)"
"Aricia anteros","red-lists-european-butterflies-checklist:taxon:2c8ec7c9230f4636ba467dd335b29d84","RS","Breeding","Jakšic (2003); Popovic et al. (2017)"
"Aricia anteros","red-lists-european-butterflies-checklist:taxon:2c8ec7c9230f4636ba467dd335b29d84","AL","Breeding","Anonymous (2013)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","CZ","Breeding","Beneš and Konvicka (2017)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","DE","Breeding","Reinhardt & Bolz (2011)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","SK","Breeding","Hernik Kalivoda (pers. comm.)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","AD","Breeding","Dantart & Jubany (2012)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","BA","Breeding","Ðug (2013)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","BG","Breeding","Hristova and Beshkov (2017)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","EE","Breeding","Anu Tiitsaar (pers.comm.)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","FR","Breeding","UICN France (2012)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","HR","Breeding","Šašic et al. (2015a)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","HU","Breeding","Ádám Korösi & Ádám Gór (pers. comm.)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","IT","Breeding","Bonelli et al. (in press)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","LT","Breeding","Rašomavicius (2007)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","SI","Breeding","Anonymous (2002); Verovnik et al. (2012)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","UA","Breeding","Popov & Geryak (pers. comm.)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","LV","Breeding",
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","MD","Breeding",
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","ME","Breeding",
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","PT","Breeding",
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","RU","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","CH","Breeding","Wermeille et al. (2014)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","RO","Breeding","Rakosy (2002)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","BE","Breeding","Fichefet et al. (2008); Maes et al. (2012)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","LU","Breeding","Mestdagh et al. (2018)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","MK","Breeding","Krpac & Darcemont (2011)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","AT","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","RS","Breeding","Jakšic (2003); Popovic et al. (2017)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","AL","Breeding","Anonymous (2013)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","LI","Breeding",
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","PL","Breeding","Glowaciñski (2002); Sielezniew (pers. Comm)"
"Melitaea phoebe","red-lists-european-butterflies-checklist:taxon:2de22f70878fd27446ae29d8720b1218","BY","Breeding","Kulak & Yakovlev (2018)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","BE","Breeding","Fichefet et al. (2008); Maes et al. (2012)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","AD","Breeding","Dantart & Jubany (2012)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","AT","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","BA","Breeding","Ðug (2013)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","BG","Breeding","Hristova and Beshkov (2017)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","DE","Breeding","Reinhardt & Bolz (2011)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","EE","Breeding","Anu Tiitsaar (pers.comm.)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","FR","Breeding","UICN France (2012)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","HR","Breeding","Šašic et al. (2015a)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","HU","Breeding","Ádám Korösi & Ádám Gór (pers. comm.)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","IT","Breeding","Bonelli et al. (in press)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","LT","Breeding","Rašomavicius (2007)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","PL","Breeding","Glowaciñski (2002); Sielezniew (pers. Comm)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","RO","Breeding","Rakosy (2002)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","RS","Breeding","Jakšic (2003); Popovic et al. (2017)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","SI","Breeding","Anonymous (2002); Verovnik et al. (2012)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","SK","Breeding","Hernik Kalivoda (pers. comm.)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","UA","Breeding","Popov & Geryak (pers. comm.)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","CZ","Breeding","Beneš and Konvicka (2017)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","LV","Breeding",
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","MD","Breeding",
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","ME","Breeding",
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","PT","Breeding",
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","CH","Breeding","Wermeille et al. (2014)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","BY","Breeding","Kulak & Yakovlev (2018)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","MK","Breeding","Krpac & Darcemont (2011)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","LU","Breeding","Mestdagh et al. (2018)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","AL","Breeding","Anonymous (2013)"
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","LI","Breeding",
"Boloria dia","red-lists-european-butterflies-checklist:taxon:2ebca3c17cbe26762f51fcd1815b6654","RU","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"Zerynthia cerisy","red-lists-european-butterflies-checklist:taxon:2f017628f378f6475a3c14e8cf560bfa","RO","Breeding","Rakosy (2002)"
"Zerynthia cerisy","red-lists-european-butterflies-checklist:taxon:2f017628f378f6475a3c14e8cf560bfa","CY","Breeding",
"Zerynthia cerisy","red-lists-european-butterflies-checklist:taxon:2f017628f378f6475a3c14e8cf560bfa","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Zerynthia cerisy","red-lists-european-butterflies-checklist:taxon:2f017628f378f6475a3c14e8cf560bfa","BG","Breeding","Hristova and Beshkov (2017)"
"Zerynthia cerisy","red-lists-european-butterflies-checklist:taxon:2f017628f378f6475a3c14e8cf560bfa","MK","Breeding","Krpac & Darcemont (2011)"
"Zerynthia cerisy","red-lists-european-butterflies-checklist:taxon:2f017628f378f6475a3c14e8cf560bfa","AL","Breeding","Anonymous (2013)"
"Zerynthia cerisy","red-lists-european-butterflies-checklist:taxon:2f017628f378f6475a3c14e8cf560bfa","RS","Breeding","Jakšic (2003); Popovic et al. (2017)"
"Zerynthia cerisy","red-lists-european-butterflies-checklist:taxon:2f017628f378f6475a3c14e8cf560bfa","HR","Breeding","Šašic et al. (2015a)"
"Zerynthia cerisy","red-lists-european-butterflies-checklist:taxon:2f017628f378f6475a3c14e8cf560bfa","BA","Breeding","Ðug (2013)"
"Issoria eugenia","red-lists-european-butterflies-checklist:taxon:3050c088c1222ae2d18d8b19ee1d6546","RU","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","IE","Breeding","Regan et al. (2010)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","AD","Breeding","Dantart & Jubany (2012)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","AT","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","BA","Breeding","Ðug (2013)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","BE","Breeding","Fichefet et al. (2008); Maes et al. (2012)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","BG","Breeding","Hristova and Beshkov (2017)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","CH","Breeding","Wermeille et al. (2014)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","DE","Breeding","Reinhardt & Bolz (2011)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","DK","Breeding","Wind & Phil (2004)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","FR","Breeding","UICN France (2012)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","HR","Breeding","Šašic et al. (2015a)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","HU","Breeding","Ádám Korösi & Ádám Gór (pers. comm.)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","IT","Breeding","Bonelli et al. (in press)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","LT","Breeding","Rašomavicius (2007)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","LU","Breeding","Mestdagh et al. (2018)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","NL","Breeding","Bos et al. (2006)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","NO","Breeding","Henriksen & Hilmo (2015)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","PL","Breeding","Glowaciñski (2002); Sielezniew (pers. Comm)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","RO","Breeding","Rakosy (2002)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","RS","Breeding","Jakšic (2003); Popovic et al. (2017)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","SE","Breeding","Ahrné et al. (2015)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","SI","Breeding","Anonymous (2002); Verovnik et al. (2012)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","SK","Breeding","Hernik Kalivoda (pers. comm.)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","UA","Breeding","Popov & Geryak (pers. comm.)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","CZ","Breeding","Beneš and Konvicka (2017)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","CY","Breeding",
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","LI","Breeding",
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","LV","Breeding",
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","ME","Breeding",
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","PT","Breeding",
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","RU","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","GB","Breeding","Fox et al. (2011)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","BY","Breeding","Kulak & Yakovlev (2018)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","MK","Breeding","Krpac & Darcemont (2011)"
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","MD","Breeding",
"Lasiommata megera","red-lists-european-butterflies-checklist:taxon:311e1ddc9b794fe5ad02be8931c7e877","MT","Breeding",
