"scientificName","taxonID","countryCode","establishmentMeans","source"
"Erebia pandrose","red-lists-european-butterflies-checklist:taxon:63cad836229855bdbcf560a02bdccdb4","RO","Breeding","Rakosy (2002)"
"Erebia pandrose","red-lists-european-butterflies-checklist:taxon:63cad836229855bdbcf560a02bdccdb4","DE","Breeding","Reinhardt & Bolz (2011)"
"Erebia pandrose","red-lists-european-butterflies-checklist:taxon:63cad836229855bdbcf560a02bdccdb4","MK","Breeding","Krpac & Darcemont (2011)"
"Erebia pandrose","red-lists-european-butterflies-checklist:taxon:63cad836229855bdbcf560a02bdccdb4","BG","Breeding","Hristova and Beshkov (2017)"
"Erebia pandrose","red-lists-european-butterflies-checklist:taxon:63cad836229855bdbcf560a02bdccdb4","SK","Breeding","Hernik Kalivoda (pers. comm.)"
"Erebia pandrose","red-lists-european-butterflies-checklist:taxon:63cad836229855bdbcf560a02bdccdb4","PL","Breeding","Glowaciñski (2002); Sielezniew (pers. Comm)"
"Erebia pandrose","red-lists-european-butterflies-checklist:taxon:63cad836229855bdbcf560a02bdccdb4","RS","Breeding","Jakšic (2003); Popovic et al. (2017)"
"Erebia pandrose","red-lists-european-butterflies-checklist:taxon:63cad836229855bdbcf560a02bdccdb4","AL","Breeding","Anonymous (2013)"
"Polyommatus orphicus","red-lists-european-butterflies-checklist:taxon:6484c26271c97ea23675a246967a6bb0","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Polyommatus orphicus","red-lists-european-butterflies-checklist:taxon:6484c26271c97ea23675a246967a6bb0","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Polyommatus orphicus","red-lists-european-butterflies-checklist:taxon:6484c26271c97ea23675a246967a6bb0","BG","Breeding","Hristova and Beshkov (2017)"
"Polyommatus orphicus","red-lists-european-butterflies-checklist:taxon:6484c26271c97ea23675a246967a6bb0","MK","Breeding","Krpac & Darcemont (2011)"
"Lysandra hispana","red-lists-european-butterflies-checklist:taxon:64a87191b91f654f9bc9ff7ebbceb4fb","FR","Breeding","UICN France (2012)"
"Lysandra hispana","red-lists-european-butterflies-checklist:taxon:64a87191b91f654f9bc9ff7ebbceb4fb","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Lysandra hispana","red-lists-european-butterflies-checklist:taxon:64a87191b91f654f9bc9ff7ebbceb4fb","IT","Breeding","Bonelli et al. (in press)"
"Carcharodus stauderi","red-lists-european-butterflies-checklist:taxon:64d9c9353131fdd15131f944e4b52c8a","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Tomares ballus","red-lists-european-butterflies-checklist:taxon:64ea13e7606f5e912739d22f72ea9007","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Tomares ballus","red-lists-european-butterflies-checklist:taxon:64ea13e7606f5e912739d22f72ea9007","PT","Breeding",
"Tomares ballus","red-lists-european-butterflies-checklist:taxon:64ea13e7606f5e912739d22f72ea9007","FR","Breeding","UICN France (2012)"
"Tomares nogelii","red-lists-european-butterflies-checklist:taxon:64f6e9c6a8f4c147e5c0c88d0c27650d","RO","Breeding","Rakosy (2002)"
"Tomares nogelii","red-lists-european-butterflies-checklist:taxon:64f6e9c6a8f4c147e5c0c88d0c27650d","UA","Breeding","Popov & Geryak (pers. comm.)"
"Tomares nogelii","red-lists-european-butterflies-checklist:taxon:64f6e9c6a8f4c147e5c0c88d0c27650d","MD","Breeding",
"Glabroculus cyane","red-lists-european-butterflies-checklist:taxon:666285ab6256c0067aef99c24b0f844f","RU","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"Polyommatus aroaniensis","red-lists-european-butterflies-checklist:taxon:6722ac7618b4ce30b8aaa0bb4e4c8ded","BA","Breeding","Ðug (2013)"
"Polyommatus aroaniensis","red-lists-european-butterflies-checklist:taxon:6722ac7618b4ce30b8aaa0bb4e4c8ded","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Polyommatus aroaniensis","red-lists-european-butterflies-checklist:taxon:6722ac7618b4ce30b8aaa0bb4e4c8ded","BG","Breeding","Hristova and Beshkov (2017)"
"Polyommatus aroaniensis","red-lists-european-butterflies-checklist:taxon:6722ac7618b4ce30b8aaa0bb4e4c8ded","MK","Breeding","Krpac & Darcemont (2011)"
"Pseudophilotes abencerragus","red-lists-european-butterflies-checklist:taxon:6868878c4d3d94903c061d9f2d99909a","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Pseudophilotes abencerragus","red-lists-european-butterflies-checklist:taxon:6868878c4d3d94903c061d9f2d99909a","PT","Breeding",
"Gegenes nostrodamus","red-lists-european-butterflies-checklist:taxon:69de1a6c6695ee790e7fd42468f99dc4","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Gegenes nostrodamus","red-lists-european-butterflies-checklist:taxon:69de1a6c6695ee790e7fd42468f99dc4","HR","Breeding","Šašic et al. (2015a)"
"Gegenes nostrodamus","red-lists-european-butterflies-checklist:taxon:69de1a6c6695ee790e7fd42468f99dc4","IT","Breeding","Bonelli et al. (in press)"
"Gegenes nostrodamus","red-lists-european-butterflies-checklist:taxon:69de1a6c6695ee790e7fd42468f99dc4","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Gegenes nostrodamus","red-lists-european-butterflies-checklist:taxon:69de1a6c6695ee790e7fd42468f99dc4","ME","Breeding",
"Gegenes nostrodamus","red-lists-european-butterflies-checklist:taxon:69de1a6c6695ee790e7fd42468f99dc4","PT","Breeding",
"Gegenes nostrodamus","red-lists-european-butterflies-checklist:taxon:69de1a6c6695ee790e7fd42468f99dc4","MK","Breeding","Krpac & Darcemont (2011)"
"Gegenes nostrodamus","red-lists-european-butterflies-checklist:taxon:69de1a6c6695ee790e7fd42468f99dc4","BG","Breeding","Hristova and Beshkov (2017)"
"Gegenes nostrodamus","red-lists-european-butterflies-checklist:taxon:69de1a6c6695ee790e7fd42468f99dc4","AL","Breeding","Anonymous (2013)"
"Pyrgus cirsii","red-lists-european-butterflies-checklist:taxon:6a3f9a073f3e986c20cc271376d75c91","CH","Breeding","Wermeille et al. (2014)"
"Pyrgus cirsii","red-lists-european-butterflies-checklist:taxon:6a3f9a073f3e986c20cc271376d75c91","DE","Breeding","Reinhardt & Bolz (2011)"
"Pyrgus cirsii","red-lists-european-butterflies-checklist:taxon:6a3f9a073f3e986c20cc271376d75c91","AD","Breeding","Dantart & Jubany (2012)"
"Pyrgus cirsii","red-lists-european-butterflies-checklist:taxon:6a3f9a073f3e986c20cc271376d75c91","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Pyrgus cirsii","red-lists-european-butterflies-checklist:taxon:6a3f9a073f3e986c20cc271376d75c91","FR","Breeding","UICN France (2012)"
"Pyrgus cirsii","red-lists-european-butterflies-checklist:taxon:6a3f9a073f3e986c20cc271376d75c91","AT","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"Hipparchia mersina","red-lists-european-butterflies-checklist:taxon:6a66b47ead53ccc2c6929f95783d663f","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Maniola halicarnassus","red-lists-european-butterflies-checklist:taxon:6aa31b63359f564f9309ea6c0bf64eda","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","UA","Breeding","Popov & Geryak (pers. comm.)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","DE","Breeding","Reinhardt & Bolz (2011)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","SK","Breeding","Hernik Kalivoda (pers. comm.)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","AT","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","CH","Breeding","Wermeille et al. (2014)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","HU","Breeding","Ádám Korösi & Ádám Gór (pers. comm.)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","RO","Breeding","Rakosy (2002)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","BA","Breeding","Ðug (2013)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","BG","Breeding","Hristova and Beshkov (2017)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","FR","Breeding","UICN France (2012)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","HR","Breeding","Šašic et al. (2015a)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","IT","Breeding","Bonelli et al. (in press)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","SI","Breeding","Anonymous (2002); Verovnik et al. (2012)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","CY","Breeding",
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","ME","Breeding",
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","PT","Breeding",
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","RU","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","AD","Breeding","Dantart & Jubany (2012)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","CZ","Breeding","Beneš and Konvicka (2017)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","MK","Breeding","Krpac & Darcemont (2011)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","MD","NeedsConfirmation",
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","RS","Breeding","Jakšic (2003); Popovic et al. (2017)"
"Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","AL","Breeding","Anonymous (2013)"
"Hipparchia neomiris","red-lists-european-butterflies-checklist:taxon:6c3c35d190ef213041dcdc705d5a7429","FR","Breeding","UICN France (2012)"
"Hipparchia neomiris","red-lists-european-butterflies-checklist:taxon:6c3c35d190ef213041dcdc705d5a7429","IT","Breeding","Bonelli et al. (in press)"
"Gegenes pumilio","red-lists-european-butterflies-checklist:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73","FR","Breeding","UICN France (2012)"
"Gegenes pumilio","red-lists-european-butterflies-checklist:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Gegenes pumilio","red-lists-european-butterflies-checklist:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73","HR","Breeding","Šašic et al. (2015a)"
"Gegenes pumilio","red-lists-european-butterflies-checklist:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73","IT","Breeding","Bonelli et al. (in press)"
"Gegenes pumilio","red-lists-european-butterflies-checklist:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Gegenes pumilio","red-lists-european-butterflies-checklist:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73","CY","Breeding",
"Gegenes pumilio","red-lists-european-butterflies-checklist:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73","ME","Breeding",
"Gegenes pumilio","red-lists-european-butterflies-checklist:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73","BA","Breeding","Ðug (2013)"
"Gegenes pumilio","red-lists-european-butterflies-checklist:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73","AL","Breeding","Anonymous (2013)"
"Gegenes pumilio","red-lists-european-butterflies-checklist:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73","MT","Breeding",
"Gegenes pumilio","red-lists-european-butterflies-checklist:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73","BG","NeedsConfirmation","Hristova and Beshkov (2017)"
"Pseudochazara anthelea","red-lists-european-butterflies-checklist:taxon:6e13e1e187026ab84fcad546d48684ce","CY","Breeding",
"Pseudochazara anthelea","red-lists-european-butterflies-checklist:taxon:6e13e1e187026ab84fcad546d48684ce","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Erebia pharte","red-lists-european-butterflies-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef","AT","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"Erebia pharte","red-lists-european-butterflies-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef","CH","Breeding","Wermeille et al. (2014)"
"Erebia pharte","red-lists-european-butterflies-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef","DE","Breeding","Reinhardt & Bolz (2011)"
"Erebia pharte","red-lists-european-butterflies-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef","FR","Breeding","UICN France (2012)"
"Erebia pharte","red-lists-european-butterflies-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef","IT","Breeding","Bonelli et al. (in press)"
"Erebia pharte","red-lists-european-butterflies-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef","SI","Breeding","Anonymous (2002); Verovnik et al. (2012)"
"Erebia pharte","red-lists-european-butterflies-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef","LI","Breeding",
"Erebia pharte","red-lists-european-butterflies-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef","RO","Breeding","Rakosy (2002)"
"Erebia pharte","red-lists-european-butterflies-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef","SK","Breeding","Hernik Kalivoda (pers. comm.)"
"Erebia pharte","red-lists-european-butterflies-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef","PL","Breeding","Glowaciñski (2002); Sielezniew (pers. Comm)"
"Colotis evagore","red-lists-european-butterflies-checklist:taxon:6eb9e3d230e256aa8db93fb6300e7862","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Pontia callidice","red-lists-european-butterflies-checklist:taxon:6f18b115bfc009704af82906abc43b77","IT","Breeding","Bonelli et al. (in press)"
"Pontia callidice","red-lists-european-butterflies-checklist:taxon:6f18b115bfc009704af82906abc43b77","FR","Breeding","UICN France (2012)"
"Pontia callidice","red-lists-european-butterflies-checklist:taxon:6f18b115bfc009704af82906abc43b77","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Pontia callidice","red-lists-european-butterflies-checklist:taxon:6f18b115bfc009704af82906abc43b77","RU","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"Pontia callidice","red-lists-european-butterflies-checklist:taxon:6f18b115bfc009704af82906abc43b77","AD","Breeding","Dantart & Jubany (2012)"
"Pontia callidice","red-lists-european-butterflies-checklist:taxon:6f18b115bfc009704af82906abc43b77","AT","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"Pontia callidice","red-lists-european-butterflies-checklist:taxon:6f18b115bfc009704af82906abc43b77","CH","Breeding","Wermeille et al. (2014)"
"Pontia callidice","red-lists-european-butterflies-checklist:taxon:6f18b115bfc009704af82906abc43b77","DE","Breeding","Reinhardt & Bolz (2011)"
"Pontia callidice","red-lists-european-butterflies-checklist:taxon:6f18b115bfc009704af82906abc43b77","LI","Breeding",
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","IT","Breeding","Bonelli et al. (in press)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","CZ","Breeding","Beneš and Konvicka (2017)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","BG","Breeding","Hristova and Beshkov (2017)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","AT","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","CH","Breeding","Wermeille et al. (2014)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","DE","Breeding","Reinhardt & Bolz (2011)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","HU","Breeding","Ádám Korösi & Ádám Gór (pers. comm.)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","SK","Breeding","Hernik Kalivoda (pers. comm.)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","EE","Breeding","Anu Tiitsaar (pers.comm.)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","LT","Breeding","Rašomavicius (2007)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","SI","Breeding","Anonymous (2002); Verovnik et al. (2012)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","LV","Breeding",
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","RU","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","FR","Breeding","UICN France (2012)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","HR","Breeding","Šašic et al. (2015a)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","SE","Breeding","Ahrné et al. (2015)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","BA","Breeding","Ðug (2013)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","BE","Breeding","Fichefet et al. (2008); Maes et al. (2012)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","FI","Breeding","Kaitila et al. (2010)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","RO","Breeding","Rakosy (2002)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","UA","Breeding","Popov & Geryak (pers. comm.)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","MD","NeedsConfirmation",
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","PL","Breeding","Glowaciñski (2002); Sielezniew (pers. Comm)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","RS","Breeding","Jakšic (2003); Popovic et al. (2017)"
"Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","BY","Breeding","Kulak & Yakovlev (2018)"
"Archon apollinus","red-lists-european-butterflies-checklist:taxon:705d2bfbffd13e0e946b09e01efc7029","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Erebia tyndarus","red-lists-european-butterflies-checklist:taxon:71aeb744a347742242e079758449f87a","AT","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"Erebia tyndarus","red-lists-european-butterflies-checklist:taxon:71aeb744a347742242e079758449f87a","CH","Breeding","Wermeille et al. (2014)"
"Erebia tyndarus","red-lists-european-butterflies-checklist:taxon:71aeb744a347742242e079758449f87a","IT","Breeding","Bonelli et al. (in press)"
"Erebia tyndarus","red-lists-european-butterflies-checklist:taxon:71aeb744a347742242e079758449f87a","LI","Breeding",
"Erebia tyndarus","red-lists-european-butterflies-checklist:taxon:71aeb744a347742242e079758449f87a","DE","Breeding","Reinhardt & Bolz (2011)"
"Erebia tyndarus","red-lists-european-butterflies-checklist:taxon:71aeb744a347742242e079758449f87a","FR","Breeding","UICN France (2012)"
"Oeneis norna","red-lists-european-butterflies-checklist:taxon:7217d51fba7f0e12c7b360e5c0a88d94","NO","Breeding","Henriksen & Hilmo (2015)"
"Oeneis norna","red-lists-european-butterflies-checklist:taxon:7217d51fba7f0e12c7b360e5c0a88d94","SE","Breeding","Ahrné et al. (2015)"
"Oeneis norna","red-lists-european-butterflies-checklist:taxon:7217d51fba7f0e12c7b360e5c0a88d94","RU","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"Oeneis norna","red-lists-european-butterflies-checklist:taxon:7217d51fba7f0e12c7b360e5c0a88d94","FI","Breeding","Kaitila et al. (2010)"
"Polyommatus golgus","red-lists-european-butterflies-checklist:taxon:72bcb75962410b7bd95670fa21ef5a05","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","NL","Breeding","Bos et al. (2006)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","BE","Breeding","Fichefet et al. (2008); Maes et al. (2012)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","DK","Breeding","Wind & Phil (2004)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","AD","Breeding","Dantart & Jubany (2012)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","AT","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","BA","Breeding","Ðug (2013)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","BG","Breeding","Hristova and Beshkov (2017)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","CH","Breeding","Wermeille et al. (2014)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","FI","Breeding","Kaitila et al. (2010)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","FR","Breeding","UICN France (2012)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","GB","Breeding","Fox et al. (2011)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","GR","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","HR","Breeding","Šašic et al. (2015a)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","HU","Breeding","Ádám Korösi & Ádám Gór (pers. comm.)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","IT","Breeding","Bonelli et al. (in press)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","LT","Breeding","Rašomavicius (2007)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","NO","Breeding","Henriksen & Hilmo (2015)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","PL","Breeding","Glowaciñski (2002); Sielezniew (pers. Comm)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","RO","Breeding","Rakosy (2002)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","SE","Breeding","Ahrné et al. (2015)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","SI","Breeding","Anonymous (2002); Verovnik et al. (2012)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","SK","Breeding","Hernik Kalivoda (pers. comm.)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","UA","Breeding","Popov & Geryak (pers. comm.)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","CZ","Breeding","Beneš and Konvicka (2017)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","ES","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","LV","Breeding",
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","MD","Breeding",
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","ME","Breeding",
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","PT","Breeding",
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","RU","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","DE","Breeding","Reinhardt & Bolz (2011)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","BY","Breeding","Kulak & Yakovlev (2018)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","MK","Breeding","Krpac & Darcemont (2011)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","IE","Breeding","Regan et al. (2010)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","LU","Breeding","Mestdagh et al. (2018)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","AL","Breeding","Anonymous (2013)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","EE","Breeding","Anu Tiitsaar (pers.comm.)"
"Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","LI","Breeding",
