"raw_speciesname_local","raw_speciesname_europe","taxonID","language","license","rightsHolder","datasetID","datasetName","nomenclaturalCode"
"Callophrys chalybeitincta","Callophrys chalybeitincta","species-lists-red-list-butterflies:taxon:37036120d839b018e9e2102dc86fb8af","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Fixsenia w-album","Satyrium w-album","species-lists-red-list-butterflies:taxon:3714e38de8729c2814172a0cbd60ed1c","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melanargia pherusa","Melanargia pherusa","species-lists-red-list-butterflies:taxon:3991d3cf0441379b28463e9046933bad","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lasiommata maera","Lasiommata maera","species-lists-red-list-butterflies:taxon:39f8791f82b9b2dc84df15f5938d7b0f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria hecate","Brenthis hecate","species-lists-red-list-butterflies:taxon:3a23c87b77a6adb54a2e56f4fac56e7a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melanargia arge","Melanargia arge","species-lists-red-list-butterflies:taxon:3bb5daea04c658cb5bf1361692388c51","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pseudochazara mniszechii","Pseudochazara tisiphone","species-lists-red-list-butterflies:taxon:3c4d5497cd0ec3116a8a8476e6a3197e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Maniola nurag","Maniola nurag","species-lists-red-list-butterflies:taxon:3c82afa061941de76edada0d4889c789","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus sidae","Pyrgus sidae","species-lists-red-list-butterflies:taxon:3d6bd4591899732fb0e8e8e56ee08155","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Apatura ilia","Apatura ilia","species-lists-red-list-butterflies:taxon:3d946893006f87e5049eed90547314f4","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Heteropterus morpheus","Heteropterus morpheus","species-lists-red-list-butterflies:taxon:3dd3a3ced0af418e6600afd4f6e04234","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Anthocharis damone","Anthocharis damone","species-lists-red-list-butterflies:taxon:3e36f515332fea7cf3ea2ee3e85372bb","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Satyrium ledereri","Satyrium ledereri","species-lists-red-list-butterflies:taxon:3f9b489dfbcce49536a134f9e7efd887","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria pales","Boloria pales","species-lists-red-list-butterflies:taxon:417bb45ca6773679e601ea0496eb9629","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria chariclea","Boloria chariclea","species-lists-red-list-butterflies:taxon:41977a3b36ab409deb87b977c5e397d7","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia styx","Erebia styx","species-lists-red-list-butterflies:taxon:41a8cc2dd0a6f60a89bda3d694dc0b05","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pieris daplidice","Pontia daplidice","species-lists-red-list-butterflies:taxon:41fe87fb17246df90582d7f805a53a76","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lycaena dispar","Lycaena dispar","species-lists-red-list-butterflies:taxon:4249fd8e29661a93a7dcf723a185f9a0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lycaena alciphron","Lycaena alciphron","species-lists-red-list-butterflies:taxon:425a7170ed833387137e19c8442e0d40","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Plebeius loewii","Plebejidea loewii","species-lists-red-list-butterflies:taxon:42b4843b1146f685542ff9933d4d33f0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Apatura metis","Apatura metis","species-lists-red-list-butterflies:taxon:4329becfd5d68a3f8318bc5ba986f500","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pieris napi","Pieris napi","species-lists-red-list-butterflies:taxon:432d3a671872ca37aff6f414590cb44e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Parnassius phoebus","Parnassius phoebus","species-lists-red-list-butterflies:taxon:4330b616b84a39a61c2b9ea6a2deec1d","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia leighebi","Hipparchia leighebi","species-lists-red-list-butterflies:taxon:4516ec57b39437751d1bca7cfd02d4b9","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Colias palaeno","Colias palaeno","species-lists-red-list-butterflies:taxon:451fc375763fb13430ded0838761b9aa","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pararge xiphioides","Pararge xiphioides","species-lists-red-list-butterflies:taxon:456df73a5144d61c4c41981bf3d60950","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erynnis tages","Erynnis tages","species-lists-red-list-butterflies:taxon:457198d5b7db1e378133ea4728a49452","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus onopordi","Pyrgus onopordi","species-lists-red-list-butterflies:taxon:4575689fedfda14afd899e6030dd6ce5","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euphydryas cynthia","Euphydryas cynthia","species-lists-red-list-butterflies:taxon:46d37db359b8dbd9d91d8fdf92dbd232","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pseudochazara amalthea","Pseudochazara amalthea","species-lists-red-list-butterflies:taxon:4729bb0a4e2c51b7b8776c9a297e9b64","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pseudochazara graeca","Pseudochazara graeca","species-lists-red-list-butterflies:taxon:477d7d3591c120562e8ffbdd7c6a1aa2","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia ottomana","Erebia ottomana","species-lists-red-list-butterflies:taxon:48044eb56ea655482c15f98662933e14","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Spialia rosae","Spialia rosae","species-lists-red-list-butterflies:taxon:489f746c09b9e85d1bf789a8def1609d","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Issoria lathonia","Issoria lathonia","species-lists-red-list-butterflies:taxon:490fa7dc6de032570009571be8f9b035","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia calcaria","Erebia calcarius","species-lists-red-list-butterflies:taxon:4a323a5326fb97ba50a3887972144edb","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia blachieri","Hipparchia blachieri","species-lists-red-list-butterflies:taxon:4acb3729de1079d53d0c7aca26ae947e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia stiria","Erebia stiria","species-lists-red-list-butterflies:taxon:4b1f0cb6a6e8996ce225d29047f2cb77","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Tongeia fischeri","Tongeia fischeri","species-lists-red-list-butterflies:taxon:4bcf3427480be3ac16da7b35aeb0fb2d","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus andromedae","Pyrgus andromedae","species-lists-red-list-butterflies:taxon:4c11f03f10a38bb741ef98b718645ae1","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Coenonympha rhodopensis","Coenonympha rhodopensis","species-lists-red-list-butterflies:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria aquilonaris","Boloria aquilonaris","species-lists-red-list-butterflies:taxon:4cd155ba5d19626ef085284c2ae91b98","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Chazara persephone","Chazara persephone","species-lists-red-list-butterflies:taxon:4e926317915921e55819f05f84e8d03c","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria eunomia","Boloria eunomia","species-lists-red-list-butterflies:taxon:4f5f03bf3fd0b312b312bad9f039f611","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia aethiops","Erebia aethiops","species-lists-red-list-butterflies:taxon:4f7a7707f4c038ebb874d072b5873be9","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Vanessa vulcania","Vanessa vulcania","species-lists-red-list-butterflies:taxon:4fae99015858d7d87bab0456cb357a13","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Zegris pyrothoe","Zegris pyrothoe","species-lists-red-list-butterflies:taxon:4ffb2b8846260495a6fec56eb4f68c51","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus cacaliae","Pyrgus cacaliae","species-lists-red-list-butterflies:taxon:502dafb968fed420a22386d23250355a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euchloe bazae","Euchloe bazae","species-lists-red-list-butterflies:taxon:513608c910b3ec0515b063872a687870","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus nivescens","Polyommatus nivescens","species-lists-red-list-butterflies:taxon:51721eadaf3ca01883f7795be997166f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euchloe simplonia","Euchloe simplonia","species-lists-red-list-butterflies:taxon:523512c81d86d86fa6243282cc5eddee","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Cupido argiades","Cupido argiades","species-lists-red-list-butterflies:taxon:525cf32792f29779b79c3a0ea1c69714","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euchloe charlonia","Euchloe charlonia","species-lists-red-list-butterflies:taxon:52ad116754c5b853089797fe98ae6b4f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia statilinus","Hipparchia statilinus","species-lists-red-list-butterflies:taxon:52e7122d436b77753f4cb1de4c92fe56","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Thymelicus hyrax","Thymelicus hyrax","species-lists-red-list-butterflies:taxon:52f3d7b283b441835bde257c843bc06f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melitaea britomartis","Melitaea britomartis","species-lists-red-list-butterflies:taxon:5344f716c7d2de2e029ce26bb423a09e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euphydryas desfontainii","Euphydryas desfontainii","species-lists-red-list-butterflies:taxon:537c05ea6d588669ba82d72f151d84b7","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Coenonympha amaryllis","Coenonympha amaryllis","species-lists-red-list-butterflies:taxon:5482de19fe87842566d6c1c87031016e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Aricia hyacinthus",,"species-lists-red-list-butterflies:taxon:55611e71b358a30158c61810ad802435","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Oeneis ammon","Oeneis ammon","species-lists-red-list-butterflies:taxon:558bc2a43b6ba1e7bf78179a50637275","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Iolana debilitata","Iolana debilitata","species-lists-red-list-butterflies:taxon:5671d31e25c59822f32d1d6aa7d004d0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Cupido decolorata","Cupido decoloratus","species-lists-red-list-butterflies:taxon:569ab87bf207bec5c7a9915fda0f7642","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Carcharodus orientalis","Carcharodus orientalis","species-lists-red-list-butterflies:taxon:56ad8746ed817fb0bd0c8bcca9f6e119","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia gorgone","Erebia gorgone","species-lists-red-list-butterflies:taxon:56f3be04be1d19ba6f13fe7cfc32fffb","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lysandra caelestissima","Lysandra caelestissima","species-lists-red-list-butterflies:taxon:57232e7d72a48cea019acfbd5240995d","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria freija","Boloria freija","species-lists-red-list-butterflies:taxon:577fa4ef7347f8c05129cc499ec56873","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia alcyone","Hipparchia hermione","species-lists-red-list-butterflies:taxon:57b529550d8887d310af0f7a9b692bcc","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euchloe hesperidum","Euchloe hesperidum","species-lists-red-list-butterflies:taxon:57df4e3d9d4935c2f68b2a0666e9b695","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melitaea aetherie","Melitaea aetherie","species-lists-red-list-butterflies:taxon:57f57fe36eb78671be6002125757f7f5","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus fulgens","Polyommatus fulgens","species-lists-red-list-butterflies:taxon:58b50fb055a0489fdca896198dda78ed","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus warrenensis","Pyrgus warrenensis","species-lists-red-list-butterflies:taxon:594102952f333a04dbb8ce6fbab480c1","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia christenseni","Hipparchia christenseni","species-lists-red-list-butterflies:taxon:595109ce36b0e2499ae1dc8cc4f3545e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria selene","Boloria selene","species-lists-red-list-butterflies:taxon:59c61528b1431d1fe7cceb8e598c3563","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus cinarae","Pyrgus cinarae","species-lists-red-list-butterflies:taxon:5adc8979bebb7419405d4bd2a2f4cc33","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hamaearis lucina","Hamearis lucina","species-lists-red-list-butterflies:taxon:5b8f2fe82c04dba1f30bfd57c774611b","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia fagi","Hipparchia fagi","species-lists-red-list-butterflies:taxon:5b93d10d26d250c39db739188cdd9a27","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Clossiana oscarus","Boloria oscarus","species-lists-red-list-butterflies:taxon:5c44c815c7c8978bc15c14d4793eaee5","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Glaucopsyche paphos","Glaucopsyche paphos","species-lists-red-list-butterflies:taxon:5d057305cb6fd8b2a18be72c10b4eb36","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Coenonympha corinna","Coenonympha corinna","species-lists-red-list-butterflies:taxon:5d4d18160b6b6583646608f09d92c5b8","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus daphnis","Polyommatus daphnis","species-lists-red-list-butterflies:taxon:600335a3b8a02db044b8f8e083936899","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Glaucopsyche arion","Phengaris arion","species-lists-red-list-butterflies:taxon:61694ef6eddd90ca574136489f89cafc","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Nymphalis polychloros","Nymphalis polychloros","species-lists-red-list-butterflies:taxon:61e0a923f3cd3dc51245f861e58c8274","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Colias tyche","Colias tyche","species-lists-red-list-butterflies:taxon:62316d5fc3d89ed9c7d4fa34860a6019","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Esperarge climene","Kirinia climene","species-lists-red-list-butterflies:taxon:62323f1872bc88027f167bf21ca6e089","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Oeneis magna","Oeneis magna","species-lists-red-list-butterflies:taxon:63a4c0ed69e9898c7fdd5da48cef17b6","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia pandrose","Erebia pandrose","species-lists-red-list-butterflies:taxon:63cad836229855bdbcf560a02bdccdb4","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus dantchenkoi","Polyommatus orphicus","species-lists-red-list-butterflies:taxon:6484c26271c97ea23675a246967a6bb0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lysandra hispana","Lysandra hispana","species-lists-red-list-butterflies:taxon:64a87191b91f654f9bc9ff7ebbceb4fb","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Carcharodus stauderi","Carcharodus stauderi","species-lists-red-list-butterflies:taxon:64d9c9353131fdd15131f944e4b52c8a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Tomares ballus","Tomares ballus","species-lists-red-list-butterflies:taxon:64ea13e7606f5e912739d22f72ea9007","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Tomares nogelii","Tomares nogelii","species-lists-red-list-butterflies:taxon:64f6e9c6a8f4c147e5c0c88d0c27650d","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Plebejus cyane","Glabroculus cyane","species-lists-red-list-butterflies:taxon:666285ab6256c0067aef99c24b0f844f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus aroaniensis","Polyommatus aroaniensis","species-lists-red-list-butterflies:taxon:6722ac7618b4ce30b8aaa0bb4e4c8ded","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pseudophilotes abencerragus","Pseudophilotes abencerragus","species-lists-red-list-butterflies:taxon:6868878c4d3d94903c061d9f2d99909a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Gegenes nostrodamus","Gegenes nostrodamus","species-lists-red-list-butterflies:taxon:69de1a6c6695ee790e7fd42468f99dc4","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus cirsii","Pyrgus cirsii","species-lists-red-list-butterflies:taxon:6a3f9a073f3e986c20cc271376d75c91","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia mersina","Hipparchia mersina","species-lists-red-list-butterflies:taxon:6a66b47ead53ccc2c6929f95783d663f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Maniola halicarnassus","Maniola halicarnassus","species-lists-red-list-butterflies:taxon:6aa31b63359f564f9309ea6c0bf64eda","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Limenitis minor","Limenitis reducta","species-lists-red-list-butterflies:taxon:6b319cc150fbafa559bfd9482c444db0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia neomiris","Hipparchia neomiris","species-lists-red-list-butterflies:taxon:6c3c35d190ef213041dcdc705d5a7429","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Gegenes pumilio","Gegenes pumilio","species-lists-red-list-butterflies:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pseudochazara anthelea","Pseudochazara anthelea","species-lists-red-list-butterflies:taxon:6e13e1e187026ab84fcad546d48684ce","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia pharte","Erebia pharte","species-lists-red-list-butterflies:taxon:6e7e4cfd9dd0feb1db39048ca91337ef","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Colotis evagore","Colotis evagore","species-lists-red-list-butterflies:taxon:6eb9e3d230e256aa8db93fb6300e7862","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pieris callidice","Pontia callidice","species-lists-red-list-butterflies:taxon:6f18b115bfc009704af82906abc43b77","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lasiommata achine","Lopinga achine","species-lists-red-list-butterflies:taxon:6f5e881e7cacdc3862e7aaf550838104","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Archon apollinus","Archon apollinus","species-lists-red-list-butterflies:taxon:705d2bfbffd13e0e946b09e01efc7029","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia tyndarus","Erebia tyndarus","species-lists-red-list-butterflies:taxon:71aeb744a347742242e079758449f87a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Oeneis norna","Oeneis norna","species-lists-red-list-butterflies:taxon:7217d51fba7f0e12c7b360e5c0a88d94","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus golgus","Polyommatus golgus","species-lists-red-list-butterflies:taxon:72bcb75962410b7bd95670fa21ef5a05","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Argynnis aglaja","Speyeria aglaja","species-lists-red-list-butterflies:taxon:7378a070112c8a7c99e034802e9dd2be","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia afra","Proterebia phegea","species-lists-red-list-butterflies:taxon:73e4dbceaf65881ded1fb0a276e23c75","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia fidia","Hipparchia fidia","species-lists-red-list-butterflies:taxon:740b24a0129bd307d1b1fad59bf059e4","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia callias","Erebia callias","species-lists-red-list-butterflies:taxon:75f5d25854f64be93ef96f54cc30e445","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Iolana iolas","Iolana iolas","species-lists-red-list-butterflies:taxon:7627230ecedaa5d23a40bb87f18a0a4a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Zerynthia cassandra","Zerynthia cassandra","species-lists-red-list-butterflies:taxon:76cabe31093904bebabbb01961f0cd77","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
