"raw_speciesname_local","raw_speciesname_europe","taxonID","language","license","rightsHolder","datasetID","datasetName","nomenclaturalCode"
"Papilio machaon","Papilio machaon","species-lists-red-list-butterflies:taxon:b15021538a9e92f35f92744882f86dc8","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia tamadabae","Hipparchia tamadabae","species-lists-red-list-butterflies:taxon:b1d1093b05dfbb8373df0b031324e45a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Cupido minimus","Cupido minimus","species-lists-red-list-butterflies:taxon:b1d2a2a0f5f5135b442d6ffe7ac6ce0f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Laeosopis roboris","Laeosopis roboris","species-lists-red-list-butterflies:taxon:b2f85239c0b863e638cf259eb548e988","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Chortobius arcania","Coenonympha arcania","species-lists-red-list-butterflies:taxon:b3a485baefde29e89318efb2fb07ff4a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia syriaca","Hipparchia syriaca","species-lists-red-list-butterflies:taxon:b3c06a9b1cd1404293758800603a8f14","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia miguelensis","Hipparchia miguelensis","species-lists-red-list-butterflies:taxon:b3e8314c09b8f481ce28b20c3a3ad2eb","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia zapateri","Erebia zapateri","species-lists-red-list-butterflies:taxon:b494a78fff9a69ab4fd0d9f384ea010f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria daphne","Brenthis daphne","species-lists-red-list-butterflies:taxon:b4cea51e056edff915ff3fb8d7dedbeb","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia hispania","Erebia hispania","species-lists-red-list-butterflies:taxon:b53333ce12f55c63db69fdaae59ce730","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Aglais urticae","Aglais urticae","species-lists-red-list-butterflies:taxon:b539a7ed55eb3e9e98da58bcc194ee6a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Chazara briseis","Chazara briseis","species-lists-red-list-butterflies:taxon:b7f59962a74f08f0869316e2e1c4fd2a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Satyrus virbius","Satyrus virbius","species-lists-red-list-butterflies:taxon:b8175b3ef9787391377bd4ef1f866ced","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pelopidas thrax","Pelopidas thrax","species-lists-red-list-butterflies:taxon:b8372a07f31d646cab4ca7ef9a8cc52b","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Argynnis adippe","Fabriciana adippe","species-lists-red-list-butterflies:taxon:b8d207486e9fea45f89c55c00ff30af4","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Iphiclides podalirius","Iphiclides podalirius","species-lists-red-list-butterflies:taxon:b8f93e5ea0fee010156898eb6f425ecd","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melitaea aurelia","Melitaea aurelia","species-lists-red-list-butterflies:taxon:b93e9f72db5b599fc581c1df195ca02e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Spialia therapne","Spialia therapne","species-lists-red-list-butterflies:taxon:bb18ec5eddc4a1115f622eddadcaf03c","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Chortobius glycerion","Coenonympha glycerion","species-lists-red-list-butterflies:taxon:bc1d79f733b2153999fe02c7d11375b3","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Neptis rivularis","Neptis rivularis","species-lists-red-list-butterflies:taxon:bcad902f49a1529129f6385220c42ecb","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus iphigenia","Polyommatus iphigenia","species-lists-red-list-butterflies:taxon:bd6d6b00a8831cf8be48fcb35b7e43c1","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Glaucopsyche alexis","Glaucopsyche alexis","species-lists-red-list-butterflies:taxon:beaa36d8b48d3d679ff6ca5029c5aa63","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Coenonympha (darwiniana) macrocomma","Coenonympha gardetta","species-lists-red-list-butterflies:taxon:c02dbaebeb8f221c4a145d6c6af808e4","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Agriades pyrenaicus","Agriades pyrenaicus","species-lists-red-list-butterflies:taxon:c081ccd33673b935e1865adc664cb27e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pseudochazara hippolyte","Pseudochazara mercurius","species-lists-red-list-butterflies:taxon:c18615f7663efd8ac3a1608df84eee45","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Satyrus actaea","Satyrus actaea","species-lists-red-list-butterflies:taxon:c28b8bcd791d896d25219d635e5d434b","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Parnassius apollo","Parnassius apollo","species-lists-red-list-butterflies:taxon:c2d240b7b7defd4464c6b2cd20af81ad","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia maderensis","Hipparchia maderensis","species-lists-red-list-butterflies:taxon:c32a18fc9dec033964650e2ac4481762","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria euphrosyne","Boloria euphrosyne","species-lists-red-list-butterflies:taxon:c3370bb4e4fbab93481053e03ce9fcb0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Cyclyrius webbianus","Cyclyrius webbianus","species-lists-red-list-butterflies:taxon:c39132e03cc75b8d6c98548163a23c99","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia scipio","Erebia scipio","species-lists-red-list-butterflies:taxon:c3b01b6b77a31f4d3012ccfda8b530aa","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus boisduvalii","Polyommatus eros","species-lists-red-list-butterflies:taxon:c40ba2d274167336c23904c40357b781","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia rossii","Erebia rossii","species-lists-red-list-butterflies:taxon:c4cca292e31c0d24641426af8567341f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lampides boeticus","Lampides boeticus","species-lists-red-list-butterflies:taxon:c61dd3f593dfd8b4796dcd5e6af6e092","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus dorylas","Polyommatus dorylas","species-lists-red-list-butterflies:taxon:c66d9de29bc21507f72fee3989e818b7","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus celina","Polyommatus celina","species-lists-red-list-butterflies:taxon:c68a82238a66d52fd1538388d6a6b516","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Carterocephalus silvicola","Carterocephalus silvicola","species-lists-red-list-butterflies:taxon:c6f0c06fab389a44dfea22e021091e93","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia embla","Erebia embla","species-lists-red-list-butterflies:taxon:c7064f91442d4fa46c858d462187e6e0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Boloria tritonia","Boloria tritonia","species-lists-red-list-butterflies:taxon:c770d121dca49945329b13d74445f72e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euphydryas iduna","Euphydryas iduna","species-lists-red-list-butterflies:taxon:c85b64ab3051a7950fcfa9c0ccf15c36","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lycaeides argyrognomon","Plebejus argyrognomon","species-lists-red-list-butterflies:taxon:c8cb32b8fb95eec0b21016972abef698","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Tarucus balcanicus","Tarucus balkanicus","species-lists-red-list-butterflies:taxon:c8efc4c3a4c58ff04a1f1b3e6c79d7f3","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Iphiclides feisthamelii","Iphiclides feisthamelii","species-lists-red-list-butterflies:taxon:c91bc7a2d9d3ea96aab16e64a67731a0","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia triaria","Erebia triarius","species-lists-red-list-butterflies:taxon:c95121b24810bdf3b264eacea92aa66f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melitaea deione","Melitaea deione","species-lists-red-list-butterflies:taxon:c9792b41ea1293569e51c26f4a601bec","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Fixsenia acaciae","Satyrium acaciae","species-lists-red-list-butterflies:taxon:ca52be43d693c2d48f038c505818ec6d","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Fixsenia spini","Satyrium spini","species-lists-red-list-butterflies:taxon:cab13355f3eefcee05b03581dacc36f9","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus violetae","Polyommatus violetae","species-lists-red-list-butterflies:taxon:cc0e49629120ce05f3bc7a1b89b9c096","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melanargia occitanica","Melanargia occitanica","species-lists-red-list-butterflies:taxon:cc2e54713aed38c99d71298c4803105e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pontia chloridice","Pontia chloridice","species-lists-red-list-butterflies:taxon:cc5de81a1887382ca64e706d9365465e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus malvoides","Pyrgus malvoides","species-lists-red-list-butterflies:taxon:cc764043ce497f9714049b1d05376f94","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pieris cheiranthi","Pieris cheiranthi","species-lists-red-list-butterflies:taxon:cd3e4848eb133869e8bcdf24cf175160","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia gorge","Erebia gorge","species-lists-red-list-butterflies:taxon:cd5cba635b1898a4e42d173a5ad308e1","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia bubastis","Erebia manto","species-lists-red-list-butterflies:taxon:cdd5c61accee8fd292eafd94343400c9","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Araschnia levana","Araschnia levana","species-lists-red-list-butterflies:taxon:ce8388f52b4d72ac53d462e45ec3df41","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Gonepteryx cleobule","Gonepteryx cleobule","species-lists-red-list-butterflies:taxon:ce84d311b4e49b1e0937dc8df7562896","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia nivalis","Erebia nivalis","species-lists-red-list-butterflies:taxon:cea42cf42786996a8ed63b675379705a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia neleus","Erebia neleus","species-lists-red-list-butterflies:taxon:cecac462e52b4140b997e1f2e029ce35","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Leptidea duponcheli","Leptidea duponcheli","species-lists-red-list-butterflies:taxon:cfb3b047eeabcf4f265d4c4161e3cc36","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Muschampia proto","Muschampia proto","species-lists-red-list-butterflies:taxon:d0058b864ad70002c827980845e0ff19","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melanargia galathea","Melanargia galathea","species-lists-red-list-butterflies:taxon:d09155735c4c12d12461e6c4e7c66aa3","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Leptotes pirithous","Leptotes pirithous","species-lists-red-list-butterflies:taxon:d0b0aff0d86c399edd085bbea0df8c73","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipparchia aristaeus","Hipparchia aristaeus","species-lists-red-list-butterflies:taxon:d0bfea8c2146fce1c621cc7074f9b65e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Coenonympha dorus","Coenonympha dorus","species-lists-red-list-butterflies:taxon:d0c13860213f0ac32703333a92185b50","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hypolimnas misippus","Hypolimnas misippus","species-lists-red-list-butterflies:taxon:d109067d7c52e2e226fe1cb6be824f02","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Callophrys suaveola","Callophrys suaveola","species-lists-red-list-butterflies:taxon:d1227569944d35fce3d7593e71c4aa7b","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Spialia sertorius","Spialia sertorius","species-lists-red-list-butterflies:taxon:d17a5a87d2e8f245ebe29b1cd9bc6d85","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Thecla betulae","Thecla betulae","species-lists-red-list-butterflies:taxon:d35fa06643fa92115021d889f4166b5a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyronia cecilia","Pyronia cecilia","species-lists-red-list-butterflies:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Oeneis jutta","Oeneis jutta","species-lists-red-list-butterflies:taxon:d3c99b28270218b38c008fb4f09d5393","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lasiommata deidamia","Lasiommata deidamia","species-lists-red-list-butterflies:taxon:d3e95b3991c8c426319469fc98162718","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Plebeius eurypilus","Kretania eurypilus","species-lists-red-list-butterflies:taxon:d45bc8b3a673df9862bf1115993a28f1","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melitaea (athalia) celadussa","Melitaea celadussa","species-lists-red-list-butterflies:taxon:d48c9a283fffa658739cef3a3fe1057a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus coelestina","Neolysandra coelestina","species-lists-red-list-butterflies:taxon:d4e3a25e1c2af02be34b051429dfd7f5","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia montana","Erebia montana","species-lists-red-list-butterflies:taxon:d5c2afe3e9b36367c59121a7ec6b3852","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Satyrium esculi","Satyrium esculi","species-lists-red-list-butterflies:taxon:d74c47130c44f23e243c2c7821759d80","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Charaxes jasius","Charaxes jasius","species-lists-red-list-butterflies:taxon:d775d7425aaea80cf43c0b7e4e82837c","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melitaea ornata","Melitaea ornata","species-lists-red-list-butterflies:taxon:d821cfdd3f8bb3cfbe6e3003b325bc9e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euchloe eversi","Euchloe eversi","species-lists-red-list-butterflies:taxon:d82c96e22878d29d1310066eb1803ee9","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melanargia ines","Melanargia ines","species-lists-red-list-butterflies:taxon:d8ab3cbe3ca68b25e96fe57c00bdc09f","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia orientalis","Erebia orientalis","species-lists-red-list-butterflies:taxon:d8bc70251d3802e380923164fab65328","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Agriades glandon","Agriades glandon","species-lists-red-list-butterflies:taxon:d97bac5d477e090d61a361463d91637a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lycaena ottomana","Lycaena ottomana","species-lists-red-list-butterflies:taxon:da56ee57ec262f7f2590189c4856c8e7","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Thymelicus lineola","Thymelicus lineola","species-lists-red-list-butterflies:taxon:da9a085f75247815d955a8473b0502e1","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pseudochazara amymone","Pseudochazara amymone","species-lists-red-list-butterflies:taxon:db0f064abf1cb205917c91ba7e0c2bbf","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia lefebvrei","Erebia lefebvrei","species-lists-red-list-butterflies:taxon:dbbe58afead133c618e6a8d8e295eae3","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Clossiana selenis","Boloria selenis","species-lists-red-list-butterflies:taxon:dc0a075ff696ceab22103a6063913dd8","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Gonepteryx farinosa","Gonepteryx farinosa","species-lists-red-list-butterflies:taxon:dc143f0df61fb686ee1dfae8dba78b41","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Colias caucasica","Colias caucasica","species-lists-red-list-butterflies:taxon:dc2581fc6011b2440ee35a250406da6c","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Thymelicus sylvestris","Thymelicus sylvestris","species-lists-red-list-butterflies:taxon:dc2b81460b7d9b4229e9baa6ee0c099b","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Callophrys rubi","Callophrys rubi","species-lists-red-list-butterflies:taxon:dd08ded9f06f8301e55475d82f3ed071","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus carthami","Pyrgus carthami","species-lists-red-list-butterflies:taxon:dd66f764213e552a5bcc22c54e95e3bb","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Carcharodus alceae","Carcharodus alceae","species-lists-red-list-butterflies:taxon:dd816bd8b55ed62f1a46d99d803888ca","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Lycaena candens","Lycaena candens","species-lists-red-list-butterflies:taxon:de7385d58588c1cac2fba469c9e3bb61","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pieris krueperi","Pieris krueperi","species-lists-red-list-butterflies:taxon:e05a4333c3dc47a55d0c017d17db0601","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Plebejus bellieri","Plebejus bellieri","species-lists-red-list-butterflies:taxon:e0f3ba14c5de1c51c7069e2c6ddf1edc","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Agriades zullichi","Agriades zullichi","species-lists-red-list-butterflies:taxon:e111e4501335b0a7431bb8e43f0638d2","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Colias alfacariensis","Colias alfacariensis","species-lists-red-list-butterflies:taxon:e26183b9aac3ecc4d6edb26f6bcb379e","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Celastrina argiolus","Celastrina argiolus","species-lists-red-list-butterflies:taxon:e3504ad46a79502d4c42e61a62479d16","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pyrgus centaureae","Pyrgus centaureae","species-lists-red-list-butterflies:taxon:e3505e45eabd85ffff6499967edc3d2c","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Melitaea athalia","Melitaea athalia","species-lists-red-list-butterflies:taxon:e4156e6037cd2300c6dacbe668050859","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus dolus","Polyommatus dolus","species-lists-red-list-butterflies:taxon:e4c306e139d2dca74ab82348976e5020","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Carcharodus floccifera","Carcharodus floccifera","species-lists-red-list-butterflies:taxon:e4ce0e5d0b5232ddb1f674a2a468019d","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Oeneis tarpeia","Oeneis tarpeia","species-lists-red-list-butterflies:taxon:e5923b59fad37192d51e6a352913196a","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia melampus","Erebia melampus","species-lists-red-list-butterflies:taxon:e5cc4121eeb8a61c0707999fcc0d4b15","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Pieris ergane","Pieris ergane","species-lists-red-list-butterflies:taxon:e6589db014e37eb652f601da4c11b19c","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Gonepteryx rhamni","Gonepteryx rhamni","species-lists-red-list-butterflies:taxon:e779ed075b3da595b5e6667cba256903","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia discoidalis","Erebia discoidalis","species-lists-red-list-butterflies:taxon:e8166224d4efe6b89c8db05d749de0ac","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia meolans","Erebia meolans","species-lists-red-list-butterflies:taxon:e8542ffd115fbd55b77508e9975ba592","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Euphydryas maturna","Euphydryas maturna","species-lists-red-list-butterflies:taxon:e8c7442d8f771138244ccc09f3278fb5","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Hipponephele lycaon","Hyponephele lycaon","species-lists-red-list-butterflies:taxon:e93c702588302d375a627c5702f0fb6d","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Zerynthia rumina","Zerynthia rumina","species-lists-red-list-butterflies:taxon:e9d4cbfeb6d899e77670fe650b631f3d","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Polyommatus escheri","Polyommatus escheri","species-lists-red-list-butterflies:taxon:ea17e905f23e72cc67369d7a2c5327a3","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Erebia eriphyle","Erebia eriphyle","species-lists-red-list-butterflies:taxon:eb066c6c310dd2fb0ae97fd1d43b72c2","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
"Aricia montensis","Aricia montensis","species-lists-red-list-butterflies:taxon:eb80cfc3560e8887da1ee1f019c3b888","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","Red Lists Butterflies Europe_EU","ICZN"
