"raw_speciesname_local","scientificName","taxonID","raw_use","references","raw_reference_red_list","raw_country","language","license","rightsHolder","datasetID","datasetName","nomenclaturalCode","kingdom","class","order"
"Coenonympha amaryllis","Coenonympha amaryllis","red-lists-european-butterflies-checklist:taxon:5482de19fe87842566d6c1c87031016e","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Oeneis ammon","Oeneis ammon","red-lists-european-butterflies-checklist:taxon:558bc2a43b6ba1e7bf78179a50637275","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Iolana debilitata","Iolana debilitata","red-lists-european-butterflies-checklist:taxon:5671d31e25c59822f32d1d6aa7d004d0","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Cupido decolorata","Cupido decoloratus","red-lists-european-butterflies-checklist:taxon:569ab87bf207bec5c7a9915fda0f7642","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Carcharodus orientalis","Carcharodus orientalis","red-lists-european-butterflies-checklist:taxon:56ad8746ed817fb0bd0c8bcca9f6e119","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia gorgone","Erebia gorgone","red-lists-european-butterflies-checklist:taxon:56f3be04be1d19ba6f13fe7cfc32fffb","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lysandra caelestissima","Lysandra caelestissima","red-lists-european-butterflies-checklist:taxon:57232e7d72a48cea019acfbd5240995d","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Boloria freija","Boloria freija","red-lists-european-butterflies-checklist:taxon:577fa4ef7347f8c05129cc499ec56873","y","Aarvik et al. (2017)","Henriksen & Hilmo (2015)","Norway","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia alcyone","Hipparchia hermione","red-lists-european-butterflies-checklist:taxon:57b529550d8887d310af0f7a9b692bcc","y","Reinhardt & Bolz (2011)","Reinhardt & Bolz (2011)","Germany","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Euchloe hesperidum","Euchloe hesperidum","red-lists-european-butterflies-checklist:taxon:57df4e3d9d4935c2f68b2a0666e9b695","y","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)",,"Macaronesia_CanaryIslands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melitaea aetherie","Melitaea aetherie","red-lists-european-butterflies-checklist:taxon:57f57fe36eb78671be6002125757f7f5","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus fulgens","Polyommatus fulgens","red-lists-european-butterflies-checklist:taxon:58b50fb055a0489fdca896198dda78ed","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pyrgus warrenensis","Pyrgus warrenensis","red-lists-european-butterflies-checklist:taxon:594102952f333a04dbb8ce6fbab480c1","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia christenseni","Hipparchia christenseni","red-lists-european-butterflies-checklist:taxon:595109ce36b0e2499ae1dc8cc4f3545e","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Boloria selene","Boloria selene","red-lists-european-butterflies-checklist:taxon:59c61528b1431d1fe7cceb8e598c3563","y","Kuchlein and de Vos (1999); van Swaay (2018)","Bos et al. (2006)","Netherlands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pseudophilotes panoptes","Pseudophilotes panoptes","red-lists-european-butterflies-checklist:taxon:5a5e0fecee3f3db5a3aab17cf5f16f09","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pyrgus cinarae","Pyrgus cinarae","red-lists-european-butterflies-checklist:taxon:5adc8979bebb7419405d4bd2a2f4cc33","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hamaearis lucina","Hamearis lucina","red-lists-european-butterflies-checklist:taxon:5b8f2fe82c04dba1f30bfd57c774611b","y","Aarvik et al. (2017); Tartes and Õunap (2014)","Anu Tiitsaar (pers.comm.)","Estonia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia fagi","Hipparchia fagi","red-lists-european-butterflies-checklist:taxon:5b93d10d26d250c39db739188cdd9a27","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia cassioides","Erebia cassioides","red-lists-european-butterflies-checklist:taxon:5bb8c23a87a01198deda41de47412794","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Clossiana oscarus","Boloria oscarus","red-lists-european-butterflies-checklist:taxon:5c44c815c7c8978bc15c14d4793eaee5","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Glaucopsyche paphos","Glaucopsyche paphos","red-lists-european-butterflies-checklist:taxon:5d057305cb6fd8b2a18be72c10b4eb36","y","John and Skule (2016)",,"Cyprus","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Leptidea reali","Leptidea reali","red-lists-european-butterflies-checklist:taxon:5d25c6214879e9aed1d78db69c17100b","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Coenonympha corinna","Coenonympha corinna","red-lists-european-butterflies-checklist:taxon:5d4d18160b6b6583646608f09d92c5b8","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus daphnis","Polyommatus daphnis","red-lists-european-butterflies-checklist:taxon:600335a3b8a02db044b8f8e083936899","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Glaucopsyche arion","Phengaris arion","red-lists-european-butterflies-checklist:taxon:61694ef6eddd90ca574136489f89cafc","y","Newland et al. (2015)","Fox et al. (2011)","United Kingdom","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Nymphalis polychloros","Nymphalis polychloros","red-lists-european-butterflies-checklist:taxon:61e0a923f3cd3dc51245f861e58c8274","y","Kuchlein and de Vos (1999); van Swaay (2018)","Bos et al. (2006)","Netherlands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Colias tyche","Colias tyche","red-lists-european-butterflies-checklist:taxon:62316d5fc3d89ed9c7d4fa34860a6019","y","Aarvik et al. (2017)","Henriksen & Hilmo (2015)","Norway","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Esperarge climene","Kirinia climene","red-lists-european-butterflies-checklist:taxon:62323f1872bc88027f167bf21ca6e089","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Oeneis magna","Oeneis magna","red-lists-european-butterflies-checklist:taxon:63a4c0ed69e9898c7fdd5da48cef17b6","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia pandrose","Erebia pandrose","red-lists-european-butterflies-checklist:taxon:63cad836229855bdbcf560a02bdccdb4","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus dantchenkoi","Polyommatus orphicus","red-lists-european-butterflies-checklist:taxon:6484c26271c97ea23675a246967a6bb0","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lysandra hispana","Lysandra hispana","red-lists-european-butterflies-checklist:taxon:64a87191b91f654f9bc9ff7ebbceb4fb","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Carcharodus stauderi","Carcharodus stauderi","red-lists-european-butterflies-checklist:taxon:64d9c9353131fdd15131f944e4b52c8a","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Tomares ballus","Tomares ballus","red-lists-european-butterflies-checklist:taxon:64ea13e7606f5e912739d22f72ea9007","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Tomares nogelii","Tomares nogelii","red-lists-european-butterflies-checklist:taxon:64f6e9c6a8f4c147e5c0c88d0c27650d","y","Székely (2008); Dinca (2017)","Rakosy (2002)","Romania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Plebejus cyane","Glabroculus cyane","red-lists-european-butterflies-checklist:taxon:666285ab6256c0067aef99c24b0f844f","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus aroaniensis","Polyommatus aroaniensis","red-lists-european-butterflies-checklist:taxon:6722ac7618b4ce30b8aaa0bb4e4c8ded","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pseudophilotes abencerragus","Pseudophilotes abencerragus","red-lists-european-butterflies-checklist:taxon:6868878c4d3d94903c061d9f2d99909a","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Gegenes nostrodamus","Gegenes nostrodamus","red-lists-european-butterflies-checklist:taxon:69de1a6c6695ee790e7fd42468f99dc4","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pyrgus cirsii","Pyrgus cirsii","red-lists-european-butterflies-checklist:taxon:6a3f9a073f3e986c20cc271376d75c91","y","Sonderegger (2005); SwissLepTeam (2010); Wermeille et al. (2014)","Wermeille et al. (2014)","Switzerland","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia mersina","Hipparchia mersina","red-lists-european-butterflies-checklist:taxon:6a66b47ead53ccc2c6929f95783d663f","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Maniola halicarnassus","Maniola halicarnassus","red-lists-european-butterflies-checklist:taxon:6aa31b63359f564f9309ea6c0bf64eda","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Limenitis minor","Limenitis reducta","red-lists-european-butterflies-checklist:taxon:6b319cc150fbafa559bfd9482c444db0","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia neomiris","Hipparchia neomiris","red-lists-european-butterflies-checklist:taxon:6c3c35d190ef213041dcdc705d5a7429","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Gegenes pumilio","Gegenes pumilio","red-lists-european-butterflies-checklist:taxon:6df5aebf89fcb509a71d0fd7ec6bcb73","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pseudochazara anthelea","Pseudochazara anthelea","red-lists-european-butterflies-checklist:taxon:6e13e1e187026ab84fcad546d48684ce","y","John and Skule (2016)",,"Cyprus","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia pharte","Erebia pharte","red-lists-european-butterflies-checklist:taxon:6e7e4cfd9dd0feb1db39048ca91337ef","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Colotis evagore","Colotis evagore","red-lists-european-butterflies-checklist:taxon:6eb9e3d230e256aa8db93fb6300e7862","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pieris callidice","Pontia callidice","red-lists-european-butterflies-checklist:taxon:6f18b115bfc009704af82906abc43b77","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lasiommata achine","Lopinga achine","red-lists-european-butterflies-checklist:taxon:6f5e881e7cacdc3862e7aaf550838104","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Archon apollinus","Archon apollinus","red-lists-european-butterflies-checklist:taxon:705d2bfbffd13e0e946b09e01efc7029","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia tyndarus","Erebia tyndarus","red-lists-european-butterflies-checklist:taxon:71aeb744a347742242e079758449f87a","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Oeneis norna","Oeneis norna","red-lists-european-butterflies-checklist:taxon:7217d51fba7f0e12c7b360e5c0a88d94","y","Aarvik et al. (2017)","Henriksen & Hilmo (2015)","Norway","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus golgus","Polyommatus golgus","red-lists-european-butterflies-checklist:taxon:72bcb75962410b7bd95670fa21ef5a05","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Argynnis aglaja","Speyeria aglaja","red-lists-european-butterflies-checklist:taxon:7378a070112c8a7c99e034802e9dd2be","y","Kuchlein and de Vos (1999); van Swaay (2018)","Bos et al. (2006)","Netherlands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia afra","Proterebia phegea","red-lists-european-butterflies-checklist:taxon:73e4dbceaf65881ded1fb0a276e23c75","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia fidia","Hipparchia fidia","red-lists-european-butterflies-checklist:taxon:740b24a0129bd307d1b1fad59bf059e4","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia callias","Erebia callias","red-lists-european-butterflies-checklist:taxon:75f5d25854f64be93ef96f54cc30e445","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Iolana iolas","Iolana iolas","red-lists-european-butterflies-checklist:taxon:7627230ecedaa5d23a40bb87f18a0a4a","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Zerynthia cassandra","Zerynthia cassandra","red-lists-european-butterflies-checklist:taxon:76cabe31093904bebabbb01961f0cd77","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Maniola megala","Maniola megala","red-lists-european-butterflies-checklist:taxon:76d764a810bbd8fc9a8095eef52c1a8f","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus damone","Polyommatus damone","red-lists-european-butterflies-checklist:taxon:776ef137bfb81d8b69c8587bf54f2b50","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Cupido osiris","Cupido osiris","red-lists-european-butterflies-checklist:taxon:792a509161664489dfd008c52f198f76","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Plebejus pylaon","Kretania pylaon","red-lists-european-butterflies-checklist:taxon:79cc354c365285f0c149126cfe93e126","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pararge xiphia","Pararge xiphia","red-lists-european-butterflies-checklist:taxon:7a3efb7210a6518965dfcf0f45374c5c","y","Tennent (2005); Wiemers (pers comm)",,"Macaronesia_MadeiraIslands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Nymphalis antiopa","Nymphalis antiopa","red-lists-european-butterflies-checklist:taxon:7a4ba52084fdeba5e21a31f5308c8cd7","y","Mestdagh et al. (2018)","Mestdagh et al. (2018)","Luxembourg","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Plebeius psylorita","Kretania psylorita","red-lists-european-butterflies-checklist:taxon:7aec0491c59ecd8183cde3edfac30b10","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Leptidea morsei","Leptidea morsei","red-lists-european-butterflies-checklist:taxon:7bb937c96980fa242a8b13023a769612","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia rhodopensis","Erebia rhodopensis","red-lists-european-butterflies-checklist:taxon:7c2ca25f74af1f82a5c4c54e53ebe1e6","y","Švara et al. (2015); Franeta (2018)",,"Montenegro","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Danaus chrysippus","Danaus chrysippus","red-lists-european-butterflies-checklist:taxon:7c3810cda626c4b7d3c2fd653e4534fb","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia sudetica","Erebia sudetica","red-lists-european-butterflies-checklist:taxon:7c71ae2ab50a5b1df78415581d1ec923","y","Székely (2008); Dinca (2017)","Rakosy (2002)","Romania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polygonia egea","Polygonia egea","red-lists-european-butterflies-checklist:taxon:7cae22d4965057f1522abe468934916b","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
