"raw_speciesname_local","scientificName","taxonID","raw_use","references","raw_reference_red_list","raw_country","language","license","rightsHolder","datasetID","datasetName","nomenclaturalCode","kingdom","class","order"
"Erebia scipio","Erebia scipio","red-lists-european-butterflies-checklist:taxon:c3b01b6b77a31f4d3012ccfda8b530aa","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus eroides","Polyommatus eros","red-lists-european-butterflies-checklist:taxon:c40ba2d274167336c23904c40357b781","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia rossii","Erebia rossii","red-lists-european-butterflies-checklist:taxon:c4cca292e31c0d24641426af8567341f","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lampides boeticus","Lampides boeticus","red-lists-european-butterflies-checklist:taxon:c61dd3f593dfd8b4796dcd5e6af6e092","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus dorylas","Polyommatus dorylas","red-lists-european-butterflies-checklist:taxon:c66d9de29bc21507f72fee3989e818b7","y","Alois Pavlícko & Zdenek Faltýnek Fric (pers. comm)","Beneš and Konvicka (2017)","Czech Republic","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus celina","Polyommatus celina","red-lists-european-butterflies-checklist:taxon:c68a82238a66d52fd1538388d6a6b516","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Carterocephalus silvicola","Carterocephalus silvicola","red-lists-european-butterflies-checklist:taxon:c6f0c06fab389a44dfea22e021091e93","y","Reinhardt & Bolz (2011)","Reinhardt & Bolz (2011)","Germany","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia embla","Erebia embla","red-lists-european-butterflies-checklist:taxon:c7064f91442d4fa46c858d462187e6e0","y","Aarvik et al. (2017); Tartes and Õunap (2014)","Anu Tiitsaar (pers.comm.)","Estonia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Boloria tritonia","Boloria tritonia","red-lists-european-butterflies-checklist:taxon:c770d121dca49945329b13d74445f72e","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Euphydryas iduna","Euphydryas iduna","red-lists-european-butterflies-checklist:taxon:c85b64ab3051a7950fcfa9c0ccf15c36","y","Aarvik et al. (2017)","Henriksen & Hilmo (2015)","Norway","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lycaeides argyrognomon","Plebejus argyrognomon","red-lists-european-butterflies-checklist:taxon:c8cb32b8fb95eec0b21016972abef698","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Tarucus balkanica","Tarucus balkanicus","red-lists-european-butterflies-checklist:taxon:c8efc4c3a4c58ff04a1f1b3e6c79d7f3","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Iphiclides feisthamelii","Iphiclides feisthamelii","red-lists-european-butterflies-checklist:taxon:c91bc7a2d9d3ea96aab16e64a67731a0","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia triaria","Erebia triarius","red-lists-european-butterflies-checklist:taxon:c95121b24810bdf3b264eacea92aa66f","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melitaea deione","Melitaea deione","red-lists-european-butterflies-checklist:taxon:c9792b41ea1293569e51c26f4a601bec","y","Sonderegger (2005); SwissLepTeam (2010); Wermeille et al. (2014)","Wermeille et al. (2014)","Switzerland","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Fixsenia acaciae","Satyrium acaciae","red-lists-european-butterflies-checklist:taxon:ca52be43d693c2d48f038c505818ec6d","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Fixsenia spini","Satyrium spini","red-lists-european-butterflies-checklist:taxon:cab13355f3eefcee05b03581dacc36f9","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus violetae","Polyommatus violetae","red-lists-european-butterflies-checklist:taxon:cc0e49629120ce05f3bc7a1b89b9c096","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melanargia occitanica","Melanargia occitanica","red-lists-european-butterflies-checklist:taxon:cc2e54713aed38c99d71298c4803105e","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pontia chloridice","Pontia chloridice","red-lists-european-butterflies-checklist:taxon:cc5de81a1887382ca64e706d9365465e","y","John and Skule (2016)",,"Cyprus","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pyrgus malvoides","Pyrgus malvoides","red-lists-european-butterflies-checklist:taxon:cc764043ce497f9714049b1d05376f94","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pieris cheiranthi","Pieris cheiranthi","red-lists-european-butterflies-checklist:taxon:cd3e4848eb133869e8bcdf24cf175160","y","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)",,"Macaronesia_CanaryIslands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia gorge","Erebia gorge","red-lists-european-butterflies-checklist:taxon:cd5cba635b1898a4e42d173a5ad308e1","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia bubastis","Erebia manto","red-lists-european-butterflies-checklist:taxon:cdd5c61accee8fd292eafd94343400c9","y","Sonderegger (2005); SwissLepTeam (2010); Wermeille et al. (2014)","Wermeille et al. (2014)","Switzerland","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Araschnia levana","Araschnia levana","red-lists-european-butterflies-checklist:taxon:ce8388f52b4d72ac53d462e45ec3df41","y","Balletto et al. (2014)","Bonelli et al. (in press)","Italy","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Gonepteryx cleobule","Gonepteryx cleobule","red-lists-european-butterflies-checklist:taxon:ce84d311b4e49b1e0937dc8df7562896","y","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)",,"Macaronesia_CanaryIslands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia nivalis","Erebia nivalis","red-lists-european-butterflies-checklist:taxon:cea42cf42786996a8ed63b675379705a","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia cassioides","Erebia neleus","red-lists-european-butterflies-checklist:taxon:cecac462e52b4140b997e1f2e029ce35","y","Švara et al. (2015); Franeta (2018)",,"Montenegro","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Leptidea duponcheli","Leptidea duponcheli","red-lists-european-butterflies-checklist:taxon:cfb3b047eeabcf4f265d4c4161e3cc36","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Muschampia proto","Muschampia proto","red-lists-european-butterflies-checklist:taxon:d0058b864ad70002c827980845e0ff19","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melanargia galathea","Melanargia galathea","red-lists-european-butterflies-checklist:taxon:d09155735c4c12d12461e6c4e7c66aa3","y","Aarvik et al. (2017)","Rašomavicius (2007)","Lithuania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Leptotes pirithous","Leptotes pirithous","red-lists-european-butterflies-checklist:taxon:d0b0aff0d86c399edd085bbea0df8c73","y","Koren and Kulijer (2016); Lelo (2016)","Ðug (2013)","Bosnia and Herzegovina","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Hipparchia aristaeus","Hipparchia aristaeus","red-lists-european-butterflies-checklist:taxon:d0bfea8c2146fce1c621cc7074f9b65e","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Coenonympha dorus","Coenonympha dorus","red-lists-european-butterflies-checklist:taxon:d0c13860213f0ac32703333a92185b50","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Callophrys suaveola","Callophrys suaveola","red-lists-european-butterflies-checklist:taxon:d1227569944d35fce3d7593e71c4aa7b","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Spialia sertorius","Spialia sertorius","red-lists-european-butterflies-checklist:taxon:d17a5a87d2e8f245ebe29b1cd9bc6d85","y","Varga (2012); Szabolcs et al. (2012); Gergely et al. (2017)","Ádám Korösi & Ádám Gór (pers. comm.)","Hungary","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Thecla betulae","Thecla betulae","red-lists-european-butterflies-checklist:taxon:d35fa06643fa92115021d889f4166b5a","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pyronia cecilia","Pyronia cecilia","red-lists-european-butterflies-checklist:taxon:d3aa2ce7a90dc76676f7ab8e7c02da3f","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Oeneis jutta","Oeneis jutta","red-lists-european-butterflies-checklist:taxon:d3c99b28270218b38c008fb4f09d5393","y","Aarvik et al. (2017)","Rašomavicius (2007)","Lithuania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lasiommata deidamia","Lasiommata deidamia","red-lists-european-butterflies-checklist:taxon:d3e95b3991c8c426319469fc98162718","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Plebeius eurypilus","Kretania eurypilus","red-lists-european-butterflies-checklist:taxon:d45bc8b3a673df9862bf1115993a28f1","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melitaea (athalia) celadussa","Melitaea celadussa","red-lists-european-butterflies-checklist:taxon:d48c9a283fffa658739cef3a3fe1057a","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus coelestina","Neolysandra coelestina","red-lists-european-butterflies-checklist:taxon:d4e3a25e1c2af02be34b051429dfd7f5","y","Pamperis (2009)","Pamperis (2009); Legakis and Maragou (2009)","Greece","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia montana","Erebia montana","red-lists-european-butterflies-checklist:taxon:d5c2afe3e9b36367c59121a7ec6b3852","y","Sonderegger (2005); SwissLepTeam (2010); Wermeille et al. (2014)","Wermeille et al. (2014)","Switzerland","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Satyrium esculi","Satyrium esculi","red-lists-european-butterflies-checklist:taxon:d74c47130c44f23e243c2c7821759d80","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Charaxes jasius","Charaxes jasius","red-lists-european-butterflies-checklist:taxon:d775d7425aaea80cf43c0b7e4e82837c","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melitaea ornata","Melitaea ornata","red-lists-european-butterflies-checklist:taxon:d821cfdd3f8bb3cfbe6e3003b325bc9e","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Euchloe eversi","Euchloe eversi","red-lists-european-butterflies-checklist:taxon:d82c96e22878d29d1310066eb1803ee9","y","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)",,"Macaronesia_CanaryIslands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melanargia ines","Melanargia ines","red-lists-european-butterflies-checklist:taxon:d8ab3cbe3ca68b25e96fe57c00bdc09f","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia orientalis","Erebia orientalis","red-lists-european-butterflies-checklist:taxon:d8bc70251d3802e380923164fab65328","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Agriades glandon","Agriades glandon","red-lists-european-butterflies-checklist:taxon:d97bac5d477e090d61a361463d91637a","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lycaena ottomana","Lycaena ottomana","red-lists-european-butterflies-checklist:taxon:da56ee57ec262f7f2590189c4856c8e7","y","Švara et al. (2015); Franeta (2018)",,"Montenegro","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Thymelicus lineola","Thymelicus lineola","red-lists-european-butterflies-checklist:taxon:da9a085f75247815d955a8473b0502e1","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pseudochazara amymone","Pseudochazara amymone","red-lists-european-butterflies-checklist:taxon:db0f064abf1cb205917c91ba7e0c2bbf","y","Verovnik and Popovic (2013); Micevski et al. (2015); Šašic et al. (2015b); Cuvelier et al. (2018)","Anonymous (2013)","Albania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia lefebvrei","Erebia lefebvrei","red-lists-european-butterflies-checklist:taxon:dbbe58afead133c618e6a8d8e295eae3","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Clossiana selenis","Boloria selenis","red-lists-european-butterflies-checklist:taxon:dc0a075ff696ceab22103a6063913dd8","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Gonepteryx farinosa","Gonepteryx farinosa","red-lists-european-butterflies-checklist:taxon:dc143f0df61fb686ee1dfae8dba78b41","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Colias caucasica","Colias caucasica","red-lists-european-butterflies-checklist:taxon:dc2581fc6011b2440ee35a250406da6c","y","Švara et al. (2015); Franeta (2018)",,"Montenegro","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Thymelicus sylvestris","Thymelicus sylvestris","red-lists-european-butterflies-checklist:taxon:dc2b81460b7d9b4229e9baa6ee0c099b","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Callophrys rubi","Callophrys rubi","red-lists-european-butterflies-checklist:taxon:dd08ded9f06f8301e55475d82f3ed071","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pyrgus carthami","Pyrgus carthami","red-lists-european-butterflies-checklist:taxon:dd66f764213e552a5bcc22c54e95e3bb","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Carcharodus alceae","Carcharodus alceae","red-lists-european-butterflies-checklist:taxon:dd816bd8b55ed62f1a46d99d803888ca","y","Aarvik et al. (2017)","Rašomavicius (2007)","Lithuania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Lycaena candens","Lycaena candens","red-lists-european-butterflies-checklist:taxon:de7385d58588c1cac2fba469c9e3bb61","y","Székely (2008); Dinca (2017)","Rakosy (2002)","Romania","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pieris krueperi","Pieris krueperi","red-lists-european-butterflies-checklist:taxon:e05a4333c3dc47a55d0c017d17db0601","y","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","Hristova and Beshkov (2017)","Bulgaria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Plebejus bellieri","Plebejus bellieri","red-lists-european-butterflies-checklist:taxon:e0f3ba14c5de1c51c7069e2c6ddf1edc","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Agriades zullichi","Agriades zullichi","red-lists-european-butterflies-checklist:taxon:e111e4501335b0a7431bb8e43f0638d2","y","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","Verdú & Galante (2009); Verdú et al. (2011)","Spain","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Colias alfacariensis","Colias alfacariensis","red-lists-european-butterflies-checklist:taxon:e26183b9aac3ecc4d6edb26f6bcb379e","y","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","Popov & Geryak (pers. comm.)","Ukraine","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Celastrina argiolus","Celastrina argiolus","red-lists-european-butterflies-checklist:taxon:e3504ad46a79502d4c42e61a62479d16","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Pyrgus centaureae","Pyrgus centaureae","red-lists-european-butterflies-checklist:taxon:e3505e45eabd85ffff6499967edc3d2c","y","Aarvik et al. (2017)","Henriksen & Hilmo (2015)","Norway","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Melitaea athalia","Melitaea athalia","red-lists-european-butterflies-checklist:taxon:e4156e6037cd2300c6dacbe668050859","y","Kuchlein and de Vos (1999); van Swaay (2018)","Bos et al. (2006)","Netherlands","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Polyommatus dolus","Polyommatus dolus","red-lists-european-butterflies-checklist:taxon:e4c306e139d2dca74ab82348976e5020","y","Lafranchis et al. (2015)","UICN France (2012)","France","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Carcharodus floccifera","Carcharodus floccifera","red-lists-european-butterflies-checklist:taxon:e4ce0e5d0b5232ddb1f674a2a468019d","y","Dantart & Jubany (2012)","Dantart & Jubany (2012)","Andorra","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Oeneis tarpeia","Oeneis tarpeia","red-lists-european-butterflies-checklist:taxon:e5923b59fad37192d51e6a352913196a","y","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)","Russia","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
"Erebia melampus","Erebia melampus","red-lists-european-butterflies-checklist:taxon:e5cc4121eeb8a61c0707999fcc0d4b15","y","Huemer (2013); Huemer & Wiesmair (2017)","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)","Austria","en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","red-lists-european-butterflies-checklist","ICZN","Animalia","Insecta","Lepidoptera"
