"usageKey","scientificName","rank","order","matchType","phylum","kingdom","genus","class","confidence","synonym","status","family","scientificNameLocal","scientificNameEU","license","rightsHolder","accessRights","datasetName","occurrencestatus","language","datasetID","kingdom1","phylum1","class1"
5137695,"Colias phicomone (Esper, 1780)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias phicomone","Colias phicomone","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5137636,"Colias tyche (Bober, 1812)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias tyche","Colias tyche","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
1920395,"Colotis evagore (Klug, 1829)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colotis","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colotis evagore","Colotis evagore","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
7985111,"Cupido alcetas (Hoffmannsegg, 1804)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cupido","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cupido alcetas","Cupido alcetas","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
4535140,"Cupido argiades (Pallas, 1771)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cupido","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cupido argiades","Cupido argiades","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
1926166,"Cupido lorquinii (Herrich-Schaffer, 1847)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cupido","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cupido carswelli","Cupido lorquinii","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
8068808,"Cupido decolorata (Staudinger, 1886)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cupido","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cupido decolorata","Cupido decolorata","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
1926260,"Cupido minimus (Fuessly, 1775)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cupido","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cupido minimus","Cupido minimus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
8030835,"Cupido osiris (Meigen, 1829)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cupido","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cupido osiris","Cupido osiris","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5139156,"Cyaniris semiargus (Rottemburg, 1775)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cyaniris","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cyaniris semiargus","Cyaniris semiargus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
1925410,"Cyclyrius webbianus (Brulle, 1839)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cyclyrius","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cyclyrius webbianus","Cyclyrius webbianus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
4299368,"Vanessa cardui (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Vanessa","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Cynhtia cardui","Vanessa cardui","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
7642610,"Danaus chrysippus (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Danaus","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Danaus chrysippus","Danaus chrysippus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5133088,"Danaus plexippus (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Danaus","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Danaus plexippus","Danaus plexippus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
1938520,"Parnassius mnemosyne (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Parnassius","Insecta",98,FALSE,"ACCEPTED","Papilionidae","Driopa mnemosyne","Parnassius mnemosyne","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134795,"Erebia sthennyo Graslin, 1850","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia (pandrose) sthennyo","Erebia sthennyo","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134788,"Erebia aethiopellus (Hoffmannsegg, 1806)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia aethiopella","Erebia aethiopellus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
7682743,"Erebia aethiops (Esper, 1777)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia aethiops","Erebia aethiops","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
1902809,"Proterebia phegea Borkhausen, 1805","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Proterebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia afra","Proterebia phegea","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
7802074,"Erebia alberganus (de Prunner, 1798)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia albergana","Erebia alberganus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
8414157,"Erebia arvernensis Oberthür, 1908","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia arvernensis","Erebia arvernensis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134815,"Erebia manto (Denis & Schiffermuller, 1775)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia bubastis","Erebia manto","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5135314,"Erebia calcaria Lorkovic, 1953","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia calcaria","Erebia calcaria","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5135304,"Erebia callias W.H.Edwards, 1871","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia callias","Erebia callias","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134796,"Erebia cassioides (Reiner & Hochenwarth, 1792)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia cassioides","Erebia cassioides","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134777,"Erebia christi Ratzer, 1890","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia christi","Erebia christi","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134971,"Erebia claudina (Borkhausen, 1789)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia claudina","Erebia claudina","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134750,"Erebia cyclopius (Eversmann, 1844)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia cyclopius","Erebia cyclopius","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134732,"Erebia dabanensis Erschoff, 1871","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia dabanensis","Erebia dabanensis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134693,"Erebia disa (Thunberg, 1791)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia disa","Erebia disa","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134517,"Erebia discoidalis (Kirby, 1837)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia discoidalis","Erebia discoidalis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134465,"Erebia edda Menetries, 1851","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia edda","Erebia edda","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134667,"Erebia embla (Thunberg, 1791)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia embla","Erebia embla","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
8167638,"Erebia epiphron (Knoch, 1783)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia epiphron","Erebia epiphron","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134686,"Erebia epistygne (Hubner, 1819)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia epistygne","Erebia epistygne","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134569,"Erebia eriphyle (Freyer, 1836)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia eriphyle","Erebia eriphyle","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134469,"Erebia euryale (Esper, 1805)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia euryale","Erebia euryale","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134559,"Erebia fasciata Butler, 1868","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",97,FALSE,"ACCEPTED","Nymphalidae","Erebia fasciata","Erebia fasciata","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134820,"Erebia flavofasciata Heyne, 1895","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia flavofasciata","Erebia flavofasciata","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134728,"Erebia gorge (Hubner, 1804)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia gorge","Erebia gorge","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134607,"Erebia gorgone Boisduval, 1833","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia gorgone","Erebia gorgone","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5135090,"Erebia hispania Butler, 1868","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia hispania","Erebia hispania","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5135186,"Erebia jeniseiensis Trybom, 1877","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia jeniseiensis","Erebia jeniseiensis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
7610006,"Erebia lefebvrei (Boisduval, 1828)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia lefebvrei","Erebia lefebvrei","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134682,"Erebia ligea (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia ligea","Erebia ligea","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134680,"Erebia medusa (Denis & Schiffermuller, 1775)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia medusa","Erebia medusa","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
8101931,"Erebia melampus (Fuessly, 1775)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia melampus","Erebia melampus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134775,"Erebia melas (Herbst, 1796)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia melas","Erebia melas","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
7791558,"Erebia meolans (Prunner, 1798)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia meolans","Erebia meolans","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134798,"Erebia mnestra (Hubner, 1804)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia mnestra","Erebia mnestra","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134659,"Erebia montanus (de Prunner, 1798)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia montana","Erebia montanus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
1913456,"Erebia Dalman, 1816","GENUS","Lepidoptera","HIGHERRANK","Arthropoda","Animalia","Erebia","Insecta",92,FALSE,"ACCEPTED","Nymphalidae","Erebia neleus","Erebia neleus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134804,"Erebia neoridas (Boisduval, 1828)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia neoridas","Erebia neoridas","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134884,"Erebia nivalis Lorkovic & De Lesse, 1954","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia nivalis","Erebia nivalis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
7791190,"Erebia oeme (Hubner, 1804)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia oeme","Erebia oeme","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134601,"Erebia orientalis Elwes, 1900","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",97,FALSE,"ACCEPTED","Nymphalidae","Erebia orientalis","Erebia orientalis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134917,"Erebia ottomana Herrich-Schaffer, 1847","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia ottomana","Erebia ottomana","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134583,"Erebia palarica Chapman, 1905","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia palarica","Erebia palarica","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
7738295,"Erebia pandrose (Borkhausen, 1788)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia pandrose","Erebia pandrose","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5135367,"Erebia pharte (Hubner, 1804)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia pharte","Erebia pharte","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134882,"Erebia pluto (de Prunner, 1798)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia pluto","Erebia pluto","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5135146,"Erebia polaris Staudinger, 1871","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia polaris","Erebia polaris","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134906,"Erebia pronoe (Esper, 1780)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia pronoe","Erebia pronoe","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5135370,"Erebia rhodopensis Nicholl, 1900","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia rhodopensis","Erebia rhodopensis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134843,"Erebia rondoui Oberthur, 1908","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia rondoui","Erebia rondoui","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134832,"Erebia rossii (Curtis, 1834)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia rossii","Erebia rossii","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5135199,"Erebia scipio Boisduval, 1832","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia scipio","Erebia scipio","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134498,"Erebia stirius (Godart, 1824)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia stiria","Erebia stirius","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5135087,"Erebia styx (Freyer, 1834)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia styx","Erebia styx","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
5134808,"Erebia sudetica Staudinger, 1861","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia sudetica","Erebia sudetica","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
7509928,"Erebia triarius (de Prunner, 1798)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia triaria","Erebia triarius","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta"
