scientific_name,status,endemic,rlc,rlc_numeric,rlc_eur,rlc_eu27,country_code,country_name,part_of_eu,area
Leptotes pirithous,P,,NRLA,,LC,LC,MA_CA,Spain,y,
Leptotes pirithous,P,,NRLA,,LC,LC,MA_MA,Portugal,y,
Leptotes pirithous,P,,NRLA,,LC,LC,MD,Moldova,,33846
Leptotes pirithous,M,,NRLA,,LC,LC,ME,Montenegro,,13812
Leptotes pirithous,M,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Leptotes pirithous,P,,NRLA,,LC,LC,MT,Malta,y,316
Leptotes pirithous,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Leptotes pirithous,M,,LC,1,LC,LC,RS,Serbia,,88361
Leptotes pirithous,P,,NRLA,,LC,LC,RU,Russia,,3972400
Leptotes pirithous,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Libythea celtis,M,,LC,1,LC,LC,AD,Andorra,,468
Libythea celtis,P,,VU,30,LC,LC,AL,Albania,,28748
Libythea celtis,P,,NE,,LC,LC,AT,Austria,y,83858
Libythea celtis,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Libythea celtis,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Libythea celtis,P,,NT,20,LC,LC,CH,Switzerland,,41290
Libythea celtis,P,,NRLA,,LC,LC,CY,Cyprus,y,9251
Libythea celtis,P,,NE,,LC,LC,ES,Spain,y,498468
Libythea celtis,P,,LC,1,LC,LC,FR,France,y,551394
Libythea celtis,P,,LC,1,LC,LC,GR,Greece,y,131940
Libythea celtis,P,,LC,1,LC,LC,HR,Croatia,y,56594
Libythea celtis,P,,LC,1,LC,LC,HU,Hungary,y,93030
Libythea celtis,P,,LC,1,LC,LC,IT,Italy,y,301318
Libythea celtis,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Libythea celtis,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Libythea celtis,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Libythea celtis,P,,VU,30,LC,LC,RO,Romania,y,238392
Libythea celtis,P,,NT,20,LC,LC,RS,Serbia,,88361
Libythea celtis,P,,NRLA,,LC,LC,RU,Russia,,3972400
Libythea celtis,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Libythea celtis,P,,DD,1,LC,LC,SK,Slovakia,y,49036
Libythea celtis,P,,NT,,LC,LC,UA,Ukraine,,603628
Limenitis camilla,P,,NT,20,LC,LC,AD,Andorra,,468
Limenitis camilla,P,,LC,1,LC,LC,AT,Austria,y,83858
Limenitis camilla,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Limenitis camilla,P,,LC,1,LC,LC,BE,Belgium,y,30528
Limenitis camilla,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Limenitis camilla,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Limenitis camilla,P,,LC,1,LC,LC,CH,Switzerland,,41290
Limenitis camilla,P,,NT,20,LC,LC,CZ,Czech Republic,y,78866
Limenitis camilla,P,,NT,20,LC,LC,DE,Germany,y,357168
Limenitis camilla,P,,NT,20,LC,LC,DK,Denmark,y,44493
Limenitis camilla,P,,LC,,LC,LC,EE,Estonia,y,45339
Limenitis camilla,P,,NE,,LC,LC,ES,Spain,y,498468
Limenitis camilla,P,,NtA,,LC,LC,FI,Finland,y,338145
Limenitis camilla,P,,LC,1,LC,LC,FR,France,y,551394
Limenitis camilla,P,,VU,30,LC,LC,GB,United Kingdom,y,244820
Limenitis camilla,P,,VU,30,LC,LC,GR,Greece,y,131940
Limenitis camilla,P,,LC,1,LC,LC,HR,Croatia,y,56594
Limenitis camilla,P,,VU,30,LC,LC,HU,Hungary,y,93030
Limenitis camilla,P,,LC,1,LC,LC,IT,Italy,y,301318
Limenitis camilla,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Limenitis camilla,P,,LC,,LC,LC,LT,Lithuania,y,65300
Limenitis camilla,P,,LC,1,LC,LC,LU,Luxembourg,y,2428
Limenitis camilla,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Limenitis camilla,P,,NRLA,,LC,LC,MD,Moldova,,33846
Limenitis camilla,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Limenitis camilla,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Limenitis camilla,P,,EN,50,LC,LC,NL,Netherlands,y,41198
Limenitis camilla,P,,LC,1,LC,LC,PL,Poland,y,312685
Limenitis camilla,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Limenitis camilla,P,,NT,20,LC,LC,RO,Romania,y,238392
Limenitis camilla,P,,LC,1,LC,LC,RS,Serbia,,88361
Limenitis camilla,P,,NRLA,,LC,LC,RU,Russia,,3972400
Limenitis camilla,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Limenitis camilla,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Limenitis camilla,P,,LC,,LC,LC,UA,Ukraine,,603628
Limenitis populi,P,,VU,30,LC,NT,AT,Austria,y,83858
Limenitis populi,P,,NT,20,LC,NT,BA,Bosnia and Herzegovina,,51129
Limenitis populi,P,,CR,80,LC,NT,BE,Belgium,y,30528
Limenitis populi,P,,LC,1,LC,NT,BG,Bulgaria,y,110994
Limenitis populi,P,,Unknown,1,LC,NT,BY,Belarus,,207600
Limenitis populi,P,,VU,30,LC,NT,CH,Switzerland,,41290
Limenitis populi,P,,VU,30,LC,NT,CZ,Czech Republic,y,78866
Limenitis populi,P,,EN,50,LC,NT,DE,Germany,y,357168
Limenitis populi,Ex,,RE,100,LC,NT,DK,Denmark,y,44493
Limenitis populi,P,,LC,,LC,NT,EE,Estonia,y,45339
Limenitis populi,P,,LC,1,LC,NT,FI,Finland,y,338145
Limenitis populi,P,,NT,20,LC,NT,FR,France,y,551394
Limenitis populi,P,,VU,30,LC,NT,GR,Greece,y,131940
Limenitis populi,P,,NT,20,LC,NT,HR,Croatia,y,56594
Limenitis populi,P,,CR,80,LC,NT,HU,Hungary,y,93030
Limenitis populi,P,,LC,1,LC,NT,IT,Italy,y,301318
Limenitis populi,P,,LC,,LC,NT,LT,Lithuania,y,65300
Limenitis populi,P,,EN,50,LC,NT,LU,Luxembourg,y,2428
Limenitis populi,P,,NRLA,,LC,NT,LV,Latvia,y,64589
Limenitis populi,P,,NRLA,,LC,NT,ME,Montenegro,,13812
Limenitis populi,P,,NT,20,LC,NT,MK,North Macedonia,,25713
Limenitis populi,Ex,,RE,100,LC,NT,NL,Netherlands,y,41198
Limenitis populi,P,,LC,1,LC,NT,NO,Norway,,385178
Limenitis populi,P,,VU,30,LC,NT,PL,Poland,y,312685
Limenitis populi,P,,VU,30,LC,NT,RO,Romania,y,238392
Limenitis populi,P,,NT,20,LC,NT,RS,Serbia,,88361
Limenitis populi,P,,NRLA,,LC,NT,RU,Russia,,3972400
Limenitis populi,P,,LC,1,LC,NT,SE,Sweden,y,449964
Limenitis populi,P,,LC,1,LC,NT,SI,Slovenia,y,20273
Limenitis populi,P,,VU,30,LC,NT,SK,Slovakia,y,49036
Limenitis populi,P,,VU,,LC,NT,UA,Ukraine,,603628
Limenitis reducta,P,,NT,20,LC,LC,AD,Andorra,,468
Limenitis reducta,P,,VU,30,LC,LC,AL,Albania,,28748
Limenitis reducta,P,,EN,50,LC,LC,AT,Austria,y,83858
Limenitis reducta,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Limenitis reducta,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Limenitis reducta,P,,EN,50,LC,LC,CH,Switzerland,,41290
Limenitis reducta,P,,NRLA,,LC,LC,CY,Cyprus,y,9251
Limenitis reducta,Ex,,RE,100,LC,LC,CZ,Czech Republic,y,78866
Limenitis reducta,P,,CR,80,LC,LC,DE,Germany,y,357168
Limenitis reducta,P,,NE,,LC,LC,ES,Spain,y,498468
Limenitis reducta,P,,LC,1,LC,LC,FR,France,y,551394
Limenitis reducta,P,,LC,1,LC,LC,GR,Greece,y,131940
Limenitis reducta,P,,LC,1,LC,LC,HR,Croatia,y,56594
Limenitis reducta,P,,EN,50,LC,LC,HU,Hungary,y,93030
Limenitis reducta,P,,LC,1,LC,LC,IT,Italy,y,301318
Limenitis reducta,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Limenitis reducta,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Limenitis reducta,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Limenitis reducta,P,,VU,30,LC,LC,RO,Romania,y,238392
Limenitis reducta,P,,LC,1,LC,LC,RS,Serbia,,88361
Limenitis reducta,P,,NRLA,,LC,LC,RU,Russia,,3972400
Limenitis reducta,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Limenitis reducta,P,,DD,1,LC,LC,SK,Slovakia,y,49036
Limenitis reducta,P,,DD,,LC,LC,UA,Ukraine,,603628
Lopinga achine,P,,EN,50,VU,VU,AT,Austria,y,83858
Lopinga achine,Ex,,RE,100,VU,VU,BA,Bosnia and Herzegovina,,51129
Lopinga achine,Ex,,RE,100,VU,VU,BE,Belgium,y,30528
Lopinga achine,P,,DD,1,VU,VU,BG,Bulgaria,y,110994
Lopinga achine,P,,VU,30,VU,VU,BY,Belarus,,207600
Lopinga achine,P,,EN,50,VU,VU,CH,Switzerland,,41290
Lopinga achine,P,,CR,80,VU,VU,CZ,Czech Republic,y,78866
Lopinga achine,P,,EN,50,VU,VU,DE,Germany,y,357168
Lopinga achine,P,,LC,,VU,VU,EE,Estonia,y,45339
Lopinga achine,P,,VU,30,VU,VU,ES,Spain,y,498468
Lopinga achine,P,,VU,30,VU,VU,FI,Finland,y,338145
Lopinga achine,P,,NT,20,VU,VU,FR,France,y,551394
Lopinga achine,P,,NT,20,VU,VU,HR,Croatia,y,56594
Lopinga achine,P,,EN,50,VU,VU,HU,Hungary,y,93030
Lopinga achine,P,,NT,20,VU,VU,IT,Italy,y,301318
Lopinga achine,P,,LC,,VU,VU,LT,Lithuania,y,65300
Lopinga achine,P,,NRLA,,VU,VU,LV,Latvia,y,64589
Lopinga achine,P,,VU,30,VU,VU,PL,Poland,y,312685
Lopinga achine,P,,VU,30,VU,VU,RO,Romania,y,238392
Lopinga achine,P,,CR,,VU,VU,RS,Serbia,,88361
Lopinga achine,P,,NRLA,,VU,VU,RU,Russia,,3972400
Lopinga achine,P,,NT,20,VU,VU,SE,Sweden,y,449964
Lopinga achine,P,,LC,1,VU,VU,SI,Slovenia,y,20273
Lopinga achine,P,,EN,50,VU,VU,SK,Slovakia,y,49036
Lopinga achine,P,,VU,,VU,VU,UA,Ukraine,,603628
Luthrodes galba,P,,NRLA,,,,CY,Cyprus,y,9251
Lycaena alciphron,P,,NT,20,LC,NT,AD,Andorra,,468
Lycaena alciphron,P,,Unknown,1,LC,NT,AL,Albania,,28748
Lycaena alciphron,P,,EN,50,LC,NT,AT,Austria,y,83858
Lycaena alciphron,P,,LC,1,LC,NT,BA,Bosnia and Herzegovina,,51129
Lycaena alciphron,P,,LC,1,LC,NT,BG,Bulgaria,y,110994
Lycaena alciphron,P,,Unknown,1,LC,NT,BY,Belarus,,207600
Lycaena alciphron,P,,VU,30,LC,NT,CH,Switzerland,,41290
Lycaena alciphron,P,,VU,30,LC,NT,CZ,Czech Republic,y,78866
Lycaena alciphron,P,,EN,50,LC,NT,DE,Germany,y,357168
Lycaena alciphron,P,,LC,,LC,NT,EE,Estonia,y,45339
Lycaena alciphron,P,,NE,,LC,NT,ES,Spain,y,498468
Lycaena alciphron,P,,LC,1,LC,NT,FR,France,y,551394
Lycaena alciphron,P,,LC,1,LC,NT,GR,Greece,y,131940
Lycaena alciphron,P,,LC,1,LC,NT,HR,Croatia,y,56594
Lycaena alciphron,P,,NT,20,LC,NT,HU,Hungary,y,93030
Lycaena alciphron,P,,LC,1,LC,NT,IT,Italy,y,301318
Lycaena alciphron,P,,LC,,LC,NT,LT,Lithuania,y,65300
Lycaena alciphron,P,,NRLA,,LC,NT,LV,Latvia,y,64589
Lycaena alciphron,P,,NRLA,,LC,NT,MD,Moldova,,33846
Lycaena alciphron,P,,NRLA,,LC,NT,ME,Montenegro,,13812
Lycaena alciphron,P,,Unknown,1,LC,NT,MK,North Macedonia,,25713
Lycaena alciphron,P,,LC,1,LC,NT,PL,Poland,y,312685
Lycaena alciphron,P,,NRLA,,LC,NT,PT,Portugal,y,91568
Lycaena alciphron,P,,VU,30,LC,NT,RO,Romania,y,238392
Lycaena alciphron,P,,LC,1,LC,NT,RS,Serbia,,88361
Lycaena alciphron,P,,NRLA,,LC,NT,RU,Russia,,3972400
Lycaena alciphron,P,,VU,30,LC,NT,SI,Slovenia,y,20273
Lycaena alciphron,P,,VU,30,LC,NT,SK,Slovakia,y,49036
Lycaena alciphron,P,,NT,,LC,NT,UA,Ukraine,,603628
Lycaena bleusei,P,,NE,,LC,LC,ES,Spain,y,498468
Lycaena bleusei,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Lycaena candens,P,,VU,30,LC,LC,AL,Albania,,28748
Lycaena candens,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Lycaena candens,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Lycaena candens,P,,LC,1,LC,LC,GR,Greece,y,131940
Lycaena candens,P,,LC,1,LC,LC,HR,Croatia,y,56594
Lycaena candens,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Lycaena candens,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Lycaena candens,P,,LC,1,LC,LC,RS,Serbia,,88361
Lycaena dimorpha,P,,NRLA,,,,RU,Russia,,3972400
Lycaena dispar,P,,VU,30,LC,LC,AL,Albania,,28748
Lycaena dispar,P,,LC,1,LC,LC,AT,Austria,y,83858
Lycaena dispar,P,,NT,20,LC,LC,BA,Bosnia and Herzegovina,,51129
Lycaena dispar,P,,LC,1,LC,LC,BE,Belgium,y,30528
Lycaena dispar,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Lycaena dispar,P,,LC,1,LC,LC,BY,Belarus,,207600
Lycaena dispar,P,,VU,30,LC,LC,CH,Switzerland,,41290
Lycaena dispar,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Lycaena dispar,P,,VU,30,LC,LC,DE,Germany,y,357168
Lycaena dispar,Ex,,RE,100,LC,LC,DK,Denmark,y,44493
Lycaena dispar,P,,LC,,LC,LC,EE,Estonia,y,45339
Lycaena dispar,P,,NT,20,LC,LC,FI,Finland,y,338145
Lycaena dispar,P,,LC,1,LC,LC,FR,France,y,551394
Lycaena dispar,Ex,,RE,100,LC,LC,GB,United Kingdom,y,244820
Lycaena dispar,P,,VU,30,LC,LC,GR,Greece,y,131940
Lycaena dispar,P,,NT,20,LC,LC,HR,Croatia,y,56594
Lycaena dispar,P,,LC,1,LC,LC,HU,Hungary,y,93030
Lycaena dispar,P,,LC,1,LC,LC,IT,Italy,y,301318
Lycaena dispar,P,,NT,20,LC,LC,LT,Lithuania,y,65300
Lycaena dispar,P,,LC,1,LC,LC,LU,Luxembourg,y,2428
Lycaena dispar,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Lycaena dispar,P,,NRLA,,LC,LC,MD,Moldova,,33846
Lycaena dispar,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Lycaena dispar,P,,VU,30,LC,LC,MK,North Macedonia,,25713
Lycaena dispar,P,,CR,80,LC,LC,NL,Netherlands,y,41198
Lycaena dispar,P,,LC,1,LC,LC,PL,Poland,y,312685
Lycaena dispar,P,,VU,30,LC,LC,RO,Romania,y,238392
Lycaena dispar,P,,LC,1,LC,LC,RS,Serbia,,88361
Lycaena dispar,P,,NRLA,,LC,LC,RU,Russia,,3972400
Lycaena dispar,P,,VU,30,LC,LC,SI,Slovenia,y,20273
Lycaena dispar,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Lycaena dispar,P,,LC,,LC,LC,UA,Ukraine,,603628
Lycaena helle,P,,Unknown,,EN,LC,AD,Andorra,,468
Lycaena helle,P,,CR,80,EN,LC,AT,Austria,y,83858
Lycaena helle,P,,VU,30,EN,LC,BE,Belgium,y,30528
Lycaena helle,P,,EN,50,EN,LC,BG,Bulgaria,y,110994
Lycaena helle,P,,VU,30,EN,LC,BY,Belarus,,207600
Lycaena helle,P,,VU,30,EN,LC,CH,Switzerland,,41290
Lycaena helle,P,,CR,80,EN,LC,CZ,Czech Republic,y,78866
Lycaena helle,P,,EN,50,EN,LC,DE,Germany,y,357168
Lycaena helle,P,,EN,50,EN,LC,ES,Spain,y,498468
Lycaena helle,P,,EN,50,EN,LC,FI,Finland,y,338145
Lycaena helle,P,,NT,20,EN,LC,FR,France,y,551394
Lycaena helle,Ex,,RE,100,EN,LC,IT,Italy,y,301318
Lycaena helle,P,,EN,,EN,LC,LT,Lithuania,y,65300
Lycaena helle,P,,NT,20,EN,LC,LU,Luxembourg,y,2428
Lycaena helle,P,,VU,30,EN,LC,NO,Norway,,385178
Lycaena helle,P,,VU,30,EN,LC,PL,Poland,y,312685
Lycaena helle,P,,CR,80,EN,LC,RO,Romania,y,238392
Lycaena helle,P,,CR,,EN,LC,RS,Serbia,,88361
Lycaena helle,P,,NRLA,,EN,LC,RU,Russia,,3972400
Lycaena helle,P,,EN,50,EN,LC,SE,Sweden,y,449964
Lycaena helle,Ex,,RE,100,EN,LC,SK,Slovakia,y,49036
Lycaena helle,P,,VU,,EN,LC,UA,Ukraine,,603628
Lycaena hippothoe,P,,NT,20,LC,NT,AD,Andorra,,468
Lycaena hippothoe,P,,NT,20,LC,NT,AT,Austria,y,83858
Lycaena hippothoe,P,,LC,1,LC,NT,BA,Bosnia and Herzegovina,,51129
Lycaena hippothoe,P,,VU,30,LC,NT,BE,Belgium,y,30528
Lycaena hippothoe,P,,Unknown,1,LC,NT,BY,Belarus,,207600
Lycaena hippothoe,P,,LC,1,LC,NT,CH,Switzerland,,41290
Lycaena hippothoe,P,,NT,20,LC,NT,CZ,Czech Republic,y,78866
Lycaena hippothoe,P,,VU,30,LC,NT,DE,Germany,y,357168
Lycaena hippothoe,P,,VU,30,LC,NT,DK,Denmark,y,44493
Lycaena hippothoe,P,,LC,,LC,NT,EE,Estonia,y,45339
Lycaena hippothoe,P,,NE,,LC,NT,ES,Spain,y,498468
Lycaena hippothoe,P,,NT,20,LC,NT,FI,Finland,y,338145
Lycaena hippothoe,P,,LC,1,LC,NT,FR,France,y,551394
Lycaena hippothoe,P,,NT,20,LC,NT,HR,Croatia,y,56594
Lycaena hippothoe,P,,EN,50,LC,NT,HU,Hungary,y,93030
Lycaena hippothoe,P,,LC,1,LC,NT,IT,Italy,y,301318
Lycaena hippothoe,P,,NRLA,,LC,NT,LI,Liechtenstein,,160
Lycaena hippothoe,P,,LC,,LC,NT,LT,Lithuania,y,65300
Lycaena hippothoe,P,,CR,80,LC,NT,LU,Luxembourg,y,2428
Lycaena hippothoe,P,,NRLA,,LC,NT,LV,Latvia,y,64589
Lycaena hippothoe,Ex,,RE,100,LC,NT,NL,Netherlands,y,41198
Lycaena hippothoe,P,,LC,1,LC,NT,NO,Norway,,385178
Lycaena hippothoe,P,,NT,20,LC,NT,PL,Poland,y,312685
Lycaena hippothoe,P,,VU,30,LC,NT,RO,Romania,y,238392
Lycaena hippothoe,P,,DD,1,LC,NT,RS,Serbia,,88361
Lycaena hippothoe,P,,NRLA,,LC,NT,RU,Russia,,3972400
Lycaena hippothoe,P,,NT,20,LC,NT,SE,Sweden,y,449964
Lycaena hippothoe,P,,VU,30,LC,NT,SI,Slovenia,y,20273
Lycaena hippothoe,P,,LC,1,LC,NT,SK,Slovakia,y,49036
Lycaena hippothoe,P,,NT,,LC,NT,UA,Ukraine,,603628
Lycaena ottomana,P,,VU,30,LC,LC,AL,Albania,,28748
Lycaena ottomana,P,,NT,20,LC,LC,BA,Bosnia and Herzegovina,,51129
Lycaena ottomana,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Lycaena ottomana,P,,NT,20,LC,LC,GR,Greece,y,131940
Lycaena ottomana,P,,VU,30,LC,LC,HR,Croatia,y,56594
Lycaena ottomana,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Lycaena phlaeas,P,,LC,1,LC,LC,AD,Andorra,,468
Lycaena phlaeas,P,,Unknown,1,LC,LC,AL,Albania,,28748
Lycaena phlaeas,P,,LC,1,LC,LC,AT,Austria,y,83858
Lycaena phlaeas,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Lycaena phlaeas,P,,LC,1,LC,LC,BE,Belgium,y,30528
Lycaena phlaeas,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Lycaena phlaeas,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Lycaena phlaeas,P,,LC,1,LC,LC,CH,Switzerland,,41290
Lycaena phlaeas,P,,NRLA,,LC,LC,CY,Cyprus,y,9251
Lycaena phlaeas,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Lycaena phlaeas,P,,LC,1,LC,LC,DE,Germany,y,357168
Lycaena phlaeas,P,,LC,1,LC,LC,DK,Denmark,y,44493
Lycaena phlaeas,P,,LC,,LC,LC,EE,Estonia,y,45339
Lycaena phlaeas,P,,NE,,LC,LC,ES,Spain,y,498468
Lycaena phlaeas,P,,LC,1,LC,LC,FI,Finland,y,338145
Lycaena phlaeas,P,,LC,1,LC,LC,FR,France,y,551394
Lycaena phlaeas,P,,LC,1,LC,LC,GB,United Kingdom,y,244820
Lycaena phlaeas,P,,LC,1,LC,LC,GR,Greece,y,131940
Lycaena phlaeas,P,,LC,1,LC,LC,HR,Croatia,y,56594
Lycaena phlaeas,P,,LC,1,LC,LC,HU,Hungary,y,93030
Lycaena phlaeas,P,,LC,1,LC,LC,IE,Ireland,y,70273
Lycaena phlaeas,P,,LC,1,LC,LC,IT,Italy,y,301318
Lycaena phlaeas,P,,LC,,LC,LC,LT,Lithuania,y,65300
Lycaena phlaeas,P,,LC,1,LC,LC,LU,Luxembourg,y,2428
Lycaena phlaeas,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Lycaena phlaeas,P,,NRLA,,LC,LC,MA_CA,Spain,y,
Lycaena phlaeas,P,,NRLA,,LC,LC,MA_MA,Portugal,y,
Lycaena phlaeas,P,,NRLA,,LC,LC,MD,Moldova,,33846
Lycaena phlaeas,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Lycaena phlaeas,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Lycaena phlaeas,P,,NRLA,,LC,LC,MT,Malta,y,316
Lycaena phlaeas,P,,LC,1,LC,LC,NL,Netherlands,y,41198
Lycaena phlaeas,P,,LC,1,LC,LC,NO,Norway,,385178
Lycaena phlaeas,P,,LC,1,LC,LC,PL,Poland,y,312685
Lycaena phlaeas,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Lycaena phlaeas,P,,LC,1,LC,LC,RO,Romania,y,238392
Lycaena phlaeas,P,,LC,1,LC,LC,RS,Serbia,,88361
Lycaena phlaeas,P,,NRLA,,LC,LC,RU,Russia,,3972400
Lycaena phlaeas,P,,LC,1,LC,LC,SE,Sweden,y,449964
Lycaena phlaeas,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Lycaena phlaeas,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Lycaena phlaeas,P,,LC,,LC,LC,UA,Ukraine,,603628
Lycaena thersamon,P,,Unknown,1,LC,LC,AL,Albania,,28748
Lycaena thersamon,Ex,,RE,100,LC,LC,AT,Austria,y,83858
Lycaena thersamon,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Lycaena thersamon,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Lycaena thersamon,P,,NRLA,,LC,LC,CY,Cyprus,y,9251
Lycaena thersamon,Ex,,RE,100,LC,LC,CZ,Czech Republic,y,78866
Lycaena thersamon,P,,LC,1,LC,LC,GR,Greece,y,131940
Lycaena thersamon,P,,DD,1,LC,LC,HR,Croatia,y,56594
Lycaena thersamon,P,,LC,1,LC,LC,HU,Hungary,y,93030
Lycaena thersamon,P,,LC,1,LC,LC,IT,Italy,y,301318
Lycaena thersamon,P,,NRLA,,LC,LC,MD,Moldova,,33846
Lycaena thersamon,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Lycaena thersamon,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Lycaena thersamon,P,,VU,30,LC,LC,RO,Romania,y,238392
Lycaena thersamon,P,,LC,1,LC,LC,RS,Serbia,,88361
Lycaena thersamon,P,,NRLA,,LC,LC,RU,Russia,,3972400
Lycaena thersamon,P,,EN,50,LC,LC,SK,Slovakia,y,49036
Lycaena thersamon,P,,LC,,LC,LC,UA,Ukraine,,603628
Lycaena thetis,P,,NT,20,,,GR,Greece,y,131940
Lycaena tityrus,P,,LC,1,LC,LC,AD,Andorra,,468
Lycaena tityrus,P,,Unknown,1,LC,LC,AL,Albania,,28748
Lycaena tityrus,P,,LC,1,LC,LC,AT,Austria,y,83858
Lycaena tityrus,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Lycaena tityrus,P,,LC,1,LC,LC,BE,Belgium,y,30528
Lycaena tityrus,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Lycaena tityrus,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Lycaena tityrus,P,,LC,1,LC,LC,CH,Switzerland,,41290
Lycaena tityrus,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Lycaena tityrus,P,,LC,1,LC,LC,DE,Germany,y,357168
Lycaena tityrus,P,,VU,30,LC,LC,DK,Denmark,y,44493
Lycaena tityrus,P,,LC,,LC,LC,EE,Estonia,y,45339
Lycaena tityrus,P,,NE,,LC,LC,ES,Spain,y,498468
Lycaena tityrus,P,,LC,1,LC,LC,FR,France,y,551394
Lycaena tityrus,P,,LC,1,LC,LC,GR,Greece,y,131940
Lycaena tityrus,P,,LC,1,LC,LC,HR,Croatia,y,56594
Lycaena tityrus,P,,LC,1,LC,LC,HU,Hungary,y,93030
Lycaena tityrus,P,,LC,1,LC,LC,IT,Italy,y,301318
Lycaena tityrus,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Lycaena tityrus,P,,LC,,LC,LC,LT,Lithuania,y,65300
Lycaena tityrus,P,,LC,1,LC,LC,LU,Luxembourg,y,2428
Lycaena tityrus,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Lycaena tityrus,P,,NRLA,,LC,LC,MD,Moldova,,33846
Lycaena tityrus,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Lycaena tityrus,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Lycaena tityrus,P,,VU,30,LC,LC,NL,Netherlands,y,41198
Lycaena tityrus,P,,LC,1,LC,LC,PL,Poland,y,312685
Lycaena tityrus,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Lycaena tityrus,P,,NT,20,LC,LC,RO,Romania,y,238392
Lycaena tityrus,P,,LC,1,LC,LC,RS,Serbia,,88361
Lycaena tityrus,P,,NRLA,,LC,LC,RU,Russia,,3972400
Lycaena tityrus,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Lycaena tityrus,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Lycaena tityrus,P,,LC,,LC,LC,UA,Ukraine,,603628
Lycaena virgaureae,P,,LC,1,LC,LC,AD,Andorra,,468
Lycaena virgaureae,P,,Unknown,1,LC,LC,AL,Albania,,28748
Lycaena virgaureae,P,,NT,20,LC,LC,AT,Austria,y,83858
Lycaena virgaureae,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Lycaena virgaureae,P,,CR,80,LC,LC,BE,Belgium,y,30528
Lycaena virgaureae,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Lycaena virgaureae,P,,Unknown,1,LC,LC,BY,Belarus,,207600
