scientific_name,status,endemic,rlc,rlc_numeric,rlc_eur,rlc_eu27,country_code,country_name,part_of_eu,area
Colias alfacariensis,P,,LC,1,LC,LC,DE,Germany,y,357168
Colias alfacariensis,P,,NE,,LC,LC,ES,Spain,y,498468
Colias alfacariensis,P,,LC,1,LC,LC,FR,France,y,551394
Colias alfacariensis,P,,LC,1,LC,LC,GR,Greece,y,131940
Colias alfacariensis,P,,LC,1,LC,LC,HR,Croatia,y,56594
Colias alfacariensis,P,,LC,1,LC,LC,HU,Hungary,y,93030
Colias alfacariensis,P,,LC,1,LC,LC,IT,Italy,y,301318
Colias alfacariensis,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Colias alfacariensis,P,,NRLA,,LC,LC,MD,Moldova,,33846
Colias alfacariensis,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Colias alfacariensis,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Colias alfacariensis,P,,LC,1,LC,LC,PL,Poland,y,312685
Colias alfacariensis,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Colias alfacariensis,P,,LC,1,LC,LC,RO,Romania,y,238392
Colias alfacariensis,P,,LC,1,LC,LC,RS,Serbia,,88361
Colias alfacariensis,P,,NRLA,,LC,LC,RU,Russia,,3972400
Colias alfacariensis,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Colias alfacariensis,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Colias alfacariensis,P,,DD,,LC,LC,UA,Ukraine,,603628
Colias aurorina,P,,Unknown,1,LC,LC,AL,Albania,,28748
Colias aurorina,P,,LC,1,LC,LC,GR,Greece,y,131940
Colias caucasica,P,,Unknown,1,LC,LC,AL,Albania,,28748
Colias caucasica,P,,VU,30,LC,LC,BA,Bosnia and Herzegovina,,51129
Colias caucasica,P,,VU,30,LC,LC,BG,Bulgaria,y,110994
Colias caucasica,P,,NT,20,LC,LC,GR,Greece,y,131940
Colias caucasica,P,,Unknown,1,LC,LC,HR,Croatia,y,56594
Colias caucasica,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Colias caucasica,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Colias caucasica,P,,VU,30,LC,LC,RS,Serbia,,88361
Colias chrysotheme,P,,CR,80,VU,VU,AT,Austria,y,83858
Colias chrysotheme,Ex,,RE,100,VU,VU,CZ,Czech Republic,y,78866
Colias chrysotheme,P,,VU,30,VU,VU,HU,Hungary,y,93030
Colias chrysotheme,P,,NRLA,,VU,VU,MD,Moldova,,33846
Colias chrysotheme,P,,VU,30,VU,VU,RO,Romania,y,238392
Colias chrysotheme,P,,NRLA,,VU,VU,RU,Russia,,3972400
Colias chrysotheme,P,,CR,,VU,VU,SK,Slovakia,y,49036
Colias chrysotheme,P,,EN,,VU,VU,UA,Ukraine,,603628
Colias crocea,M,,LC,1,LC,LC,AD,Andorra,,468
Colias crocea,P,,Unknown,1,LC,LC,AL,Albania,,28748
Colias crocea,P,,NE,,LC,LC,AT,Austria,y,83858
Colias crocea,M,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Colias crocea,M,,LC,1,LC,LC,BE,Belgium,y,30528
Colias crocea,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Colias crocea,M,,LC,1,LC,LC,CH,Switzerland,,41290
Colias crocea,P,,NRLA,,LC,LC,CY,Cyprus,y,9251
Colias crocea,M,,NE,,LC,LC,CZ,Czech Republic,y,78866
Colias crocea,M,,LC,1,LC,LC,DE,Germany,y,357168
Colias crocea,M,,NtA,,LC,LC,DK,Denmark,y,44493
Colias crocea,P,,NE,,LC,LC,ES,Spain,y,498468
Colias crocea,P,,LC,1,LC,LC,FR,France,y,551394
Colias crocea,M,,LC,1,LC,LC,GB,United Kingdom,y,244820
Colias crocea,M,,LC,1,LC,LC,GR,Greece,y,131940
Colias crocea,P,,LC,1,LC,LC,HR,Croatia,y,56594
Colias crocea,M,,LC,1,LC,LC,HU,Hungary,y,93030
Colias crocea,M,,LC,1,LC,LC,IE,Ireland,y,70273
Colias crocea,P,,LC,1,LC,LC,IT,Italy,y,301318
Colias crocea,M,,NRLA,,LC,LC,LI,Liechtenstein,,160
Colias crocea,M,,LC,1,LC,LC,LU,Luxembourg,y,2428
Colias crocea,M,,NRLA,,LC,LC,LV,Latvia,y,64589
Colias crocea,P,,NRLA,,LC,LC,MA_AZ,Portugal,y,
Colias crocea,P,,NRLA,,LC,LC,MA_CA,Spain,y,
Colias crocea,P,,NRLA,,LC,LC,MA_MA,Portugal,y,
Colias crocea,P,,NRLA,,LC,LC,MD,Moldova,,33846
Colias crocea,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Colias crocea,M,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Colias crocea,P,,NRLA,,LC,LC,MT,Malta,y,316
Colias crocea,M,,NE,,LC,LC,NL,Netherlands,y,41198
Colias crocea,M,,LC,1,LC,LC,PL,Poland,y,312685
Colias crocea,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Colias crocea,P,,LC,1,LC,LC,RO,Romania,y,238392
Colias crocea,P,,LC,1,LC,LC,RS,Serbia,,88361
Colias crocea,P,,NRLA,,LC,LC,RU,Russia,,3972400
Colias crocea,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Colias crocea,M,,LC,1,LC,LC,SK,Slovakia,y,49036
Colias crocea,P,,LC,,LC,LC,UA,Ukraine,,603628
Colias erate,P,,LC,1,LC,LC,AT,Austria,y,83858
Colias erate,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Colias erate,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Colias erate,P,,LC,1,LC,LC,GR,Greece,y,131940
Colias erate,P,,LC,1,LC,LC,HR,Croatia,y,56594
Colias erate,P,,LC,1,LC,LC,HU,Hungary,y,93030
Colias erate,P,,NRLA,,LC,LC,MD,Moldova,,33846
Colias erate,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Colias erate,P,,NT,20,LC,LC,RO,Romania,y,238392
Colias erate,P,,LC,1,LC,LC,RS,Serbia,,88361
Colias erate,P,,NRLA,,LC,LC,RU,Russia,,3972400
Colias erate,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Colias erate,P,,LC,,LC,LC,UA,Ukraine,,603628
Colias hecla,P,,VU,30,NT,NT,FI,Finland,y,338145
Colias hecla,P,,LC,1,NT,NT,NO,Norway,,385178
Colias hecla,P,,NRLA,,NT,NT,RU,Russia,,3972400
Colias hecla,P,,NT,20,NT,NT,SE,Sweden,y,449964
Colias hyale,P,,LC,1,LC,LC,AT,Austria,y,83858
Colias hyale,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Colias hyale,M,,LC,1,LC,LC,BE,Belgium,y,30528
Colias hyale,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Colias hyale,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Colias hyale,P,,LC,1,LC,LC,CH,Switzerland,,41290
Colias hyale,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Colias hyale,P,,LC,1,LC,LC,DE,Germany,y,357168
Colias hyale,M,,LC,1,LC,LC,DK,Denmark,y,44493
Colias hyale,P,,NT,,LC,LC,EE,Estonia,y,45339
Colias hyale,M,,NtA,,LC,LC,FI,Finland,y,338145
Colias hyale,P,,LC,1,LC,LC,FR,France,y,551394
Colias hyale,P,,LC,1,LC,LC,HR,Croatia,y,56594
Colias hyale,P,,LC,1,LC,LC,HU,Hungary,y,93030
Colias hyale,P,,LC,1,LC,LC,IT,Italy,y,301318
Colias hyale,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Colias hyale,P,,LC,,LC,LC,LT,Lithuania,y,65300
Colias hyale,M,,NE,,LC,LC,LU,Luxembourg,y,2428
Colias hyale,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Colias hyale,P,,NRLA,,LC,LC,MD,Moldova,,33846
Colias hyale,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Colias hyale,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Colias hyale,M,,NE,,LC,LC,NL,Netherlands,y,41198
Colias hyale,P,,LC,1,LC,LC,PL,Poland,y,312685
Colias hyale,P,,LC,1,LC,LC,RO,Romania,y,238392
Colias hyale,P,,LC,1,LC,LC,RS,Serbia,,88361
Colias hyale,P,,NRLA,,LC,LC,RU,Russia,,3972400
Colias hyale,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Colias hyale,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Colias hyale,P,,LC,,LC,LC,UA,Ukraine,,603628
Colias myrmidone,P,,CR,80,EN,CR,AT,Austria,y,83858
Colias myrmidone,P,,VU,30,EN,CR,BY,Belarus,,207600
Colias myrmidone,Ex,,RE,100,EN,CR,CZ,Czech Republic,y,78866
Colias myrmidone,Ex,,RE,100,EN,CR,DE,Germany,y,357168
Colias myrmidone,P,,CR,80,EN,CR,HR,Croatia,y,56594
Colias myrmidone,Ex,,RE,100,EN,CR,HU,Hungary,y,93030
Colias myrmidone,P,,NRLA,,EN,CR,LV,Latvia,y,64589
Colias myrmidone,P,,EN,50,EN,CR,PL,Poland,y,312685
Colias myrmidone,P,,EN,50,EN,CR,RO,Romania,y,238392
Colias myrmidone,P,,CR,,EN,CR,RS,Serbia,,88361
Colias myrmidone,P,,NRLA,,EN,CR,RU,Russia,,3972400
Colias myrmidone,Ex,,RE,100,EN,CR,SI,Slovenia,y,20273
Colias myrmidone,P,,CR,,EN,CR,SK,Slovakia,y,49036
Colias myrmidone,P,,CR,,EN,CR,UA,Ukraine,,603628
Colias palaeno,P,,VU,30,LC,LC,AT,Austria,y,83858
Colias palaeno,Ex,,RE,100,LC,LC,BE,Belgium,y,30528
Colias palaeno,P,,NT,20,LC,LC,BY,Belarus,,207600
Colias palaeno,P,,NT,20,LC,LC,CH,Switzerland,,41290
Colias palaeno,P,,VU,30,LC,LC,CZ,Czech Republic,y,78866
Colias palaeno,P,,EN,50,LC,LC,DE,Germany,y,357168
Colias palaeno,P,,LC,,LC,LC,EE,Estonia,y,45339
Colias palaeno,P,,LC,1,LC,LC,FI,Finland,y,338145
Colias palaeno,P,,LC,1,LC,LC,FR,France,y,551394
Colias palaeno,P,,LC,1,LC,LC,IT,Italy,y,301318
Colias palaeno,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Colias palaeno,P,,LC,,LC,LC,LT,Lithuania,y,65300
Colias palaeno,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Colias palaeno,P,,LC,1,LC,LC,NO,Norway,,385178
Colias palaeno,P,,EN,50,LC,LC,PL,Poland,y,312685
Colias palaeno,Ex,,RE,100,LC,LC,RO,Romania,y,238392
Colias palaeno,P,,NRLA,,LC,LC,RU,Russia,,3972400
Colias palaeno,P,,LC,1,LC,LC,SE,Sweden,y,449964
Colias palaeno,P,,CR,,LC,LC,SK,Slovakia,y,49036
Colias palaeno,P,,EN,,LC,LC,UA,Ukraine,,603628
Colias phicomone,P,,NT,20,NT,NT,AD,Andorra,,468
Colias phicomone,P,,LC,1,NT,NT,AT,Austria,y,83858
Colias phicomone,P,,LC,1,NT,NT,CH,Switzerland,,41290
Colias phicomone,P,,LC,1,NT,NT,DE,Germany,y,357168
Colias phicomone,P,,NE,,NT,NT,ES,Spain,y,498468
Colias phicomone,P,,LC,1,NT,NT,FR,France,y,551394
Colias phicomone,P,,LC,1,NT,NT,IT,Italy,y,301318
Colias phicomone,P,,NRLA,,NT,NT,LI,Liechtenstein,,160
Colias tyche,P,,NT,20,LC,LC,FI,Finland,y,338145
Colias tyche,P,,LC,1,LC,LC,NO,Norway,,385178
Colias tyche,P,,NRLA,,LC,LC,RU,Russia,,3972400
Colias tyche,P,,LC,1,LC,LC,SE,Sweden,y,449964
Colotis evagore,P,,NE,,,,ES,Spain,y,498468
Cupido alcetas,P,,NT,20,LC,LC,AD,Andorra,,468
Cupido alcetas,P,,Unknown,1,LC,LC,AL,Albania,,28748
Cupido alcetas,P,,DD,1,LC,LC,AT,Austria,y,83858
Cupido alcetas,P,,VU,30,LC,LC,BA,Bosnia and Herzegovina,,51129
Cupido alcetas,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Cupido alcetas,P,,NT,20,LC,LC,CH,Switzerland,,41290
Cupido alcetas,P,,CR,80,LC,LC,CZ,Czech Republic,y,78866
Cupido alcetas,P,,NE,,LC,LC,ES,Spain,y,498468
Cupido alcetas,P,,LC,1,LC,LC,FR,France,y,551394
Cupido alcetas,P,,LC,1,LC,LC,GR,Greece,y,131940
Cupido alcetas,P,,LC,1,LC,LC,HR,Croatia,y,56594
Cupido alcetas,P,,NT,20,LC,LC,HU,Hungary,y,93030
Cupido alcetas,P,,LC,1,LC,LC,IT,Italy,y,301318
Cupido alcetas,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Cupido alcetas,P,,NRLA,,LC,LC,MD,Moldova,,33846
Cupido alcetas,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Cupido alcetas,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Cupido alcetas,P,,VU,30,LC,LC,RO,Romania,y,238392
Cupido alcetas,P,,LC,1,LC,LC,RS,Serbia,,88361
Cupido alcetas,P,,NRLA,,LC,LC,RU,Russia,,3972400
Cupido alcetas,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Cupido alcetas,P,,VU,30,LC,LC,SK,Slovakia,y,49036
Cupido alcetas,P,,VU,,LC,LC,UA,Ukraine,,603628
Cupido argiades,P,,EN,50,LC,LC,AD,Andorra,,468
Cupido argiades,P,,Unknown,1,LC,LC,AL,Albania,,28748
Cupido argiades,P,,LC,1,LC,LC,AT,Austria,y,83858
Cupido argiades,P,,LC,1,LC,LC,BA,Bosnia and Herzegovina,,51129
Cupido argiades,Ex,,RE,100,LC,LC,BE,Belgium,y,30528
Cupido argiades,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Cupido argiades,P,,Unknown,1,LC,LC,BY,Belarus,,207600
Cupido argiades,P,,NT,20,LC,LC,CH,Switzerland,,41290
Cupido argiades,P,,NE,,LC,LC,CZ,Czech Republic,y,78866
Cupido argiades,P,,NT,20,LC,LC,DE,Germany,y,357168
Cupido argiades,P,,LC,,LC,LC,EE,Estonia,y,45339
Cupido argiades,P,,NE,,LC,LC,ES,Spain,y,498468
Cupido argiades,P,,VU,30,LC,LC,FI,Finland,y,338145
Cupido argiades,P,,LC,1,LC,LC,FR,France,y,551394
Cupido argiades,P,,LC,1,LC,LC,GR,Greece,y,131940
Cupido argiades,P,,LC,1,LC,LC,HR,Croatia,y,56594
Cupido argiades,P,,LC,1,LC,LC,HU,Hungary,y,93030
Cupido argiades,P,,LC,1,LC,LC,IT,Italy,y,301318
Cupido argiades,M,,NRLA,,LC,LC,LI,Liechtenstein,,160
Cupido argiades,P,,LC,,LC,LC,LT,Lithuania,y,65300
Cupido argiades,P,,NE,,LC,LC,LU,Luxembourg,y,2428
Cupido argiades,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Cupido argiades,P,,NRLA,,LC,LC,MD,Moldova,,33846
Cupido argiades,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Cupido argiades,M,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Cupido argiades,P,,NE,,LC,LC,NL,Netherlands,y,41198
Cupido argiades,P,,LC,1,LC,LC,PL,Poland,y,312685
Cupido argiades,P,,LC,1,LC,LC,RO,Romania,y,238392
Cupido argiades,P,,LC,1,LC,LC,RS,Serbia,,88361
Cupido argiades,P,,NRLA,,LC,LC,RU,Russia,,3972400
Cupido argiades,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Cupido argiades,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Cupido argiades,P,,LC,,LC,LC,UA,Ukraine,,603628
Cupido decoloratus,P,,Unknown,1,NT,LC,AL,Albania,,28748
Cupido decoloratus,P,,LC,1,NT,LC,AT,Austria,y,83858
Cupido decoloratus,P,,CR,80,NT,LC,BA,Bosnia and Herzegovina,,51129
Cupido decoloratus,P,,LC,1,NT,LC,BG,Bulgaria,y,110994
Cupido decoloratus,P,,DD,1,NT,LC,BY,Belarus,,207600
Cupido decoloratus,P,,NT,20,NT,LC,CZ,Czech Republic,y,78866
Cupido decoloratus,P,,LC,1,NT,LC,GR,Greece,y,131940
Cupido decoloratus,P,,LC,1,NT,LC,HR,Croatia,y,56594
Cupido decoloratus,P,,NT,20,NT,LC,HU,Hungary,y,93030
Cupido decoloratus,P,,NRLA,,NT,LC,MD,Moldova,,33846
Cupido decoloratus,P,,NRLA,,NT,LC,ME,Montenegro,,13812
Cupido decoloratus,P,,Unknown,1,NT,LC,MK,North Macedonia,,25713
Cupido decoloratus,P,,VU,30,NT,LC,RO,Romania,y,238392
Cupido decoloratus,P,,LC,1,NT,LC,RS,Serbia,,88361
Cupido decoloratus,P,,NRLA,,NT,LC,RU,Russia,,3972400
Cupido decoloratus,P,,NT,20,NT,LC,SI,Slovenia,y,20273
Cupido decoloratus,P,,LC,1,NT,LC,SK,Slovakia,y,49036
Cupido decoloratus,P,,NT,,NT,LC,UA,Ukraine,,603628
Cupido lorquinii,P,,NE,,LC,LC,ES,Spain,y,498468
Cupido lorquinii,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Cupido minimus,P,,LC,1,LC,LC,AD,Andorra,,468
Cupido minimus,P,,VU,30,LC,LC,AL,Albania,,28748
Cupido minimus,P,,LC,1,LC,LC,AT,Austria,y,83858
Cupido minimus,P,,NT,20,LC,LC,BA,Bosnia and Herzegovina,,51129
Cupido minimus,P,,NT,20,LC,LC,BE,Belgium,y,30528
Cupido minimus,P,,LC,1,LC,LC,BG,Bulgaria,y,110994
Cupido minimus,P,,LC,1,LC,LC,BY,Belarus,,207600
Cupido minimus,P,,LC,1,LC,LC,CH,Switzerland,,41290
Cupido minimus,P,,VU,30,LC,LC,CZ,Czech Republic,y,78866
Cupido minimus,P,,LC,1,LC,LC,DE,Germany,y,357168
Cupido minimus,P,,LC,1,LC,LC,DK,Denmark,y,44493
Cupido minimus,P,,LC,,LC,LC,EE,Estonia,y,45339
Cupido minimus,P,,NE,,LC,LC,ES,Spain,y,498468
Cupido minimus,P,,EN,50,LC,LC,FI,Finland,y,338145
Cupido minimus,P,,LC,1,LC,LC,FR,France,y,551394
Cupido minimus,P,,NT,20,LC,LC,GB,United Kingdom,y,244820
Cupido minimus,P,,LC,1,LC,LC,GR,Greece,y,131940
Cupido minimus,P,,LC,1,LC,LC,HR,Croatia,y,56594
Cupido minimus,P,,LC,1,LC,LC,HU,Hungary,y,93030
Cupido minimus,P,,EN,50,LC,LC,IE,Ireland,y,70273
Cupido minimus,P,,LC,1,LC,LC,IT,Italy,y,301318
Cupido minimus,P,,NRLA,,LC,LC,LI,Liechtenstein,,160
Cupido minimus,P,,LC,,LC,LC,LT,Lithuania,y,65300
Cupido minimus,P,,EN,50,LC,LC,LU,Luxembourg,y,2428
Cupido minimus,P,,NRLA,,LC,LC,LV,Latvia,y,64589
Cupido minimus,P,,NRLA,,LC,LC,MD,Moldova,,33846
Cupido minimus,P,,NRLA,,LC,LC,ME,Montenegro,,13812
Cupido minimus,P,,Unknown,1,LC,LC,MK,North Macedonia,,25713
Cupido minimus,Ex,,RE,100,LC,LC,NL,Netherlands,y,41198
Cupido minimus,P,,LC,1,LC,LC,NO,Norway,,385178
Cupido minimus,P,,LC,1,LC,LC,PL,Poland,y,312685
Cupido minimus,P,,NRLA,,LC,LC,PT,Portugal,y,91568
Cupido minimus,P,,LC,1,LC,LC,RO,Romania,y,238392
Cupido minimus,P,,LC,1,LC,LC,RS,Serbia,,88361
Cupido minimus,P,,NRLA,,LC,LC,RU,Russia,,3972400
Cupido minimus,P,,NT,20,LC,LC,SE,Sweden,y,449964
Cupido minimus,P,,LC,1,LC,LC,SI,Slovenia,y,20273
Cupido minimus,P,,LC,1,LC,LC,SK,Slovakia,y,49036
Cupido minimus,P,,NT,,LC,LC,UA,Ukraine,,603628
