"usageKey","scientificName","rank","order","matchType","phylum","kingdom","genus","class","confidence","synonym","status","family","scientificNameLocal","scientificNameEU","license","rightsHolder","accessRights","datasetName","occurrencestatus","language","datasetID","kingdom1","phylum1","class1","taxonID"
1894134,"Clossiana selenis Eversmann, 1837","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Clossiana","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Clossiana selenis","Boloria selenis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1894134:79fbfe087b61e1711f8ceb3af4e5b3e8"
1894279,"Clossiana thore Hübner, 1800-1823","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Clossiana","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Clossiana thore","Boloria thore","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1894279:6b2c989da64f4d5a3812781a6c4303f2"
8170833,"Clossiana titania Esper, 1790","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Clossiana","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Clossiana titania","Boloria titania","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8170833:312b15f0e07d438e6788610e3c11a8e1"
1911078,"Coenonympha Hübner, 1819","GENUS","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",94,FALSE,"ACCEPTED","Nymphalidae","Coenonympha (darwiniana) macrocomma","Coenonympha gardetta","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911078:6428c25e056d9dc352fb8a1d6976c263"
1911503,"Coenonympha amaryllis (Stoll, 1782)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha amaryllis","Coenonympha amaryllis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911503:bb046182290796c24e153c54f1888c24"
7728366,"Coenonympha arcania (Linnaeus, 1761)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha arcania","Coenonympha arcania","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","7728366:d889618f966e69c079c9593cad8501a0"
8328627,"Coenonympha corinna (Hubner, 1804)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha corinna","Coenonympha corinna","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8328627:398f6e048eb7d84e9203714b0de29ff3"
1911078,"Coenonympha Hübner, 1819","GENUS","Lepidoptera","HIGHERRANK","Arthropoda","Animalia","Coenonympha","Insecta",94,FALSE,"ACCEPTED","Nymphalidae","Coenonympha darwiniana","Coenonympha gardetta","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911078:6428c25e056d9dc352fb8a1d6976c263"
8396242,"Coenonympha dorus (Esper, 1782)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha dorus","Coenonympha dorus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8396242:2437dc42a6a197b41d1c210bf8bcbd6d"
1911078,"Coenonympha Hübner, 1819","GENUS","Lepidoptera","HIGHERRANK","Arthropoda","Animalia","Coenonympha","Insecta",94,FALSE,"ACCEPTED","Nymphalidae","Coenonympha elbana","Coenonympha corinna","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911078:6428c25e056d9dc352fb8a1d6976c263"
1911467,"Coenonympha gardetta (de Prunner, 1798)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha gardetta","Coenonympha gardetta","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911467:c5c013390cd7cf08a661d55e8d007032"
1911125,"Coenonympha glycerion (Borkhausen, 1788)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha glycerion","Coenonympha glycerion","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911125:db09655147342bf75413ad077cccbed0"
1911168,"Coenonympha hero (Linnaeus, 1761)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha hero","Coenonympha hero","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911168:542ff53d9fbee2a0e2202966b2b4a07f"
8332002,"Coenonympha iphioides Staudinger, 1870","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,TRUE,"SYNONYM","Nymphalidae","Coenonympha iphioides","Coenonympha glycerion","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8332002:2123909ea9b65a5da608c77bbeab855c"
1911298,"Coenonympha leander (Esper, 1784)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha leander","Coenonympha leander","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911298:b48f9ca01f20bba301b74c90cd510301"
1911078,"Coenonympha Hübner, 1819","GENUS","Lepidoptera","HIGHERRANK","Arthropoda","Animalia","Coenonympha","Insecta",94,FALSE,"ACCEPTED","Nymphalidae","Coenonympha lyllus","Coenonympha pamphilus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911078:6428c25e056d9dc352fb8a1d6976c263"
1911093,"Coenonympha oedippus (Fabricius, 1787)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha oedippus","Coenonympha oedippus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911093:7bdfbd9aa857a9b6447e90a87f2acafd"
1911177,"Coenonympha orientalis Rebel, 1910","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha orientalis","Coenonympha orientalis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911177:faa4073ca3b91373bf4e75412cfeef9f"
1911461,"Coenonympha pamphilus (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha pamphilus","Coenonympha pamphilus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911461:0a6a37f80cc4516076bb586f87165a1a"
1911107,"Coenonympha rhodopensis Elwes, 1900","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha rhodopensis","Coenonympha rhodopensis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911107:60333858b20add936ef717d8de70ea14"
1911122,"Coenonympha thyrsis (Freyer, 1845)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha thyrsis","Coenonympha thyrsis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911122:9292893ec758cb82925c82f47ff09a3d"
1911112,"Coenonympha tullia (Muller, 1764)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Coenonympha","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Coenonympha tullia","Coenonympha tullia","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1911112:c87e3a471096269189e950a874d11cc3"
8203812,"Colias alfacariensis Ribbe, 1905","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias alfacariensis","Colias alfacariensis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8203812:37981e0194c4d867c00a8f07b0323001"
5137682,"Colias aurorina Herrich-Schaffer, 1850","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias aurorina","Colias aurorina","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137682:d062d4d4528f90073c0af8e9e737a64d"
5137668,"Colias caucasica Staudinger, 1871","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias caucasica","Colias caucasica","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137668:ad956e3af51bff37835c99d4d35ab7d8"
8827264,"Colias caucasica balcanica Rebel, 1901","SUBSPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias caucasica balcanica","Colias caucasica","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8827264:10f779d534a7d5ca288062a65c5f0990"
5137677,"Colias chrysotheme (Esper, 1781)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias chrysotheme","Colias chrysotheme","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137677:ee8a8bcbdb24a69732bf23d67728a3fd"
5137612,"Colias croceus (Fourcroy, 1785)","SPECIES","Lepidoptera","FUZZY","Arthropoda","Animalia","Colias","Insecta",96,FALSE,"ACCEPTED","Pieridae","Colias crocea","Colias croceus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137612:d6dd3a5a8ab2fdeed9b3b89b0da70e04"
5137612,"Colias croceus (Fourcroy, 1785)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias croceus","Colias croceus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137612:d6dd3a5a8ab2fdeed9b3b89b0da70e04"
5137578,"Colias erate (Esper, 1805)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias erate","Colias erate","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137578:583f6ddfc569c6021cefec131d997976"
5137595,"Colias hecla Lefebvre, 1836","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias hecla","Colias hecla","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137595:01456f67917eac8bc0964aa0758529f7"
5137706,"Colias hyale (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias hyale","Colias hyale","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137706:e5a648d9d648a03991e12d88f871775a"
5137708,"Colias myrmidone (Esper, 1781)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias myrmidone","Colias myrmidone","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137708:e56a487ae95097b6b66432cc46182b0e"
5137582,"Colias palaeno (Linnaeus, 1761)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias palaeno","Colias palaeno","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137582:3a0be32cc6726888d6e50546bcd2e4a6"
5137695,"Colias phicomone (Esper, 1780)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias phicomone","Colias phicomone","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137695:91ac47b71e025219a5024511591f98f3"
5137636,"Colias tyche (Bober, 1812)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colias","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colias tyche","Colias tyche","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5137636:ccc5503737e7f785478ea70d43ea6220"
1920395,"Colotis evagore (Klug, 1829)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Colotis","Insecta",98,FALSE,"ACCEPTED","Pieridae","Colotis evagore","Colotis evagore","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1920395:a152f5ec30995aae7d9568077195fb65"
7985111,"Cupido alcetas (Hoffmannsegg, 1804)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cupido","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cupido alcetas","Cupido alcetas","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","7985111:675e7cf5612953dd39f591d2d558e390"
4535140,"Cupido argiades (Pallas, 1771)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cupido","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cupido argiades","Cupido argiades","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","4535140:ac7614bca60e046a9f10a75cc0e20d62"
5138919,"Cupido carswelli Stempffer, 1927","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cupido","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cupido carswelli","Cupido lorquinii","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5138919:76885de91767e64fa31e431085c0964e"
8068808,"Cupido decolorata (Staudinger, 1886)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cupido","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cupido decolorata","Cupido decolorata","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8068808:e1add30049e64baabff4983a3ece64ce"
8068808,"Cupido decolorata (Staudinger, 1886)","SPECIES","Lepidoptera","FUZZY","Arthropoda","Animalia","Cupido","Insecta",96,FALSE,"ACCEPTED","Lycaenidae","Cupido decoloratus","Cupido decolorata","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8068808:e1add30049e64baabff4983a3ece64ce"
1926166,"Cupido lorquinii (Herrich-Schaffer, 1847)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cupido","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cupido lorquinii","Cupido lorquinii","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1926166:455d87d840bfedf437516741dd566a49"
1926260,"Cupido minimus (Fuessly, 1775)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cupido","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cupido minimus","Cupido minimus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1926260:5dd8bb826c36d34909d129294a679ffe"
8030835,"Cupido osiris (Meigen, 1829)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cupido","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cupido osiris","Cupido osiris","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8030835:a7b0dbd855926e8ee518c01c6478f846"
5139156,"Cyaniris semiargus (Rottemburg, 1775)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cyaniris","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cyaniris semiargus","Cyaniris semiargus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5139156:e2055b81061672239b8e47af496eb3af"
1925410,"Cyclyrius webbianus (Brulle, 1839)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Cyclyrius","Insecta",98,FALSE,"ACCEPTED","Lycaenidae","Cyclyrius webbianus","Cyclyrius webbianus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1925410:c20e09bd2e657cf78b1ee0b7d4cbab0f"
,,,,"NONE",,,,,100,FALSE,,,"Cynhtia cardui","Vanessa cardui","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","NA:55611e71b358a30158c61810ad802435"
7642610,"Danaus chrysippus (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Danaus","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Danaus chrysippus","Danaus chrysippus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","7642610:85127893f7c3c80a55828c530d3b22be"
5133088,"Danaus plexippus (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Danaus","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Danaus plexippus","Danaus plexippus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5133088:71d1bb62690626f9ef6fd0a986ccd3eb"
8309224,"Driopa mnemosyne (Linnaeus, 1758)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Parnassius","Insecta",98,TRUE,"SYNONYM","Papilionidae","Driopa mnemosyne","Parnassius mnemosyne","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8309224:872da7649384842871f283a7ad17304c"
1913456,"Erebia Dalman, 1816","GENUS","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",92,FALSE,"ACCEPTED","Nymphalidae","Erebia (pandrose) sthennyo","Erebia sthennyo","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1913456:8eeadf2602993d17a42d6db9be16ef8b"
5134788,"Erebia aethiopellus (Hoffmannsegg, 1806)","SPECIES","Lepidoptera","FUZZY","Arthropoda","Animalia","Erebia","Insecta",96,FALSE,"ACCEPTED","Nymphalidae","Erebia aethiopella","Erebia aethiopellus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5134788:cde238afed37793dac0f9fdf3a0c3a8f"
5134788,"Erebia aethiopellus (Hoffmannsegg, 1806)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia aethiopellus","Erebia aethiopellus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5134788:cde238afed37793dac0f9fdf3a0c3a8f"
7682743,"Erebia aethiops (Esper, 1777)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia aethiops","Erebia aethiops","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","7682743:bcfe34e829c07dc962298f6ed28e62a2"
1913456,"Erebia Dalman, 1816","GENUS","Lepidoptera","HIGHERRANK","Arthropoda","Animalia","Erebia","Insecta",92,FALSE,"ACCEPTED","Nymphalidae","Erebia afra","Proterebia phegea","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","1913456:8eeadf2602993d17a42d6db9be16ef8b"
7802074,"Erebia alberganus (de Prunner, 1798)","SPECIES","Lepidoptera","FUZZY","Arthropoda","Animalia","Erebia","Insecta",96,FALSE,"ACCEPTED","Nymphalidae","Erebia albergana","Erebia alberganus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","7802074:db84e6354c6160db0f7ed75e5a49ed3d"
7802074,"Erebia alberganus (de Prunner, 1798)","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia alberganus","Erebia alberganus","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","7802074:db84e6354c6160db0f7ed75e5a49ed3d"
8414157,"Erebia arvernensis Oberthür, 1908","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia arvernensis","Erebia arvernensis","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","8414157:f2ea4ae979dc6a055f44f5d5f9b93411"
5134769,"Erebia bubastis Eisner, 1946","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,TRUE,"SYNONYM","Nymphalidae","Erebia bubastis","Erebia manto","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5134769:01ffc9f0f475ac817b1585293e728953"
5135314,"Erebia calcaria Lorkovic, 1953","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia calcaria","Erebia calcaria","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5135314:b8103d923398bde3e94d8dbf20eeb3b2"
5135304,"Erebia callias W.H.Edwards, 1871","SPECIES","Lepidoptera","EXACT","Arthropoda","Animalia","Erebia","Insecta",98,FALSE,"ACCEPTED","Nymphalidae","Erebia callias","Erebia callias","http://creativecommons.org/publicdomain/zero/1.0/","INBO","http://www.inbo.be/en/norms-for-data-use","Butterfly Species List Europe","present","EN","DOI","Animalia","Artropoda","Insecta","5135304:d2cdad0eadcbb94ef424ba370dbb591f"
