"usageKey","scientificName","rank","matchType","kingdom","phylum","class","order","family","genus","confidence","synonym","status","SpeciesnameLocal","SpeciesnameEurope","CountryCode","RedListCategory","Status","Use","Comments"
5138662,"Plebejus pyrenaica (Boisduval, 1840)","SPECIES","FUZZY","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Plebejus",96,FALSE,"ACCEPTED","Plebejus pyrenaicus","Agriades dardanus","GR","EN","Breeding","y","Comment Rudi Verovnik: should be Agriades dardanus; Status change from NT to EN; Legakis & Maragou 2009"
1926054,"Agriades glandon (Prunner, 1798)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Plebejus",98,TRUE,"SYNONYM","Agriades glandon","Agriades glandon","FR","LC","Breeding","y",
1926054,"Agriades glandon (Prunner, 1798)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Plebejus",98,TRUE,"SYNONYM","Agriades glandon","Agriades glandon","IT","LC","Breeding","y",
1926054,"Agriades glandon (Prunner, 1798)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Plebejus",98,TRUE,"SYNONYM","Agriades glandon","Agriades glandon","ES","NE","Breeding","y",
1926054,"Agriades glandon (Prunner, 1798)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Plebejus",98,TRUE,"SYNONYM","Agriades glandon","Agriades glandon","LI","No Red List available","Breeding","y",
8422481,"Plebeius glandon (de Prunner, 1798)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Plebejus",98,TRUE,"SYNONYM","Plebeius glandon","Agriades glandon","CH","LC","Breeding","y",
8422481,"Plebeius glandon (de Prunner, 1798)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Plebejus",98,TRUE,"SYNONYM","Plebeius glandon","Agriades glandon","DE","R","Breeding","y",
5714622,"Plebejus glandon (de Prunner, 1798)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Plebejus",98,FALSE,"ACCEPTED","Plebejus glandon","Agriades glandon","AD","NT","Breeding","y",
5714622,"Plebejus glandon (de Prunner, 1798)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Plebejus",98,FALSE,"ACCEPTED","Plebejus glandon","Agriades glandon","AT","NT","Breeding","y",
8020665,"Agriades optilete (Knoch, 1781), 2012","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Plebejus",98,TRUE,"SYNONYM","Agriades optilete","Agriades optilete","FI","LC","Breeding","y",
