"usageKey","scientificName","rank","matchType","kingdom","phylum","class","order","family","genus","confidence","synonym","status","SpeciesnameEurope","Family","Subfamily","PhylogeneticOrder","AuthorYear","Genus","Species","EnglishName","RedListCategoryEurope","RedListCategoryEU","HabitatsDirective","SPECstatus","EuropeanEndemic","EUEndemic","Endemic","EdgeOfRange","Comments"
1947335,"Carterocephalus palaemon (Pallas, 1771)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Carterocephalus",98,FALSE,"ACCEPTED","Carterocephalus palaemon","Hesperiidae","Heteropterinae",18,"(Pallas, 1771)","Carterocephalus","palaemon","Chequered Skipper","LC","LC",,,,,,,
1947306,"Carterocephalus silvicola (Meigen, 1829)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Hesperiidae","Carterocephalus",98,FALSE,"ACCEPTED","Carterocephalus silvicola","Hesperiidae","Heteropterinae",17,"(Meigen, 1829)","Carterocephalus","silvicola","Northern Chequered Skipper","LC","LC",,,,,,,
1919346,"Catopsilia florella (Fabricius, 1775)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Catopsilia",98,FALSE,"ACCEPTED","Catopsilia florella","Pieridae","Coliadinae",73,"(Fabricius, 1775)","Catopsilia","florella","African Migrant","NtA","NtA",,,,,,"EoR",
1925918,"Celastrina argiolus (Linnaeus, 1758)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Celastrina",98,FALSE,"ACCEPTED","Celastrina argiolus","Lycaenidae","Polyommatinae",159,"(Linnaeus, 1758)","Celastrina","argiolus","Holly Blue","LC","LC",,,,,,,
1896957,"Charaxes jasius (Linnaeus, 1767)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Charaxes",98,FALSE,"ACCEPTED","Charaxes jasius","Nymphalidae","Charaxinae",331,"(Linnaeus, 1767)","Charaxes","jasius","Two-tailed Pasha","LC","LC",,,,,,,
4535583,"Chazara briseis (Linnaeus, 1764)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chazara",98,FALSE,"ACCEPTED","Chazara briseis","Nymphalidae","Satyrinae",410,"(Linnaeus, 1764)","Chazara","briseis","The Hermit","NT","NT",,"SPEC2",,,,,
4535581,"Chazara persephone (Hubner, 1805)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chazara",98,FALSE,"ACCEPTED","Chazara persephone","Nymphalidae","Satyrinae",412,"(Hübner, 1805)","Chazara","persephone","Great Steppe Grayling","LC","NE",,,,,,,
4535580,"Chazara prieuri (Pierret, 1837)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Chazara",98,FALSE,"ACCEPTED","Chazara prieuri","Nymphalidae","Satyrinae",411,"(Pierret, 1837)","Chazara","prieuri","Southern Hermit","LC","LC",,,,,,,
1926722,"Cigaritis acamas (Klug, 1834)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Apharitis",98,TRUE,"SYNONYM","Cigaritis acamas","Lycaenidae","Aphnaeinae",134,"(Klug, 1834)","Cigaritis","acamas","Levantine Leopard","NtA","NtA",,,,,,"EoR",
1911503,"Coenonympha amaryllis (Stoll, 1782)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha amaryllis","Nymphalidae","Satyrinae",339,"(Stoll, 1782)","Coenonympha","amaryllis","suggestion: Stoll's Heath","NtA","NtA",,,,,,"EoR",
7728366,"Coenonympha arcania (Linnaeus, 1761)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha arcania","Nymphalidae","Satyrinae",346,"(Linnaeus, 1760)","Coenonympha","arcania","Pearly Heath","LC","LC",,,,,,,
8328627,"Coenonympha corinna (Hubner, 1804)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha corinna","Nymphalidae","Satyrinae",341,"(Hübner, 1804)","Coenonympha","corinna","Corsican Heath","LC","LC",,,"EuropeanEndemic","EUEndemic",,,
8396242,"Coenonympha dorus (Esper, 1782)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha dorus","Nymphalidae","Satyrinae",334,"(Esper, 1782)","Coenonympha","dorus","Dusky Heath","LC","LC",,,,,,,
1911467,"Coenonympha gardetta (de Prunner, 1798)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha gardetta","Nymphalidae","Satyrinae",344,"(de Prunner, 1798)","Coenonympha","gardetta","Alpine Heath","LC","LC",,,"EuropeanEndemic",,,,
1911125,"Coenonympha glycerion (Borkhausen, 1788)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha glycerion","Nymphalidae","Satyrinae",340,"(Borkhausen, 1788)","Coenonympha","glycerion","Chestnut Heath","LC","LC",,,,,,,
1911168,"Coenonympha hero (Linnaeus, 1761)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha hero","Nymphalidae","Satyrinae",343,"(Linnaeus, 1760)","Coenonympha","hero","Scarce Heath","VU","VU","IV","SPEC1",,,,,
1911298,"Coenonympha leander (Esper, 1784)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha leander","Nymphalidae","Satyrinae",342,"(Esper, 1784)","Coenonympha","leander","Russian Heath","LC","LC",,,,,,,
1911093,"Coenonympha oedippus (Fabricius, 1787)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha oedippus","Nymphalidae","Satyrinae",333,"(Fabricius, 1787)","Coenonympha","oedippus","False Ringlet","EN","LC","II+IV","SPEC1",,,,,
1911177,"Coenonympha orientalis Rebel, 1910","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha orientalis","Nymphalidae","Satyrinae",345,"Rebel, 1909","Coenonympha","orientalis","Balkan Heath","VU","DD",,"SPEC1","EuropeanEndemic",,,,
1911461,"Coenonympha pamphilus (Linnaeus, 1758)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha pamphilus","Nymphalidae","Satyrinae",336,"(Linnaeus, 1758)","Coenonympha","pamphilus","Small Heath","LC","LC",,,,,,,
4535656,"Coenonympha phryne (Pallas, 1771)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha phryne","Nymphalidae","Satyrinae",332,"(Pallas, 1771)","Coenonympha","phryne","Siberian Brown","CR","NE",,"SPEC1",,,,,
1911107,"Coenonympha rhodopensis Elwes, 1900","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha rhodopensis","Nymphalidae","Satyrinae",338,"Elwes, 1900","Coenonympha","rhodopensis","Eastern Large Heath","LC","LC",,,"EuropeanEndemic",,,,
1911122,"Coenonympha thyrsis (Freyer, 1845)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha thyrsis","Nymphalidae","Satyrinae",335,"(Freyer, 1845)","Coenonympha","thyrsis","Cretan Small Heath","LC","LC",,,"EuropeanEndemic","EUEndemic","Greece",,
1911112,"Coenonympha tullia (Muller, 1764)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Coenonympha",98,FALSE,"ACCEPTED","Coenonympha tullia","Nymphalidae","Satyrinae",337,"(Müller, 1764)","Coenonympha","tullia","Large Heath","VU","NT",,"SPEC1",,,,,
8203812,"Colias alfacariensis Ribbe, 1905","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias",98,FALSE,"ACCEPTED","Colias alfacariensis","Pieridae","Coliadinae",75,"Ribbe, 1905","Colias","alfacariensis","Berger's Clouded Yellow","LC","LC",,,,,,,
5137682,"Colias aurorina Herrich-Schaffer, 1850","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias",98,FALSE,"ACCEPTED","Colias aurorina","Pieridae","Coliadinae",77,"Herrich-Schäffer, 1850","Colias","aurorina","Greek Clouded Yellow","LC","LC",,,,,,,
5137668,"Colias caucasica Staudinger, 1871","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias",98,FALSE,"ACCEPTED","Colias caucasica","Pieridae","Coliadinae",82,"Staudinger, 1871","Colias","caucasica","Balkan Clouded Yellow","LC","LC",,,,,,,
5137677,"Colias chrysotheme (Esper, 1781)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias",98,FALSE,"ACCEPTED","Colias chrysotheme","Pieridae","Coliadinae",78,"(Esper, 1781)","Colias","chrysotheme","Lesser Clouded Yellow","VU","VU",,"SPEC1",,,,,
5137612,"Colias croceus (Fourcroy, 1785)","SPECIES","FUZZY","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias",96,FALSE,"ACCEPTED","Colias crocea","Pieridae","Coliadinae",80,"(Geoffroy, 1785)","Colias","crocea","Clouded Yellow","LC","LC",,,,,,,
5137578,"Colias erate (Esper, 1805)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias",98,FALSE,"ACCEPTED","Colias erate","Pieridae","Coliadinae",79,"(Esper, 1805)","Colias","erate","Eastern Pale Clouded Yellow","LC","LC",,,,,,,
5137595,"Colias hecla Lefebvre, 1836","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias",98,FALSE,"ACCEPTED","Colias hecla","Pieridae","Coliadinae",85,"Lefèbvre, 1836","Colias","hecla","Northern Clouded Yellow","NT","NT",,"SPEC2",,,,,
5137706,"Colias hyale (Linnaeus, 1758)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias",98,FALSE,"ACCEPTED","Colias hyale","Pieridae","Coliadinae",74,"(Linnaeus, 1758)","Colias","hyale","Pale Clouded Yellow","LC","LC",,,,,,,
5137708,"Colias myrmidone (Esper, 1781)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias",98,FALSE,"ACCEPTED","Colias myrmidone","Pieridae","Coliadinae",81,"(Esper, 1781)","Colias","myrmidone","Danube Clouded Yellow","EN","CR","II+IV","SPEC1",,,,,
5137582,"Colias palaeno (Linnaeus, 1761)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias",98,FALSE,"ACCEPTED","Colias palaeno","Pieridae","Coliadinae",83,"(Linnaeus, 1760)","Colias","palaeno","Moorland Clouded Yellow","LC","LC",,"SPEC4",,,,,
5137695,"Colias phicomone (Esper, 1780)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias",98,FALSE,"ACCEPTED","Colias phicomone","Pieridae","Coliadinae",76,"(Esper, 1780)","Colias","phicomone","Mountain Clouded Yellow","NT","NT",,"SPEC2","EuropeanEndemic",,,,
5137636,"Colias tyche (Bober, 1812)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colias",98,FALSE,"ACCEPTED","Colias tyche","Pieridae","Coliadinae",84,"(Böber, 1812)","Colias","tyche","Pale Arctic Clouded Yellow","LC","LC",,"SPEC3",,,,,
1920395,"Colotis evagore (Klug, 1829)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Pieridae","Colotis",98,FALSE,"ACCEPTED","Colotis evagore","Pieridae","Pierinae",86,"(Klug, 1829)","Colotis","evagore","Desert Orange-tip","NtA","NtA",,,,,,,
7985111,"Cupido alcetas (Hoffmannsegg, 1804)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cupido",98,FALSE,"ACCEPTED","Cupido alcetas","Lycaenidae","Polyommatinae",185,"(Hoffmansegg, 1804)","Cupido","alcetas","Provençal Short-tailed Blue","LC","LC",,,,,,,
4535140,"Cupido argiades (Pallas, 1771)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cupido",98,FALSE,"ACCEPTED","Cupido argiades","Lycaenidae","Polyommatinae",182,"(Pallas, 1771)","Cupido","argiades","Short-tailed Blue","LC","LC",,,,,,,
8068808,"Cupido decolorata (Staudinger, 1886)","SPECIES","FUZZY","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cupido",96,FALSE,"ACCEPTED","Cupido decoloratus","Lycaenidae","Polyommatinae",184,"(Staudinger, 1886)","Cupido","decoloratus","Eastern Short-tailed Blue","NT","LC",,"SPEC2",,,,,
1926166,"Cupido lorquinii (Herrich-Schaffer, 1847)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cupido",98,FALSE,"ACCEPTED","Cupido lorquinii","Lycaenidae","Polyommatinae",188,"(Herrich-Schäffer, 1850)","Cupido","lorquinii","Lorquin's Blue","LC","LC",,,,,,,
1926260,"Cupido minimus (Fuessly, 1775)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cupido",98,FALSE,"ACCEPTED","Cupido minimus","Lycaenidae","Polyommatinae",187,"(Fuessly, 1775)","Cupido","minimus","Little Blue","LC","LC",,,,,,,
8030835,"Cupido osiris (Meigen, 1829)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cupido",98,FALSE,"ACCEPTED","Cupido osiris","Lycaenidae","Polyommatinae",186,"(Meigen, 1829)","Cupido","osiris","Osiris Blue","LC","LC",,,,,,,
5139156,"Cyaniris semiargus (Rottemburg, 1775)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cyaniris",98,FALSE,"ACCEPTED","Cyaniris semiargus","Lycaenidae","Polyommatinae",210,"(Rottemburg, 1775)","Cyaniris","semiargus","Mazarine Blue","LC","LC",,,,,,,
1925410,"Cyclyrius webbianus (Brulle, 1839)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Lycaenidae","Cyclyrius",98,FALSE,"ACCEPTED","Cyclyrius webbianus","Lycaenidae","Polyommatinae",154,"(Brullé, 1839)","Cyclyrius","webbianus","Canary Blue","LC","LC",,,"EuropeanEndemic","EUEndemic","Canary Islands",,
7642610,"Danaus chrysippus (Linnaeus, 1758)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus",98,FALSE,"ACCEPTED","Danaus chrysippus","Nymphalidae","Danainae",330,"(Linnaeus, 1758)","Danaus","chrysippus","Plain Tiger","NtA","NtA",,,,,,"EoR",
5133088,"Danaus plexippus (Linnaeus, 1758)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Danaus",98,FALSE,"ACCEPTED","Danaus plexippus","Nymphalidae","Danainae",329,"(Linnaeus, 1758)","Danaus","plexippus","Monarch","NtA","NtA",,,,,,"EoR",
5134788,"Erebia aethiopellus (Hoffmannsegg, 1806)","SPECIES","FUZZY","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",96,FALSE,"ACCEPTED","Erebia aethiopella","Nymphalidae","Satyrinae",472,"(Hoffmansegg, 1806)","Erebia","aethiopella","False Mnestra Ringlet","LC","LC",,,"EuropeanEndemic","EUEndemic",,,
7682743,"Erebia aethiops (Esper, 1777)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia aethiops","Nymphalidae","Satyrinae",482,"(Esper, 1777)","Erebia","aethiops","Scotch Argus","LC","LC",,,,,,,
7802074,"Erebia alberganus (de Prunner, 1798)","SPECIES","FUZZY","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",96,FALSE,"ACCEPTED","Erebia albergana","Nymphalidae","Satyrinae",476,"(de Prunner, 1798)","Erebia","albergana","Almond-eyed Ringlet","LC","LC",,,"EuropeanEndemic",,,,
8414157,"Erebia arvernensis Oberthür, 1908","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia arvernensis","Nymphalidae","Satyrinae",461,"Oberthür, 1908","Erebia","arvernensis","Western Brassy Ringlet",,,,,"EuropeanEndemic","EUEndemic",,,
5135314,"Erebia calcaria Lorkovic, 1953","SPECIES","FUZZY","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",96,FALSE,"ACCEPTED","Erebia calcarius","Nymphalidae","Satyrinae",460,"Lorkovic, 1953","Erebia","calcarius","Lorkovic's Brassy Ringlet","LC","LC","II+IV",,"EuropeanEndemic","EUEndemic",,,
5135304,"Erebia callias W.H.Edwards, 1871","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia callias","Nymphalidae","Satyrinae",455,"Edwards, 1871","Erebia","callias","Colorado Alpine",,,,,,,,"EoR",
5134796,"Erebia cassioides (Reiner & Hochenwarth, 1792)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia cassioides","Nymphalidae","Satyrinae",457,"(Hohenwarth, 1792)","Erebia","cassioides","Common Brassy Ringlet","LC","LC",,,"EuropeanEndemic",,,,
5134777,"Erebia christi Ratzer, 1890","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia christi","Nymphalidae","Satyrinae",484,"Rätzer, 1890","Erebia","christi","Rätzer's Ringlet","VU","VU","II+IV","SPEC1","EuropeanEndemic",,,,
5134971,"Erebia claudina (Borkhausen, 1789)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia claudina","Nymphalidae","Satyrinae",450,"(Borkhausen, 1789)","Erebia","claudina","White-speck Ringlet","NT","NT",,"SPEC2","EuropeanEndemic","EUEndemic",,,
5134750,"Erebia cyclopius (Eversmann, 1844)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia cyclopius","Nymphalidae","Satyrinae",444,"(Eversmann, 1844)","Erebia","cyclopius","suggestion: One-eyed Ringlet","NtA","NtA",,,,,,"EoR",
5134732,"Erebia dabanensis Erschoff, 1871","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia dabanensis","Nymphalidae","Satyrinae",448,"Erschoff, 1872","Erebia","dabanensis","Four-dotted Alpine","NtA","NtA",,,,,,"EoR",
5134693,"Erebia disa (Thunberg, 1791)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia disa","Nymphalidae","Satyrinae",446,"(Thunberg, 1791)","Erebia","disa","Arctic Ringlet","LC","LC",,,,,,,
5134517,"Erebia discoidalis (Kirby, 1837)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia discoidalis","Nymphalidae","Satyrinae",442,"(Kirby, 1837)","Erebia","discoidalis","Red-disked Alpine","LC","NE",,,,,,,
5134465,"Erebia edda Menetries, 1851","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia edda","Nymphalidae","Satyrinae",440,"Ménétriés, 1851","Erebia","edda","suggestion: XX Ringlet","NtA","NtA",,,,,,"EoR",
5134667,"Erebia embla (Thunberg, 1791)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia embla","Nymphalidae","Satyrinae",445,"(Thunberg, 1791)","Erebia","embla","Lapland Ringlet","LC","LC",,"SPEC3",,,,,
8167638,"Erebia epiphron (Knoch, 1783)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia epiphron","Nymphalidae","Satyrinae",486,"(Knoch, 1783)","Erebia","epiphron","Mountain Ringlet","LC","LC",,,"EuropeanEndemic",,,,
5134686,"Erebia epistygne (Hubner, 1819)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia epistygne","Nymphalidae","Satyrinae",467,"(Hübner, 1819)","Erebia","epistygne","Spring Ringlet","NT","NT",,"SPEC2","EuropeanEndemic","EUEndemic",,,
5134569,"Erebia eriphyle (Freyer, 1836)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia eriphyle","Nymphalidae","Satyrinae",466,"(Freyer, 1836)","Erebia","eriphyle","Eriphyle Ringlet","LC","LC",,,"EuropeanEndemic",,,,
5134469,"Erebia euryale (Esper, 1805)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia euryale","Nymphalidae","Satyrinae",468,"(Esper, 1805)","Erebia","euryale","Large Ringlet","LC","LC",,,,,,,
5134559,"Erebia fasciata Butler, 1868","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",97,FALSE,"ACCEPTED","Erebia fasciata","Nymphalidae","Satyrinae",441,"Butler, 1868","Erebia","fasciata","Banded Alpine","NtA","NtA",,,,,,"EoR",
5134820,"Erebia flavofasciata Heyne, 1895","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia flavofasciata","Nymphalidae","Satyrinae",487,"Heyne, 1895","Erebia","flavofasciata","Yellow-banded Ringlet","NT","NT",,"SPEC2","EuropeanEndemic",,,,
5134728,"Erebia gorge (Hubner, 1804)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia gorge","Nymphalidae","Satyrinae",463,"(Hübner, 1804)","Erebia","gorge","Silky Ringlet","LC","LC",,,"EuropeanEndemic",,,,
5134607,"Erebia gorgone Boisduval, 1833","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia gorgone","Nymphalidae","Satyrinae",473,"Boisduval, 1833","Erebia","gorgone","Gavarnie Ringlet","LC","LC",,,"EuropeanEndemic",,,,
5135090,"Erebia hispania Butler, 1868","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia hispania","Nymphalidae","Satyrinae",453,"Butler, 1868","Erebia","hispania","Spanish Brassy Ringlet","LC","LC",,,"EuropeanEndemic",,,,
5135186,"Erebia jeniseiensis Trybom, 1877","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia jeniseiensis","Nymphalidae","Satyrinae",449,"Trybom, 1877","Erebia","jeniseiensis","suggestion: XX Ringlet","NtA","NtA",,,,,,"EoR",
7610006,"Erebia lefebvrei (Boisduval, 1828)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia lefebvrei","Nymphalidae","Satyrinae",494,"(Boisduval, 1828)","Erebia","lefebvrei","Lefèbvre's Ringlet","LC","LC",,,"EuropeanEndemic",,,,
5134682,"Erebia ligea (Linnaeus, 1758)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia ligea","Nymphalidae","Satyrinae",470,"(Linnaeus, 1758)","Erebia","ligea","Arran Brown","LC","LC",,,,,,,
5134815,"Erebia manto (Denis & Schiffermuller, 1775)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia manto","Nymphalidae","Satyrinae",451,"([Denis & Schiffermüller], 1775)","Erebia","manto","Yellow-spotted Ringlet","LC","LC",,"SPEC3","EuropeanEndemic",,,,
5134680,"Erebia medusa (Denis & Schiffermuller, 1775)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia medusa","Nymphalidae","Satyrinae",481,"([Denis & Schiffermüller], 1775)","Erebia","medusa","Woodland Ringlet","LC","LC",,,,,,,
8101931,"Erebia melampus (Fuessly, 1775)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia melampus","Nymphalidae","Satyrinae",478,"(Fuessly, 1775)","Erebia","melampus","Lesser Mountain Ringlet","LC","LC",,,"EuropeanEndemic",,,,
5134775,"Erebia melas (Herbst, 1796)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia melas","Nymphalidae","Satyrinae",493,"(Herbst, 1796)","Erebia","melas","Black Ringlet","LC","LC",,,"EuropeanEndemic",,,,
7791558,"Erebia meolans (Prunner, 1798)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia meolans","Nymphalidae","Satyrinae",447,"(de Prunner, 1798)","Erebia","meolans","Piedmont Ringlet","LC","LC",,,"EuropeanEndemic",,,,
5134798,"Erebia mnestra (Hubner, 1804)","SPECIES","EXACT","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",98,FALSE,"ACCEPTED","Erebia mnestra","Nymphalidae","Satyrinae",475,"(Hübner, 1804)","Erebia","mnestra","Mnestra's Ringlet","LC","LC",,,"EuropeanEndemic",,,,
5134659,"Erebia montanus (de Prunner, 1798)","SPECIES","FUZZY","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",96,FALSE,"ACCEPTED","Erebia montana","Nymphalidae","Satyrinae",488,"(de Prunner, 1798)","Erebia","montana","Marbled Ringlet","LC","LC",,,"EuropeanEndemic",,,,
1913456,"Erebia Dalman, 1816","GENUS","HIGHERRANK","Animalia","Arthropoda","Insecta","Lepidoptera","Nymphalidae","Erebia",92,FALSE,"ACCEPTED","Erebia neleus","Nymphalidae","Satyrinae",459,"(Freyer, 1832)","Erebia","neleus","suggestion: XX Ringlet",,,,,"EuropeanEndemic","EUEndemic",,,
