"usageKey","scientificName","rank","scientificNameLocal","scientificNameEU","CountryCode","threatStatus","Endemic","occurrenceStatus","taxonID"
4535434,"Argynnis adippe (Denis & Schiffermuller, 1775)","SPECIES","Argynnis adippe","Argynnis adippe","RO","No Red List available","","present","4535434:0f193f4547011b82798e8c0bca674a5e"
4535434,"Argynnis adippe (Denis & Schiffermuller, 1775)","SPECIES","Argynnis adippe","Argynnis adippe","RS","VU","","present","4535434:0f193f4547011b82798e8c0bca674a5e"
4535434,"Argynnis adippe (Denis & Schiffermuller, 1775)","SPECIES","Argynnis adippe","Argynnis adippe","RU","No Red List available","","present","4535434:0f193f4547011b82798e8c0bca674a5e"
4535434,"Argynnis adippe (Denis & Schiffermuller, 1775)","SPECIES","Argynnis adippe","Argynnis adippe","SE","LC","","present","4535434:0f193f4547011b82798e8c0bca674a5e"
4535434,"Argynnis adippe (Denis & Schiffermuller, 1775)","SPECIES","Argynnis adippe","Argynnis adippe","SI","LC","","present","4535434:0f193f4547011b82798e8c0bca674a5e"
4535434,"Argynnis adippe (Denis & Schiffermuller, 1775)","SPECIES","Argynnis adippe","Argynnis adippe","SK","LC","","present","4535434:0f193f4547011b82798e8c0bca674a5e"
4535434,"Argynnis adippe (Denis & Schiffermuller, 1775)","SPECIES","Argynnis adippe","Argynnis adippe","UA","No Red List available","","present","4535434:0f193f4547011b82798e8c0bca674a5e"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","AD","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","AL","Unknown","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","AT","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","BA","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","BE","EN","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","BG","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","BY","Unknown","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","CH","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","CZ","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","DE","NT","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","DK","EN","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","EE","No Red List available","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","ES","Unknown","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","FI","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","FR","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","GB","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","GR","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","HR","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","HU","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","IE","VU","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","IT","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","LT","Unknown","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","LU","VU","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","LV","No Red List available","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","MD","No Red List available","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","ME","No Red List available","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","MK","Unknown","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","NL","CR","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","NO","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","PL","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","PT","No Red List available","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","RO","No Red List available","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","RS","VU","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","RU","No Red List available","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","SE","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","SI","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","SK","LC","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535447,"Argynnis aglaja (Linnaeus, 1758)","SPECIES","Argynnis aglaja","Argynnis aglaja","UA","No Red List available","","present","4535447:11d6bf8b0f14034cc4dad9d4bd521f5a"
4535433,"Argynnis elisa Godart, 1823","SPECIES","Argynnis elisa","Argynnis elisa","FR","LC","","present","4535433:fffa8e515219e72ef72b649a5da3b188"
4535433,"Argynnis elisa Godart, 1823","SPECIES","Argynnis elisa","Argynnis elisa","IT","NT","","present","4535433:fffa8e515219e72ef72b649a5da3b188"
4535445,"Argynnis laodice (Pallas, 1771)","SPECIES","Argynnis laodice","Argynnis laodice","BY","Unknown","","present","4535445:8c64b03f8722f25ed5aaf7a3519ec7d6"
4535445,"Argynnis laodice (Pallas, 1771)","SPECIES","Argynnis laodice","Argynnis laodice","CZ","LC","","present","4535445:8c64b03f8722f25ed5aaf7a3519ec7d6"
4535445,"Argynnis laodice (Pallas, 1771)","SPECIES","Argynnis laodice","Argynnis laodice","DE","CR","","present","4535445:8c64b03f8722f25ed5aaf7a3519ec7d6"
4535445,"Argynnis laodice (Pallas, 1771)","SPECIES","Argynnis laodice","Argynnis laodice","EE","No Red List available","","present","4535445:8c64b03f8722f25ed5aaf7a3519ec7d6"
4535445,"Argynnis laodice (Pallas, 1771)","SPECIES","Argynnis laodice","Argynnis laodice","FI","LC","","present","4535445:8c64b03f8722f25ed5aaf7a3519ec7d6"
4535445,"Argynnis laodice (Pallas, 1771)","SPECIES","Argynnis laodice","Argynnis laodice","HU","NT","","present","4535445:8c64b03f8722f25ed5aaf7a3519ec7d6"
4535445,"Argynnis laodice (Pallas, 1771)","SPECIES","Argynnis laodice","Argynnis laodice","LT","Unknown","","present","4535445:8c64b03f8722f25ed5aaf7a3519ec7d6"
4535445,"Argynnis laodice (Pallas, 1771)","SPECIES","Argynnis laodice","Argynnis laodice","LV","No Red List available","","present","4535445:8c64b03f8722f25ed5aaf7a3519ec7d6"
4535445,"Argynnis laodice (Pallas, 1771)","SPECIES","Argynnis laodice","Argynnis laodice","PL","LC","","present","4535445:8c64b03f8722f25ed5aaf7a3519ec7d6"
4535445,"Argynnis laodice (Pallas, 1771)","SPECIES","Argynnis laodice","Argynnis laodice","RO","No Red List available","","present","4535445:8c64b03f8722f25ed5aaf7a3519ec7d6"
4535445,"Argynnis laodice (Pallas, 1771)","SPECIES","Argynnis laodice","Argynnis laodice","RU","No Red List available","","present","4535445:8c64b03f8722f25ed5aaf7a3519ec7d6"
4535445,"Argynnis laodice (Pallas, 1771)","SPECIES","Argynnis laodice","Argynnis laodice","SK","LC","","present","4535445:8c64b03f8722f25ed5aaf7a3519ec7d6"
4535445,"Argynnis laodice (Pallas, 1771)","SPECIES","Argynnis laodice","Argynnis laodice","UA","No Red List available","","present","4535445:8c64b03f8722f25ed5aaf7a3519ec7d6"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","AD","DD","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","AL","Unknown","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","AT","NT","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","BA","LC","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","BE","RE","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","BG","LC","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","BY","Unknown","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","CH","LC","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","CZ","EN","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","DE","EN","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","DK","VU","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","EE","No Red List available","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","ES","Unknown","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","FI","LC","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","FR","NT","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","GR","LC","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","HR","LC","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","HU","EN","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","IT","LC","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","LT","Unknown","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","LU","DD","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","LV","No Red List available","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","MD","No Red List available","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","ME","No Red List available","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","MK","Unknown","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","NL","EN","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","NO","CR","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","PL","LC","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","PT","No Red List available","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","RO","No Red List available","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","RS","VU","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","RU","No Red List available","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","SE","NT","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","SI","LC","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","SK","LC","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
4535439,"Argynnis niobe (Linnaeus, 1758)","SPECIES","Argynnis niobe","Argynnis niobe","UA","No Red List available","","present","4535439:19740e8c9985ba4644cb5084d5a24c1c"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","AL","VU","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","AT","NE","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","BA","NT","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","BG","LC","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","CH","NtA","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","CY","No Red List available","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","CZ","LC","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","ES","Unknown","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","FR","LC","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","GR","LC","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","HR","LC","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","HU","LC","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","IT","LC","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","MA_CA","No Red List available","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","MD","No Red List available","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","ME","No Red List available","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","MK","Unknown","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","PL","LC","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","PT","No Red List available","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","RO","No Red List available","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","RS","EN","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","RU","No Red List available","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","SI","LC","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","SK","RE","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
7810861,"Argynnis pandora (Denis & Schiffermuller, 1775)","SPECIES","Argynnis pandora","Argynnis pandora","UA","No Red List available","","present","7810861:36a6ae4ddd0396d59fee6aeabed72bdb"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","AD","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","AL","Unknown","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","AT","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","BA","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","BE","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","BG","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","BY","Unknown","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","CH","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","CZ","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","DE","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","DK","EN","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","EE","No Red List available","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","ES","Unknown","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","FI","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","FR","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","GB","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","GR","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","HR","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","HU","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","IE","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","IT","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","LI","No Red List available","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","LT","Unknown","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","LU","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","LV","No Red List available","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","MD","No Red List available","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","ME","No Red List available","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","MK","Unknown","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","NL","RE","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","NO","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","PL","LC","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","PT","No Red List available","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
1909398,"Argynnis paphia (Linnaeus, 1758)","SPECIES","Argynnis paphia","Argynnis paphia","RO","No Red List available","","present","1909398:9e1993db9a09f5c78ce131d80509c077"
