SpeciesnameEurope,SpeciesnameLocal,CountryCode,RedListCategory,Status
Aricia artaxerxes,Aricia artaxerxes,BY,Unknown,P
Aricia artaxerxes,Aricia artaxerxes,CH,LC,P
Aricia artaxerxes,Aricia artaxerxes,CZ,CR,P
Aricia artaxerxes,Aricia artaxerxes,DE,DD,P
Aricia artaxerxes,Aricia artaxerxes,DK,CR,P
Aricia artaxerxes,Aricia artaxerxes,EE,LC,P
Aricia artaxerxes,Aricia artaxerxes,FI,LC,P
Aricia artaxerxes,Aricia artaxerxes,FR,LC,P
Aricia artaxerxes,Aricia artaxerxes,GB,VU,P
Aricia artaxerxes,Aricia artaxerxes,GR,LC,P
Aricia artaxerxes,Aricia artaxerxes,HR,LC,P
Aricia artaxerxes,Aricia artaxerxes,HU,EN,P
Aricia artaxerxes,Aricia artaxerxes,IT,LC,P
Aricia artaxerxes,Aricia artaxerxes,LI,No Red List available,P
Aricia artaxerxes,Aricia artaxerxes,LT,LC,P
Aricia artaxerxes,Aricia artaxerxes,LV,No Red List available,P
Aricia artaxerxes,Aricia artaxerxes,ME,No Red List available,P
Aricia artaxerxes,Aricia artaxerxes,MK,Unknown,P
Aricia artaxerxes,Aricia artaxerxes,NO,LC,P
Aricia artaxerxes,Aricia artaxerxes,PL,EN,P
Aricia artaxerxes,Aricia artaxerxes,RO,LC,P
Aricia artaxerxes,Aricia artaxerxes,RS,LC,P
Aricia artaxerxes,Aricia artaxerxes,RU,No Red List available,P
Aricia artaxerxes,Aricia artaxerxes,SE,LC,P
Aricia artaxerxes,Aricia artaxerxes,SI,LC,P
Aricia artaxerxes,Aricia artaxerxes,SK,VU,P
Aricia artaxerxes,Aricia artaxerxes,UA,DD,P
Aricia cramera,Aricia cramera,ES,NE,P
Aricia cramera,Aricia cramera,IT,LC,P
Aricia cramera,Aricia cramera,MA_CA,No Red List available,P
Aricia cramera,Aricia cramera,PT,No Red List available,P
Aricia montensis,Aricia montensis,AD,Unknown,P
Aricia montensis,Aricia montensis,ES,NE,P
Aricia montensis,Aricia montensis,PT,No Red List available,P
Aricia morronensis,Aricia morronensis,AD,EN,P
Aricia morronensis,Aricia morronensis,ES,NE,P
Aricia morronensis,Aricia morronensis,FR,VU,P
Aricia nicias,Aricia nicias,AD,VU,P
Aricia nicias,Aricia nicias,CH,LC,P
Aricia nicias,Aricia nicias,ES,NE,P
Aricia nicias,Aricia nicias,FI,NT,P
Aricia nicias,Aricia nicias,FR,LC,P
Aricia nicias,Aricia nicias,IT,LC,P
Aricia nicias,Aricia nicias,NO,VU,P
Aricia nicias,Aricia nicias,RU,No Red List available,P
Aricia nicias,Aricia nicias,SE,VU,P
Azanus jesous,Azanus jesous,ES,NE,P
Azanus ubaldus,Azanus ubaldus,IT,DD,P
Azanus ubaldus,Azanus ubaldus,MA_CA,No Red List available,P
Azanus ubaldus,Azanus ubaldus,MT,No Red List available,P
Boloria alaskensis,Boloria alaskensis,RU,No Red List available,P
Boloria angarensis,Clossiana angarensis,RU,No Red List available,P
Boloria aquilonaris,Boloria aquilonaris,AT,EN,P
Boloria aquilonaris,Boloria aquilonaris,BE,VU,P
Boloria aquilonaris,Boloria aquilonaris,BY,VU,P
Boloria aquilonaris,Boloria aquilonaris,CH,EN,P
Boloria aquilonaris,Boloria aquilonaris,CZ,VU,P
Boloria aquilonaris,Boloria aquilonaris,DE,EN,P
Boloria aquilonaris,Boloria aquilonaris,DK,EN,P
Boloria aquilonaris,Boloria aquilonaris,EE,LC,P
Boloria aquilonaris,Boloria aquilonaris,FI,LC,P
Boloria aquilonaris,Boloria aquilonaris,FR,NT,P
Boloria aquilonaris,Boloria aquilonaris,LT,LC,P
Boloria aquilonaris,Boloria aquilonaris,LV,No Red List available,P
Boloria aquilonaris,Boloria aquilonaris,NL,CR,P
Boloria aquilonaris,Boloria aquilonaris,NO,LC,P
Boloria aquilonaris,Boloria aquilonaris,PL,EN,P
Boloria aquilonaris,Boloria aquilonaris,RO,CR,P
Boloria aquilonaris,Boloria aquilonaris,RU,No Red List available,P
Boloria aquilonaris,Boloria aquilonaris,SE,LC,P
Boloria aquilonaris,Boloria aquilonaris,SK,EN,P
Boloria aquilonaris,Boloria aquilonaris,UA,EN,P
Boloria chariclea,Boloria chariclea,FI,NT,P
Boloria chariclea,Boloria chariclea,NO,LC,P
Boloria chariclea,Clossiana chariclea,RU,No Red List available,P
Boloria chariclea,Boloria chariclea,SE,LC,P
Boloria dia,Boloria dia,AD,LC,P
Boloria dia,Boloria dia,AL,Unknown,P
Boloria dia,Boloria dia,AT,LC,P
Boloria dia,Boloria dia,BA,LC,P
Boloria dia,Boloria dia,BE,EN,P
Boloria dia,Boloria dia,BG,LC,P
Boloria dia,Boloria dia,BY,Unknown,P
Boloria dia,Boloria dia,CH,NT,P
Boloria dia,Boloria dia,CZ,NE,P
Boloria dia,Boloria dia,DE,LC,P
Boloria dia,Boloria dia,DK,NE,Ex
Boloria dia,Boloria dia,EE,LC,P
Boloria dia,Boloria dia,ES,NE,P
Boloria dia,Boloria dia,FR,LC,P
Boloria dia,Boloria dia,GR,LC,P
Boloria dia,Boloria dia,HR,LC,P
Boloria dia,Boloria dia,HU,LC,P
Boloria dia,Boloria dia,IT,LC,P
Boloria dia,Clossiana dia,LI,No Red List available,P
Boloria dia,Boloria dia,LT,LC,P
Boloria dia,Boloria dia,LU,VU,P
Boloria dia,Boloria dia,LV,No Red List available,P
Boloria dia,Boloria dia,MD,No Red List available,P
Boloria dia,Boloria dia,ME,No Red List available,P
Boloria dia,Boloria dia,MK,Unknown,P
Boloria dia,Boloria dia,PL,LC,P
Boloria dia,Boloria dia,PT,No Red List available,P
Boloria dia,Boloria dia,RO,LC,P
Boloria dia,Boloria dia,RS,LC,P
Boloria dia,Clossiana dia,RU,No Red List available,P
Boloria dia,Boloria dia,SI,LC,P
Boloria dia,Boloria dia,SK,LC,P
Boloria dia,Boloria dia,UA,LC,P
Boloria eunomia,Boloria eunomia,AD,VU,P
Boloria eunomia,Boloria eunomia,AT,EN,P
Boloria eunomia,Boloria eunomia,BE,VU,P
Boloria eunomia,Boloria eunomia,BG,EN,P
Boloria eunomia,Boloria eunomia,BY,Unknown,P
Boloria eunomia,Boloria eunomia,CZ,NE,P
Boloria eunomia,Boloria eunomia,DE,EN,P
Boloria eunomia,Boloria eunomia,EE,LC,P
Boloria eunomia,Boloria eunomia,ES,NE,P
Boloria eunomia,Boloria eunomia,FI,LC,P
Boloria eunomia,Boloria eunomia,FR,LC,P
Boloria eunomia,Boloria eunomia,IT,NtA,P
Boloria eunomia,Boloria eunomia,LT,LC,P
Boloria eunomia,Boloria eunomia,LU,NT,P
Boloria eunomia,Boloria eunomia,LV,No Red List available,P
Boloria eunomia,Boloria eunomia,NO,LC,P
Boloria eunomia,Boloria eunomia,PL,EN,P
Boloria eunomia,Boloria eunomia,RS,CR,P
Boloria eunomia,Clossiana eunomia,RU,No Red List available,P
Boloria eunomia,Boloria eunomia,SE,LC,P
Boloria eunomia,Boloria eunomia,SK,RE,Ex
Boloria eunomia,Boloria eunomia,UA,EN,P
Boloria euphrosyne,Boloria euphrosyne,AD,LC,P
Boloria euphrosyne,Boloria euphrosyne,AL,Unknown,P
Boloria euphrosyne,Boloria euphrosyne,AT,LC,P
Boloria euphrosyne,Boloria euphrosyne,BA,LC,P
Boloria euphrosyne,Boloria euphrosyne,BE,VU,P
Boloria euphrosyne,Boloria euphrosyne,BG,LC,P
Boloria euphrosyne,Boloria euphrosyne,BY,Unknown,P
Boloria euphrosyne,Boloria euphrosyne,CH,LC,P
Boloria euphrosyne,Boloria euphrosyne,CZ,VU,P
Boloria euphrosyne,Boloria euphrosyne,DE,EN,P
Boloria euphrosyne,Boloria euphrosyne,DK,CR,P
Boloria euphrosyne,Boloria euphrosyne,EE,LC,P
Boloria euphrosyne,Boloria euphrosyne,ES,NE,P
Boloria euphrosyne,Boloria euphrosyne,FI,LC,P
Boloria euphrosyne,Boloria euphrosyne,FR,LC,P
Boloria euphrosyne,Boloria euphrosyne,GB,EN,P
Boloria euphrosyne,Boloria euphrosyne,GR,LC,P
Boloria euphrosyne,Boloria euphrosyne,HR,LC,P
Boloria euphrosyne,Boloria euphrosyne,HU,NT,P
Boloria euphrosyne,Boloria euphrosyne,IE,EN,P
Boloria euphrosyne,Boloria euphrosyne,IT,LC,P
Boloria euphrosyne,Clossiana euphrosyne,LI,No Red List available,P
Boloria euphrosyne,Boloria euphrosyne,LT,LC,P
Boloria euphrosyne,Boloria euphrosyne,LU,RE,Ex
Boloria euphrosyne,Boloria euphrosyne,LV,No Red List available,P
Boloria euphrosyne,Boloria euphrosyne,MD,No Red List available,P
Boloria euphrosyne,Boloria euphrosyne,ME,No Red List available,P
Boloria euphrosyne,Boloria euphrosyne,MK,Unknown,P
Boloria euphrosyne,Boloria euphrosyne,NL,RE,Ex
Boloria euphrosyne,Boloria euphrosyne,NO,LC,P
Boloria euphrosyne,Boloria euphrosyne,PL,VU,P
Boloria euphrosyne,Boloria euphrosyne,PT,No Red List available,P
Boloria euphrosyne,Boloria euphrosyne,RO,LC,P
Boloria euphrosyne,Boloria euphrosyne,RS,LC,P
Boloria euphrosyne,Clossiana euphrosyne,RU,No Red List available,P
Boloria euphrosyne,Boloria euphrosyne,SE,LC,P
Boloria euphrosyne,Boloria euphrosyne,SI,LC,P
Boloria euphrosyne,Boloria euphrosyne,SK,LC,P
Boloria euphrosyne,Boloria euphrosyne,UA,LC,P
Boloria freija,Boloria freija,BY,CR,P
Boloria freija,Boloria freija,EE,RE,Ex
Boloria freija,Boloria freija,FI,NT,P
Boloria freija,Boloria freija,LV,No Red List available,P
Boloria freija,Boloria freija,NO,LC,P
Boloria freija,Clossiana freija,RU,No Red List available,P
Boloria freija,Boloria freija,SE,LC,P
Boloria frigga,Boloria frigga,BY,CR,P
Boloria frigga,Boloria frigga,EE,EN,P
Boloria frigga,Boloria frigga,FI,LC,P
Boloria frigga,Boloria frigga,LT,VU,P
Boloria frigga,Boloria frigga,LV,No Red List available,P
Boloria frigga,Boloria frigga,NO,LC,P
Boloria frigga,Clossiana frigga,RU,No Red List available,P
Boloria frigga,Boloria frigga,SE,LC,P
Boloria graeca,Boloria graeca,AL,Unknown,P
Boloria graeca,Boloria graeca,BA,NT,P
Boloria graeca,Boloria graeca,BG,LC,P
Boloria graeca,Boloria graeca,FR,LC,P
Boloria graeca,Boloria graeca,GR,LC,P
Boloria graeca,Boloria graeca,IT,NT,P
Boloria graeca,Boloria graeca,ME,No Red List available,P
Boloria graeca,Boloria graeca,MK,Unknown,P
Boloria graeca,Boloria graeca,RS,NT,P
Boloria improba,Boloria improba,FI,EN,P
Boloria improba,Boloria improba,NO,NT,P
Boloria improba,Clossiana improba,RU,No Red List available,P
Boloria improba,Boloria improba,SE,VU,P
Boloria napaea,Boloria napaea,AT,NT,P
Boloria napaea,Boloria napaea,CH,LC,P
Boloria napaea,Boloria napaea,DE,R,P
Boloria napaea,Boloria napaea,ES,NE,P
Boloria napaea,Boloria napaea,FI,NT,P
Boloria napaea,Boloria napaea,FR,LC,P
Boloria napaea,Boloria napaea,IT,LC,P
Boloria napaea,Boloria napaea,LI,No Red List available,P
Boloria napaea,Boloria napaea,NO,LC,P
Boloria napaea,Boloria napaea,RU,No Red List available,P
Boloria napaea,Boloria napaea,SE,LC,P
Boloria oscarus,Clossiana oscarus,RU,No Red List available,P
Boloria pales,Boloria pales,AD,NT,P
Boloria pales,Boloria pales,AL,Unknown,P
Boloria pales,Boloria pales,AT,LC,P
Boloria pales,Boloria pales,BA,NT,P
Boloria pales,Boloria pales,BG,VU,P
Boloria pales,Boloria pales,CH,LC,P
Boloria pales,Boloria pales,DE,R,P
Boloria pales,Boloria pales,ES,NE,P
Boloria pales,Boloria pales,FR,LC,P
Boloria pales,Boloria pales,IT,LC,P
Boloria pales,Boloria pales,LI,No Red List available,P
Boloria pales,Boloria pales,ME,No Red List available,P
Boloria pales,Boloria pales,MK,Unknown,P
Boloria pales,Boloria pales,PL,VU,P
Boloria pales,Boloria pales,RO,NT,P
Boloria pales,Boloria pales,RS,VU,P
Boloria pales,Boloria pales,SI,NT,P
Boloria pales,Boloria pales,SK,VU,P
Boloria polaris,Boloria polaris,FI,VU,P
Boloria polaris,Boloria polaris,NO,LC,P
Boloria polaris,Clossiana polaris,RU,No Red List available,P
Boloria polaris,Boloria polaris,SE,EN,P
Boloria selene,Boloria selene,AD,LC,P
Boloria selene,Boloria selene,AT,LC,P
Boloria selene,Boloria selene,BA,NT,P
Boloria selene,Boloria selene,BE,NT,P
Boloria selene,Boloria selene,BG,LC,P
Boloria selene,Boloria selene,BY,Unknown,P
Boloria selene,Boloria selene,CH,NT,P
Boloria selene,Boloria selene,CZ,NT,P
Boloria selene,Boloria selene,DE,NT,P
Boloria selene,Boloria selene,DK,LC,P
Boloria selene,Boloria selene,EE,LC,P
Boloria selene,Boloria selene,ES,NE,P
Boloria selene,Boloria selene,FI,LC,P
Boloria selene,Boloria selene,FR,NT,P
Boloria selene,Boloria selene,GB,NT,P
Boloria selene,Boloria selene,GR,Unknown,P
Boloria selene,Boloria selene,HR,LC,P
Boloria selene,Boloria selene,HU,VU,P
Boloria selene,Boloria selene,IT,LC,P
Boloria selene,Clossiana selene,LI,No Red List available,P
Boloria selene,Boloria selene,LT,LC,P
Boloria selene,Boloria selene,LU,VU,P
Boloria selene,Boloria selene,LV,No Red List available,P
Boloria selene,Boloria selene,NL,EN,P
Boloria selene,Boloria selene,NO,LC,P
Boloria selene,Boloria selene,PL,LC,P
Boloria selene,Boloria selene,PT,No Red List available,P
Boloria selene,Boloria selene,RO,LC,P
Boloria selene,Boloria selene,RS,EN,P
Boloria selene,Clossiana selene,RU,No Red List available,P
Boloria selene,Boloria selene,SE,LC,P
Boloria selene,Boloria selene,SI,VU,P
Boloria selene,Boloria selene,SK,LC,P
Boloria selene,Boloria selene,UA,LC,P
Boloria selenis,Clossiana selenis,RU,No Red List available,P
Boloria thore,Boloria thore,AT,VU,P
Boloria thore,Boloria thore,BY,CR,P
Boloria thore,Boloria thore,CH,LC,P
Boloria thore,Boloria thore,DE,DD,P
Boloria thore,Boloria thore,FI,NT,P
Boloria thore,Boloria thore,IT,LC,P
Boloria thore,Clossiana thore,LI,No Red List available,P
Boloria thore,Boloria thore,NO,LC,P
Boloria thore,Clossiana thore,RU,No Red List available,P
Boloria thore,Boloria thore,SE,LC,P
Boloria thore,Boloria thore,SI,LC,P
Boloria titania,Boloria titania,AL,Unknown,P
Boloria titania,Boloria titania,AT,NT,P
Boloria titania,Boloria titania,BA,NT,P
Boloria titania,Boloria titania,CH,LC,P
Boloria titania,Boloria titania,DE,NT,P
Boloria titania,Boloria titania,EE,LC,P
Boloria titania,Boloria titania,FI,EN,P
Boloria titania,Boloria titania,FR,LC,P
Boloria titania,Boloria titania,HR,DD,P
Boloria titania,Boloria titania,IT,LC,P
Boloria titania,Clossiana titania,LI,No Red List available,P
Boloria titania,Boloria titania,LV,No Red List available,P
Boloria titania,Boloria titania,ME,No Red List available,P
Boloria titania,Boloria titania,PL,RE,Ex
Boloria titania,Boloria titania,RO,CR,P
Boloria titania,Boloria titania,RS,NT,P
Boloria titania,Clossiana titania,RU,No Red List available,P
Boloria titania,Boloria titania,SI,LC,P
Boloria titania,Boloria titania,UA,RE,Ex
Boloria tritonia,Boloria tritonia,RU,No Red List available,P
Borbo borbonica,Borbo borbonica,ES,NE,P
Brenthis daphne,Brenthis daphne,AD,NT,P
Brenthis daphne,Brenthis daphne,AL,Unknown,P
Brenthis daphne,Brenthis daphne,AT,LC,P
Brenthis daphne,Boloria daphne,BA,LC,P
Brenthis daphne,Brenthis daphne,BE,NE,P
Brenthis daphne,Brenthis daphne,BG,LC,P
Brenthis daphne,Brenthis daphne,BY,DD,P
Brenthis daphne,Brenthis daphne,CH,LC,P
Brenthis daphne,Brenthis daphne,CZ,NE,P
Brenthis daphne,Brenthis daphne,DE,DD,P
Brenthis daphne,Brenthis daphne,ES,NE,P
Brenthis daphne,Brenthis daphne,FR,LC,P
Brenthis daphne,Brenthis daphne,GR,LC,P
Brenthis daphne,Brenthis daphne,HR,LC,P
Brenthis daphne,Brenthis daphne,HU,LC,P
Brenthis daphne,Brenthis daphne,IT,LC,P
Brenthis daphne,Brenthis daphne,LT,LC,P
Brenthis daphne,Brenthis daphne,LU,LC,P
Brenthis daphne,Brenthis daphne,LV,No Red List available,P
Brenthis daphne,Brenthis daphne,MD,No Red List available,P
Brenthis daphne,Brenthis daphne,ME,No Red List available,P
Brenthis daphne,Brenthis daphne,MK,Unknown,P
Brenthis daphne,Brenthis daphne,PL,VU,P
Brenthis daphne,Brenthis daphne,PT,No Red List available,P
Brenthis daphne,Brenthis daphne,RO,NT,P
Brenthis daphne,Brenthis daphne,RS,LC,P
Brenthis daphne,Brenthis daphne,RU,No Red List available,P
Brenthis daphne,Brenthis daphne,SI,LC,P
Brenthis daphne,Brenthis daphne,SK,LC,P
Brenthis daphne,Brenthis daphne,UA,LC,P
Brenthis hecate,Brenthis hecate,AL,VU,P
Brenthis hecate,Brenthis hecate,AT,CR,P
Brenthis hecate,Boloria hecate,BA,LC,P
Brenthis hecate,Brenthis hecate,BG,LC,P
Brenthis hecate,Brenthis hecate,CZ,NT,P
Brenthis hecate,Brenthis hecate,ES,NE,P
Brenthis hecate,Brenthis hecate,FR,LC,P
Brenthis hecate,Brenthis hecate,GR,LC,P
Brenthis hecate,Brenthis hecate,HR,LC,P
Brenthis hecate,Brenthis hecate,HU,NT,P
Brenthis hecate,Brenthis hecate,IT,LC,P
Brenthis hecate,Brenthis hecate,LT,CR,P
Brenthis hecate,Brenthis hecate,ME,No Red List available,P
Brenthis hecate,Brenthis hecate,MK,Unknown,P
Brenthis hecate,Brenthis hecate,PT,No Red List available,P
Brenthis hecate,Brenthis hecate,RO,VU,P
Brenthis hecate,Brenthis hecate,RS,LC,P
Brenthis hecate,Brenthis hecate,RU,No Red List available,P
Brenthis hecate,Brenthis hecate,SI,LC,P
Brenthis hecate,Brenthis hecate,SK,EN,P
Brenthis hecate,Brenthis hecate,UA,LC,P
Brenthis ino,Brenthis ino,AD,LC,P
Brenthis ino,Brenthis ino,AL,Unknown,P
Brenthis ino,Brenthis ino,AT,LC,P
Brenthis ino,Boloria ino,BA,NT,P
Brenthis ino,Brenthis ino,BE,LC,P
Brenthis ino,Brenthis ino,BG,LC,P
Brenthis ino,Brenthis ino,BY,Unknown,P
Brenthis ino,Brenthis ino,CH,NT,P
Brenthis ino,Brenthis ino,CZ,NE,P
Brenthis ino,Brenthis ino,DE,LC,P
Brenthis ino,Brenthis ino,DK,VU,P
Brenthis ino,Brenthis ino,EE,LC,P
Brenthis ino,Brenthis ino,ES,NE,P
Brenthis ino,Brenthis ino,FI,LC,P
Brenthis ino,Brenthis ino,FR,LC,P
Brenthis ino,Brenthis ino,HR,LC,P
Brenthis ino,Brenthis ino,HU,NT,P
Brenthis ino,Brenthis ino,IT,LC,P
Brenthis ino,Brenthis ino,LI,No Red List available,P
Brenthis ino,Brenthis ino,LT,LC,P
Brenthis ino,Brenthis ino,LU,LC,P
Brenthis ino,Brenthis ino,LV,No Red List available,P
Brenthis ino,Brenthis ino,MD,No Red List available,P
Brenthis ino,Brenthis ino,ME,No Red List available,P
Brenthis ino,Brenthis ino,MK,Unknown,P
Brenthis ino,Brenthis ino,NL,RE,Ex
Brenthis ino,Brenthis ino,NO,LC,P
Brenthis ino,Brenthis ino,PL,LC,P
Brenthis ino,Brenthis ino,PT,No Red List available,P
Brenthis ino,Brenthis ino,RO,VU,P
Brenthis ino,Brenthis ino,RS,NT,P
Brenthis ino,Brenthis ino,RU,No Red List available,P
Brenthis ino,Brenthis ino,SE,LC,P
Brenthis ino,Brenthis ino,SI,LC,P
Brenthis ino,Brenthis ino,SK,VU,P
Brenthis ino,Brenthis ino,UA,LC,P
Brintesia circe,Brintesia circe,AD,LC,P
Brintesia circe,Brintesia circe,AL,VU,P
Brintesia circe,Brintesia circe,AT,LC,P
Brintesia circe,Brintesia circe,BA,LC,P
Brintesia circe,Hipparchia circe,BG,LC,P
Brintesia circe,Brintesia circe,CH,NT,P
Brintesia circe,Brintesia circe,CZ,NE,P
Brintesia circe,Brintesia circe,DE,VU,P
Brintesia circe,Kanetisa circe,ES,NE,P
Brintesia circe,Brintesia circe,FR,LC,P
Brintesia circe,Brintesia circe,GR,LC,P
Brintesia circe,Brintesia circe,HR,LC,P
Brintesia circe,Brintesia circe,HU,LC,P
Brintesia circe,Kanetisa circe,IT,LC,P
Brintesia circe,Brintesia circe,MD,No Red List available,P
Brintesia circe,Brintesia circe,ME,No Red List available,P
Brintesia circe,Brintesia circe,MK,Unknown,P
Brintesia circe,Brintesia circe,PT,No Red List available,P
Brintesia circe,Brintesia circe,RO,NT,P
Brintesia circe,Brintesia circe,RS,LC,P
Brintesia circe,Brintesia circe,RU,No Red List available,P
Brintesia circe,Brintesia circe,SI,LC,P
Brintesia circe,Brintesia circe,SK,LC,P
Brintesia circe,Brintesia circe,UA,NT,P
Cacyreus marshalli,Cacyreus marshalli,AD,DD,P
Cacyreus marshalli,Cacyreus marshalli,AL,Unknown,P
Cacyreus marshalli,Cacyreus marshalli,BA,DD,P
Cacyreus marshalli,Cacyreus marshalli,BG,NE,P
Cacyreus marshalli,Cacyreus marshalli,CH,NtA,P
Cacyreus marshalli,Cacyreus marshalli,ES,NE,P
Cacyreus marshalli,Cacyreus marshalli,FR,Unknown,P
Cacyreus marshalli,Cacyreus marshalli,GR,LC,P
Cacyreus marshalli,Cacyreus marshalli,HR,NtA,P
Cacyreus marshalli,Cacyreus marshalli,IT,NtA,P
Cacyreus marshalli,Cacyreus marshalli,MA_CA,No Red List available,P
Cacyreus marshalli,Cacyreus marshalli,ME,No Red List available,P
Cacyreus marshalli,Cacyreus marshalli,MT,No Red List available,P
Cacyreus marshalli,Cacyreus marshalli,PT,No Red List available,P
Cacyreus marshalli,Cacyreus marshalli,SI,LC,P
Callophrys avis,Callophrys avis,ES,NE,P
Callophrys avis,Callophrys avis,FR,LC,P
Callophrys avis,Callophrys avis,IT,VU,P
Callophrys avis,Callophrys avis,PT,No Red List available,P
Callophrys chalybeitincta,Callophrys chalybeitincta,RU,No Red List available,P
Callophrys rubi,Callophrys rubi,AD,LC,P
Callophrys rubi,Callophrys rubi,AL,Unknown,P
Callophrys rubi,Callophrys rubi,AT,LC,P
Callophrys rubi,Callophrys rubi,BA,LC,P
Callophrys rubi,Callophrys rubi,BE,NT,P
Callophrys rubi,Callophrys rubi,BG,LC,P
Callophrys rubi,Callophrys rubi,BY,Unknown,P
Callophrys rubi,Callophrys rubi,CH,LC,P
Callophrys rubi,Callophrys rubi,CZ,NT,P
Callophrys rubi,Callophrys rubi,DE,NT,P
Callophrys rubi,Callophrys rubi,DK,LC,P
Callophrys rubi,Callophrys rubi,EE,LC,P
Callophrys rubi,Callophrys rubi,ES,NE,P
Callophrys rubi,Callophrys rubi,FI,LC,P
Callophrys rubi,Callophrys rubi,FR,LC,P
Callophrys rubi,Callophrys rubi,GB,LC,P
Callophrys rubi,Callophrys rubi,GR,LC,P
Callophrys rubi,Callophrys rubi,HR,LC,P
Callophrys rubi,Callophrys rubi,HU,LC,P
Callophrys rubi,Callophrys rubi,IE,LC,P
Callophrys rubi,Callophrys rubi,IT,LC,P
Callophrys rubi,Callophrys rubi,LI,No Red List available,P
Callophrys rubi,Callophrys rubi,LT,LC,P
Callophrys rubi,Callophrys rubi,LU,NT,P
Callophrys rubi,Callophrys rubi,LV,No Red List available,P
Callophrys rubi,Callophrys rubi,MD,No Red List available,P
Callophrys rubi,Callophrys rubi,ME,No Red List available,P
Callophrys rubi,Callophrys rubi,MK,Unknown,P
Callophrys rubi,Callophrys rubi,NL,LC,P
Callophrys rubi,Callophrys rubi,NO,LC,P
Callophrys rubi,Callophrys rubi,PL,LC,P
Callophrys rubi,Callophrys rubi,PT,No Red List available,P
Callophrys rubi,Callophrys rubi,RO,LC,P
Callophrys rubi,Callophrys rubi,RS,LC,P
Callophrys rubi,Callophrys rubi,RU,No Red List available,P
Callophrys rubi,Callophrys rubi,SE,LC,P
Callophrys rubi,Callophrys rubi,SI,LC,P
Callophrys rubi,Callophrys rubi,SK,LC,P
Callophrys rubi,Callophrys rubi,UA,LC,P
Callophrys suaveola,Callophrys suaveola,RU,No Red List available,P
Carcharodus alceae,Carcharodus alceae,AD,LC,P
Carcharodus alceae,Carcharodus alceae,AL,VU,P
Carcharodus alceae,Carcharodus alceae,AT,NT,P
Carcharodus alceae,Carcharodus alceae,BA,LC,P
Carcharodus alceae,Carcharodus alceae,BE,LC,P
Carcharodus alceae,Carcharodus alceae,BG,LC,P
Carcharodus alceae,Carcharodus alceae,BY,Unknown,P
Carcharodus alceae,Carcharodus alceae,CH,NT,P
Carcharodus alceae,Carcharodus alceae,CY,No Red List available,P
Carcharodus alceae,Carcharodus alceae,CZ,NT,P
Carcharodus alceae,Carcharodus alceae,DE,LC,P
Carcharodus alceae,Carcharodus alceae,ES,NE,P
Carcharodus alceae,Carcharodus alceae,FR,LC,P
Carcharodus alceae,Carcharodus alceae,GR,LC,P
Carcharodus alceae,Carcharodus alceae,HR,LC,P
Carcharodus alceae,Carcharodus alceae,HU,LC,P
Carcharodus alceae,Carcharodus alceae,IT,LC,P
Carcharodus alceae,Carcharodus alceae,LI,No Red List available,P
Carcharodus alceae,Carcharodus alceae,LT,DD,P
Carcharodus alceae,Carcharodus alceae,LU,LC,P
Carcharodus alceae,Carcharodus alceae,MD,No Red List available,P
Carcharodus alceae,Carcharodus alceae,ME,No Red List available,P
