"language","license","rightsHolder","datasetID","accessRights","references","institutionCode","datasetName","taxonID","scientificName","kingdom","class","order","taxonRank","nomenclaturalCode"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:37036120d839b018e9e2102dc86fb8af","Callophrys chalybeitincta","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Nekrutenko and Tshikolovets (2005); Korb and Bolshakov (2016)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:3714e38de8729c2814172a0cbd60ed1c","Satyrium w-album","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Balletto et al. (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:3991d3cf0441379b28463e9046933bad","Melanargia pherusa","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Mestdagh et al. (2018)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:39f8791f82b9b2dc84df15f5938d7b0f","Lasiommata maera","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Koren and Kulijer (2016); Lelo (2016)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:3a23c87b77a6adb54a2e56f4fac56e7a","Brenthis hecate","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Balletto et al. (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:3bb5daea04c658cb5bf1361692388c51","Melanargia arge","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Verovnik and Popovic (2013); Micevski et al. (2015); Šašic et al. (2015b); Cuvelier et al. (2018)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:3c4d5497cd0ec3116a8a8476e6a3197e","Pseudochazara tisiphone","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Balletto et al. (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:3c82afa061941de76edada0d4889c789","Maniola nurag","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Székely (2008); Dinca (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:3d6bd4591899732fb0e8e8e56ee08155","Pyrgus sidae","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Dantart & Jubany (2012)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:3d946893006f87e5049eed90547314f4","Apatura ilia","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Sonderegger (2005); SwissLepTeam (2010); Wermeille et al. (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:3dd3a3ced0af418e6600afd4f6e04234","Heteropterus morpheus","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Balletto et al. (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:3e36f515332fea7cf3ea2ee3e85372bb","Anthocharis damone","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Pamperis (2009)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:3f9b489dfbcce49536a134f9e7efd887","Satyrium ledereri","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Huemer (2013); Huemer & Wiesmair (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:417bb45ca6773679e601ea0496eb9629","Boloria pales","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Aarvik et al. (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:41977a3b36ab409deb87b977c5e397d7","Boloria chariclea","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Huemer (2013); Huemer & Wiesmair (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:41a8cc2dd0a6f60a89bda3d694dc0b05","Erebia styx","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Balletto et al. (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:41fe87fb17246df90582d7f805a53a76","Pontia daplidice","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Kuchlein and de Vos (1999); van Swaay (2018)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4249fd8e29661a93a7dcf723a185f9a0","Lycaena dispar","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Huemer (2013); Huemer & Wiesmair (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:425a7170ed833387137e19c8442e0d40","Lycaena alciphron","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Pamperis (2009)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:42b4843b1146f685542ff9933d4d33f0","Plebejidea loewii","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Pastorális et al. (2013)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4329becfd5d68a3f8318bc5ba986f500","Apatura metis","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Dantart & Jubany (2012)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:432d3a671872ca37aff6f414590cb44e","Pieris napi","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Sonderegger (2005); SwissLepTeam (2010); Wermeille et al. (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4330b616b84a39a61c2b9ea6a2deec1d","Parnassius phoebus","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Balletto et al. (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4516ec57b39437751d1bca7cfd02d4b9","Hipparchia leighebi","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Pastorális et al. (2013)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:451fc375763fb13430ded0838761b9aa","Colias palaeno","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:456df73a5144d61c4c41981bf3d60950","Pararge xiphioides","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Kuchlein and de Vos (1999); van Swaay (2018)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:457198d5b7db1e378133ea4728a49452","Erynnis tages","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Sonderegger (2005); SwissLepTeam (2010); Wermeille et al. (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4575689fedfda14afd899e6030dd6ce5","Pyrgus onopordi","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Huemer (2013); Huemer & Wiesmair (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:46d37db359b8dbd9d91d8fdf92dbd232","Euphydryas cynthia","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4729bb0a4e2c51b7b8776c9a297e9b64","Pseudochazara amalthea","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Pamperis (2009)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:477d7d3591c120562e8ffbdd7c6a1aa2","Pseudochazara graeca","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Koren and Kulijer (2016); Lelo (2016)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:48044eb56ea655482c15f98662933e14","Erebia ottomana","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:489f746c09b9e85d1bf789a8def1609d","Spialia rosae","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Dantart & Jubany (2012)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:490fa7dc6de032570009571be8f9b035","Issoria lathonia","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Huemer (2013); Huemer & Wiesmair (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4a323a5326fb97ba50a3887972144edb","Erebia calcarius","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Balletto et al. (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4acb3729de1079d53d0c7aca26ae947e","Hipparchia blachieri","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Šašic and Mihoci (2011); Šašic et al. (2015a)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4b1f0cb6a6e8996ce225d29047f2cb77","Erebia stiria","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4bcf3427480be3ac16da7b35aeb0fb2d","Tongeia fischeri","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Székely (2008); Dinca (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4c11f03f10a38bb741ef98b718645ae1","Pyrgus andromedae","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Koren and Kulijer (2016); Lelo (2016)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4c8bb8fba281dcde0c4c3a07ac32bde3","Coenonympha rhodopensis","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Kuchlein and de Vos (1999); van Swaay (2018)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4cd155ba5d19626ef085284c2ae91b98","Boloria aquilonaris","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4e926317915921e55819f05f84e8d03c","Chazara persephone","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Huemer (2013); Huemer & Wiesmair (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4f5f03bf3fd0b312b312bad9f039f611","Boloria eunomia","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Fichefet et al. (2008); Maes et al. (2012)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4f7a7707f4c038ebb874d072b5873be9","Erebia aethiops","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4fae99015858d7d87bab0456cb357a13","Vanessa vulcania","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:4ffb2b8846260495a6fec56eb4f68c51","Zegris pyrothoe","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Dantart & Jubany (2012)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:502dafb968fed420a22386d23250355a","Pyrgus cacaliae","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:513608c910b3ec0515b063872a687870","Euchloe bazae","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:51721eadaf3ca01883f7795be997166f","Polyommatus nivescens","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Lafranchis et al. (2015)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:523512c81d86d86fa6243282cc5eddee","Euchloe simplonia","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Huemer (2013); Huemer & Wiesmair (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:525cf32792f29779b79c3a0ea1c69714","Cupido argiades","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:52ad116754c5b853089797fe98ae6b4f","Euchloe charlonia","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Huemer (2013); Huemer & Wiesmair (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:52e7122d436b77753f4cb1de4c92fe56","Hipparchia statilinus","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Pamperis (2009)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:52f3d7b283b441835bde257c843bc06f","Thymelicus hyrax","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Sonderegger (2005); SwissLepTeam (2010); Wermeille et al. (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:5344f716c7d2de2e029ce26bb423a09e","Melitaea britomartis","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:537c05ea6d588669ba82d72f151d84b7","Euphydryas desfontainii","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:5482de19fe87842566d6c1c87031016e","Coenonympha amaryllis","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Tshikolovets (2011); Tuzov (1997); Tuzov (2000); Verovnik (pers. comm.); Tatarinov and Gorbunov (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:558bc2a43b6ba1e7bf78179a50637275","Oeneis ammon","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:5671d31e25c59822f32d1d6aa7d004d0","Iolana debilitata","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Koren and Kulijer (2016); Lelo (2016)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:569ab87bf207bec5c7a9915fda0f7642","Cupido decoloratus","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Langourov and Simov (2014); Kolev (2017); Kolev and Tsvetanov (2018)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:56ad8746ed817fb0bd0c8bcca9f6e119","Carcharodus orientalis","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Lafranchis et al. (2015)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:56f3be04be1d19ba6f13fe7cfc32fffb","Erebia gorgone","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:57232e7d72a48cea019acfbd5240995d","Lysandra caelestissima","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Aarvik et al. (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:577fa4ef7347f8c05129cc499ec56873","Boloria freija","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Reinhardt & Bolz (2011)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:57b529550d8887d310af0f7a9b692bcc","Hipparchia hermione","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Tennent (2005); Báez and Oromí (2010); Wiemers (pers. comm.)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:57df4e3d9d4935c2f68b2a0666e9b695","Euchloe hesperidum","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:57f57fe36eb78671be6002125757f7f5","Melitaea aetherie","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:58b50fb055a0489fdca896198dda78ed","Polyommatus fulgens","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Balletto et al. (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:594102952f333a04dbb8ce6fbab480c1","Pyrgus warrenensis","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Pamperis (2009)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:595109ce36b0e2499ae1dc8cc4f3545e","Hipparchia christenseni","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Kuchlein and de Vos (1999); van Swaay (2018)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:59c61528b1431d1fe7cceb8e598c3563","Boloria selene","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Garcia-Barros et al. (2004); Monasterio León et al. (2017)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:5a5e0fecee3f3db5a3aab17cf5f16f09","Pseudophilotes panoptes","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Pamperis (2009)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:5adc8979bebb7419405d4bd2a2f4cc33","Pyrgus cinarae","Animalia","Insecta","Lepidoptera","species","ICZN"
"en","http://creativecommons.org/publicdomain/zero/1.0/","INBO","to_be_completed","https://www.inbo.be/en/norms-data-use","Aarvik et al. (2017); Tartes and Õunap (2014)","INBO","National checklists and red lists for prioritising European butterfly conservation actions","red-lists-european-butterflies-checklist:taxon:5b8f2fe82c04dba1f30bfd57c774611b","Hamearis lucina","Animalia","Insecta","Lepidoptera","species","ICZN"
