"taxonID","locality","countryCode","threatStatus","establishmentMeans","source"
"red-lists-european-butterflies-checklist:taxon:1a35102f4838db1ca2d6b7c83cc45954","Belarus","BY","Unknown","Breeding","Kulak & Yakovlev (2018)"
"red-lists-european-butterflies-checklist:taxon:1a35102f4838db1ca2d6b7c83cc45954","Macedonia","MK","Unknown","Breeding","Krpac & Darcemont (2011)"
"red-lists-european-butterflies-checklist:taxon:1a35102f4838db1ca2d6b7c83cc45954","Norway","NO","LC","Breeding","Henriksen & Hilmo (2015)"
"red-lists-european-butterflies-checklist:taxon:1a35102f4838db1ca2d6b7c83cc45954","Albania","AL","Unknown","Breeding","Anonymous (2013)"
"red-lists-european-butterflies-checklist:taxon:1a35102f4838db1ca2d6b7c83cc45954","Malta","MT","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1a48551081bc51d9b5f96f925e249857","Norway","NO","LC","Breeding","Henriksen & Hilmo (2015)"
"red-lists-european-butterflies-checklist:taxon:1a48551081bc51d9b5f96f925e249857","Russia","RU","No Red List available","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"red-lists-european-butterflies-checklist:taxon:1a48551081bc51d9b5f96f925e249857","Sweden","SE","NT","Breeding","Ahrné et al. (2015)"
"red-lists-european-butterflies-checklist:taxon:1a48551081bc51d9b5f96f925e249857","Finland","FI","VU","Breeding","Kaitila et al. (2010)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Andorra","AD","LC","Breeding","Dantart & Jubany (2012)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Bosnia and Herzegovina","BA","LC","Breeding","Ðug (2013)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Switzerland","CH","LC","Breeding","Wermeille et al. (2014)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","France","FR","LC","Breeding","UICN France (2012)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Croatia","HR","LC","Breeding","Šašic et al. (2015a)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Italy","IT","LC","Breeding","Bonelli et al. (in press)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Czech Republic","CZ","NE","Breeding","Beneš and Konvicka (2017)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Spain","ES","NE","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Liechtenstein","LI","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Montenegro","ME","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Austria","AT","NT","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","United Kingdom","GB","NT","Breeding","Fox et al. (2011)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Romania","RO","NT","Breeding","Rakosy (2002)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Slovenia","SI","NT","Breeding","Anonymous (2002); Verovnik et al. (2012)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Germany","DE","R","Breeding","Reinhardt & Bolz (2011)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Macedonia","MK","Unknown","Breeding","Krpac & Darcemont (2011)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Poland","PL","VU","Breeding","Glowaciñski (2002); Sielezniew (pers. Comm)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Slovakia","SK","VU","Breeding","Hernik Kalivoda (pers. comm.)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Serbia","RS","EN","Breeding","Jakšic (2003); Popovic et al. (2017)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Albania","AL","Unknown","Breeding","Anonymous (2013)"
"red-lists-european-butterflies-checklist:taxon:1a4f66605d1181435aed04b589848b20","Greece","GR","EN","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"red-lists-european-butterflies-checklist:taxon:1b1861e8c175987397db626bc5684de0","Bulgaria","BG","CR","Breeding","Hristova and Beshkov (2017)"
"red-lists-european-butterflies-checklist:taxon:1b1861e8c175987397db626bc5684de0","Greece","GR","LC","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"red-lists-european-butterflies-checklist:taxon:1b1861e8c175987397db626bc5684de0","Macedonia","MK","VU","Breeding","Krpac & Darcemont (2011)"
"red-lists-european-butterflies-checklist:taxon:1b1861e8c175987397db626bc5684de0","Albania","AL","Unknown","Breeding","Anonymous (2013)"
"red-lists-european-butterflies-checklist:taxon:1be1fed97ea2529ab9042d02798f242f","Portugal","PT","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1be1fed97ea2529ab9042d02798f242f","Andorra","AD","LC","Breeding","Dantart & Jubany (2012)"
"red-lists-european-butterflies-checklist:taxon:1be1fed97ea2529ab9042d02798f242f","France","FR","LC","Breeding","UICN France (2012)"
"red-lists-european-butterflies-checklist:taxon:1be1fed97ea2529ab9042d02798f242f","Spain","ES","NE","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"red-lists-european-butterflies-checklist:taxon:1be1fed97ea2529ab9042d02798f242f","Italy","IT","NT","Breeding","Bonelli et al. (in press)"
"red-lists-european-butterflies-checklist:taxon:1be7f0f8773a7f86832f8b8c7e8a0dda","Andorra","AD","LC","Breeding","Dantart & Jubany (2012)"
"red-lists-european-butterflies-checklist:taxon:1be7f0f8773a7f86832f8b8c7e8a0dda","France","FR","LC","Breeding","UICN France (2012)"
"red-lists-european-butterflies-checklist:taxon:1be7f0f8773a7f86832f8b8c7e8a0dda","Spain","ES","NE","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"red-lists-european-butterflies-checklist:taxon:1be7f0f8773a7f86832f8b8c7e8a0dda","Portugal","PT","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1cdf003cf49fdaa961501a4e71f29801","Macaronesia_CanaryIslands","MA_CA","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1e04a07eb2c2a6390126e1053f01b4bf","Romania","RO","CR","Breeding","Rakosy (2002)"
"red-lists-european-butterflies-checklist:taxon:1e04a07eb2c2a6390126e1053f01b4bf","Macedonia","MK","EN","Breeding","Krpac & Darcemont (2011)"
"red-lists-european-butterflies-checklist:taxon:1e04a07eb2c2a6390126e1053f01b4bf","Russia","RU","No Red List available","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"red-lists-european-butterflies-checklist:taxon:1e04a07eb2c2a6390126e1053f01b4bf","Bulgaria","BG","VU","Breeding","Hristova and Beshkov (2017)"
"red-lists-european-butterflies-checklist:taxon:1e04a07eb2c2a6390126e1053f01b4bf","Serbia","RS","VU","Breeding","Jakšic (2003); Popovic et al. (2017)"
"red-lists-european-butterflies-checklist:taxon:1e04a07eb2c2a6390126e1053f01b4bf","Greece","GR","Unknown","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"red-lists-european-butterflies-checklist:taxon:1e04a07eb2c2a6390126e1053f01b4bf","Ukraine","UA","EN","Breeding","Popov & Geryak (pers. comm.)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Croatia","HR","DD","Breeding","Šašic et al. (2015a)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Ukraine","UA","DD","Breeding","Popov & Geryak (pers. comm.)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Austria","AT","EN","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Belgium","BE","EN","Breeding","Fichefet et al. (2008); Maes et al. (2012)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Switzerland","CH","EN","Breeding","Wermeille et al. (2014)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Czech Republic","CZ","EN","Breeding","Beneš and Konvicka (2017)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Luxembourg","LU","EN","Breeding","Mestdagh et al. (2018)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Bulgaria","BG","LC","Breeding","Hristova and Beshkov (2017)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","France","FR","LC","Breeding","UICN France (2012)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Greece","GR","LC","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Italy","IT","LC","Breeding","Bonelli et al. (in press)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Serbia","RS","LC","Breeding","Jakšic (2003); Popovic et al. (2017)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Spain","ES","NE","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Cyprus","CY","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Montenegro","ME","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Portugal","PT","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Russia","RU","No Red List available","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Bosnia and Herzegovina","BA","NT","Breeding","Ðug (2013)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","United Kingdom","GB","NT","Breeding","Fox et al. (2011)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Romania","RO","NT","Breeding","Rakosy (2002)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Netherlands","NL","RE","Breeding","Bos et al. (2006)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Macedonia","MK","Unknown","Breeding","Krpac & Darcemont (2011)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Andorra","AD","VU","Breeding","Dantart & Jubany (2012)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Germany","DE","VU","Breeding","Reinhardt & Bolz (2011)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Hungary","HU","VU","Breeding","Ádám Korösi & Ádám Gór (pers. comm.)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Poland","PL","VU","Breeding","Glowaciñski (2002); Sielezniew (pers. Comm)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Slovenia","SI","VU","Breeding","Anonymous (2002); Verovnik et al. (2012)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Slovakia","SK","VU","Breeding","Hernik Kalivoda (pers. comm.)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Albania","AL","VU","Breeding","Anonymous (2013)"
"red-lists-european-butterflies-checklist:taxon:1e5a990ca8507ca8e77d9557959e4626","Belarus","BY","LC","Breeding","Kulak & Yakovlev (2018)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Netherlands","NL","EN","Breeding","Bos et al. (2006)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Austria","AT","LC","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Bosnia and Herzegovina","BA","LC","Breeding","Ðug (2013)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Belgium","BE","LC","Breeding","Fichefet et al. (2008); Maes et al. (2012)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Bulgaria","BG","LC","Breeding","Hristova and Beshkov (2017)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Switzerland","CH","LC","Breeding","Wermeille et al. (2014)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Estonia","EE","LC","Breeding","Anu Tiitsaar (pers.comm.)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","France","FR","LC","Breeding","UICN France (2012)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Croatia","HR","LC","Breeding","Šašic et al. (2015a)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Italy","IT","LC","Breeding","Bonelli et al. (in press)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Lithuania","LT","LC","Breeding","Rašomavicius (2007)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Luxembourg","LU","LC","Breeding","Mestdagh et al. (2018)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Poland","PL","LC","Breeding","Glowaciñski (2002); Sielezniew (pers. Comm)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Slovenia","SI","LC","Breeding","Anonymous (2002); Verovnik et al. (2012)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Slovakia","SK","LC","Breeding","Hernik Kalivoda (pers. comm.)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Ukraine","UA","LC","Breeding","Popov & Geryak (pers. comm.)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Spain","ES","NE","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Liechtenstein","LI","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Latvia","LV","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Moldova","MD","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Montenegro","ME","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Portugal","PT","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Russia","RU","No Red List available","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Andorra","AD","NT","Breeding","Dantart & Jubany (2012)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Czech Republic","CZ","NT","Breeding","Beneš and Konvicka (2017)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Germany","DE","NT","Breeding","Reinhardt & Bolz (2011)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Denmark","DK","NT","Breeding","Wind & Phil (2004)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Finland","FI","NtA","Breeding","Kaitila et al. (2010)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Belarus","BY","Unknown","Breeding","Kulak & Yakovlev (2018)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Macedonia","MK","Unknown","Breeding","Krpac & Darcemont (2011)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","United Kingdom","GB","VU","Breeding","Fox et al. (2011)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Hungary","HU","VU","Breeding","Ádám Korösi & Ádám Gór (pers. comm.)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Romania","RO","VU","Breeding","Rakosy (2002)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Serbia","RS","LC","Breeding","Jakšic (2003); Popovic et al. (2017)"
"red-lists-european-butterflies-checklist:taxon:1e719fb81465d13618872fcaa083ad2a","Greece","GR","VU","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"red-lists-european-butterflies-checklist:taxon:1ebf8618a5b1edd74ee7c39de54d9873","Croatia","HR","DD","Breeding","Šašic et al. (2015a)"
"red-lists-european-butterflies-checklist:taxon:1ebf8618a5b1edd74ee7c39de54d9873","Italy","IT","EN","Breeding","Bonelli et al. (in press)"
"red-lists-european-butterflies-checklist:taxon:1ebf8618a5b1edd74ee7c39de54d9873","France","FR","LC","Breeding","UICN France (2012)"
"red-lists-european-butterflies-checklist:taxon:1ebf8618a5b1edd74ee7c39de54d9873","Greece","GR","NT","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"red-lists-european-butterflies-checklist:taxon:1ebf8618a5b1edd74ee7c39de54d9873","Macedonia","MK","NT","Breeding","Krpac & Darcemont (2011)"
"red-lists-european-butterflies-checklist:taxon:1ebf8618a5b1edd74ee7c39de54d9873","Albania","AL","VU","Breeding","Anonymous (2013)"
"red-lists-european-butterflies-checklist:taxon:1ebf8618a5b1edd74ee7c39de54d9873","Bosnia and Herzegovina","BA","Unknown","Breeding","Ðug (2013)"
"red-lists-european-butterflies-checklist:taxon:1ebf8618a5b1edd74ee7c39de54d9873","Montenegro","ME","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Andorra","AD","LC","Breeding","Dantart & Jubany (2012)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Austria","AT","LC","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Bosnia and Herzegovina","BA","LC","Breeding","Ðug (2013)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","France","FR","LC","Breeding","UICN France (2012)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Greece","GR","LC","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Croatia","HR","LC","Breeding","Šašic et al. (2015a)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Hungary","HU","LC","Breeding","Ádám Korösi & Ádám Gór (pers. comm.)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Slovenia","SI","LC","Breeding","Anonymous (2002); Verovnik et al. (2012)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Slovakia","SK","LC","Breeding","Hernik Kalivoda (pers. comm.)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Czech Republic","CZ","NE","Breeding","Beneš and Konvicka (2017)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Montenegro","ME","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Portugal","PT","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Russia","RU","No Red List available","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Switzerland","CH","NT","Breeding","Wermeille et al. (2014)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Romania","RO","NT","Breeding","Rakosy (2002)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Ukraine","UA","NT","Breeding","Popov & Geryak (pers. comm.)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Macedonia","MK","Unknown","Breeding","Krpac & Darcemont (2011)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Germany","DE","VU","Breeding","Reinhardt & Bolz (2011)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Moldova","MD","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Albania","AL","VU","Breeding","Anonymous (2013)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Serbia","RS","LC","Breeding","Jakšic (2003); Popovic et al. (2017)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Bulgaria","BG","LC","Breeding","Hristova and Beshkov (2017)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Italy","IT","LC","Breeding","Bonelli et al. (in press)"
"red-lists-european-butterflies-checklist:taxon:1ff7bd3fb0b7c7d8a301cd4382ab46b3","Spain","ES","NE","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"red-lists-european-butterflies-checklist:taxon:207f5ac5d65c5bc241badb7415f374ef","France","FR","LC","Breeding","UICN France (2012)"
"red-lists-european-butterflies-checklist:taxon:207f5ac5d65c5bc241badb7415f374ef","Spain","ES","NE","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"red-lists-european-butterflies-checklist:taxon:207f5ac5d65c5bc241badb7415f374ef","Portugal","PT","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:207f5ac5d65c5bc241badb7415f374ef","Italy","IT","VU","Breeding","Bonelli et al. (in press)"
"red-lists-european-butterflies-checklist:taxon:20bf1340e5c6d8db41e96e7bde12e4b2","Austria","AT","LC","Breeding","Zulka et al. 2003; Höttinger and Pennerstorfer (2005)"
"red-lists-european-butterflies-checklist:taxon:20bf1340e5c6d8db41e96e7bde12e4b2","Switzerland","CH","LC","Breeding","Wermeille et al. (2014)"
"red-lists-european-butterflies-checklist:taxon:20bf1340e5c6d8db41e96e7bde12e4b2","Italy","IT","LC","Breeding","Bonelli et al. (in press)"
"red-lists-european-butterflies-checklist:taxon:20bf1340e5c6d8db41e96e7bde12e4b2","Liechtenstein","LI","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:20bf1340e5c6d8db41e96e7bde12e4b2","Germany","DE","R","Breeding","Reinhardt & Bolz (2011)"
"red-lists-european-butterflies-checklist:taxon:20bf1340e5c6d8db41e96e7bde12e4b2","France","FR","LC","Breeding","UICN France (2012)"
"red-lists-european-butterflies-checklist:taxon:21647e40c1fc022485f3ac2eab0ef6cf","Spain","ES","NE","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"red-lists-european-butterflies-checklist:taxon:21d76ddf9a1dd196d0c712d25d8724ed","France","FR","LC","Breeding","UICN France (2012)"
"red-lists-european-butterflies-checklist:taxon:21d76ddf9a1dd196d0c712d25d8724ed","Spain","ES","NE","Breeding","Verdú & Galante (2009); Verdú et al. (2011)"
"red-lists-european-butterflies-checklist:taxon:2204604c2acc8d44f4451fd602d3a654","Bulgaria","BG","CR","Breeding","Hristova and Beshkov (2017)"
"red-lists-european-butterflies-checklist:taxon:2204604c2acc8d44f4451fd602d3a654","Greece","GR","EN","Breeding","Pamperis (2009); Legakis and Maragou (2009)"
"red-lists-european-butterflies-checklist:taxon:2215a48b18f41e91bd7f9a71cbb25084","Russia","RU","No Red List available","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"red-lists-european-butterflies-checklist:taxon:22bb89532a2c301cd97bf978f0d278c3","Ukraine","UA","VU","Breeding","Popov & Geryak (pers. comm.)"
"red-lists-european-butterflies-checklist:taxon:22bb89532a2c301cd97bf978f0d278c3","Russia","RU","No Red List available","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
"red-lists-european-butterflies-checklist:taxon:235cb45e96d05c8695cf1c00f1311d17","Italy","IT","DD","Breeding","Bonelli et al. (in press)"
"red-lists-european-butterflies-checklist:taxon:23a60c5a73ae8ce6cda8b79581b48495","Cyprus","CY","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Finland","FI","LC","Breeding","Kaitila et al. (2010)"
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Lithuania","LT","LC","Breeding","Rašomavicius (2007)"
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Norway","NO","LC","Breeding","Henriksen & Hilmo (2015)"
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Latvia","LV","No Red List available","Breeding",
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Belarus","BY","Unknown","Breeding","Kulak & Yakovlev (2018)"
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Serbia","RS","EN","Breeding","Jakšic (2003); Popovic et al. (2017)"
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Italy","IT","LC","Breeding","Bonelli et al. (in press)"
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Germany","DE","EN","Breeding","Reinhardt & Bolz (2011)"
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Switzerland","CH","LC","Breeding","Wermeille et al. (2014)"
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Netherlands","NL","CR","Breeding","Bos et al. (2006)"
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Poland","PL","EN","Breeding","Glowaciñski (2002); Sielezniew (pers. Comm)"
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Slovakia","SK","EN","Breeding","Hernik Kalivoda (pers. comm.)"
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","France","FR","LC","Breeding","UICN France (2012)"
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Sweden","SE","LC","Breeding","Ahrné et al. (2015)"
"red-lists-european-butterflies-checklist:taxon:2423374daa25a1852b2e4c13429f7241","Russia","RU","No Red List available","Breeding","Iliashenko & Iliashenko (2000); Danilov-Danilian (2001)"
