"SpeciesnameLocal";"SpeciesnameEurope";"CountryCode";"RedListCategory";"Endemic"
"Cupido decoloratus";"Cupido decolorata";"UA";"No Red List available";
"Cupido lorquinii";"Cupido lorquinii";"ES";"Unknown";
"Cupido lorquinii";"Cupido lorquinii";"PT";"No Red List available";
"Cupido minimus";"Cupido minimus";"AD";"LC";
"Cupido minimus";"Cupido minimus";"AL";"VU";
"Cupido minimus";"Cupido minimus";"AT";"LC";
"Cupido minimus";"Cupido minimus";"BA";"NT";
"Cupido minimus";"Cupido minimus";"BE";"NT";
"Cupido minimus";"Cupido minimus";"BG";"LC";
"Cupido minimus";"Cupido minimus";"BY";"LC";
"Cupido minimus";"Cupido minimus";"CH";"LC";
"Cupido minimus";"Cupido minimus";"CZ";"LC";
"Cupido minimus";"Cupido minimus";"DE";"LC";
"Cupido minimus";"Cupido minimus";"DK";"LC";
"Cupido minimus";"Cupido minimus";"EE";"No Red List available";
"Cupido minimus";"Cupido minimus";"ES";"Unknown";
"Cupido minimus";"Cupido minimus";"FI";"EN";
"Cupido minimus";"Cupido minimus";"FR";"LC";
"Cupido minimus";"Cupido minimus";"GB";"NT";
"Cupido minimus";"Cupido minimus";"GR";"LC";
"Cupido minimus";"Cupido minimus";"HR";"LC";
"Cupido minimus";"Cupido minimus";"HU";"LC";
"Cupido minimus";"Cupido minimus";"IE";"EN";
"Cupido minimus";"Cupido minimus";"IT";"LC";
"Cupido minimus";"Cupido minimus";"LI";"No Red List available";
"Cupido minimus";"Cupido minimus";"LT";"Unknown";
"Cupido minimus";"Cupido minimus";"LU";"VU";
"Cupido minimus";"Cupido minimus";"LV";"No Red List available";
"Cupido minimus";"Cupido minimus";"MD";"No Red List available";
"Cupido minimus";"Cupido minimus";"ME";"No Red List available";
"Cupido minimus";"Cupido minimus";"MK";"Unknown";
"Cupido minimus";"Cupido minimus";"NL";"RE";
"Cupido minimus";"Cupido minimus";"NO";"LC";
"Cupido minimus";"Cupido minimus";"PL";"LC";
"Cupido minimus";"Cupido minimus";"PT";"No Red List available";
"Cupido minimus";"Cupido minimus";"RO";"No Red List available";
"Cupido minimus";"Cupido minimus";"RS";"VU";
"Cupido minimus";"Cupido minimus";"RU";"No Red List available";
"Cupido minimus";"Cupido minimus";"SE";"NT";
"Cupido minimus";"Cupido minimus";"SI";"LC";
"Cupido minimus";"Cupido minimus";"SK";"LC";
"Cupido minimus";"Cupido minimus";"UA";"No Red List available";
"Cupido osiris";"Cupido osiris";"AL";"VU";
"Cupido osiris";"Cupido osiris";"AT";"CR";
"Cupido osiris";"Cupido osiris";"BA";"NT";
"Cupido osiris";"Cupido osiris";"BG";"LC";
"Cupido osiris";"Cupido osiris";"CH";"EN";
"Cupido osiris";"Cupido osiris";"DE";"RE";
"Cupido osiris";"Cupido osiris";"ES";"Unknown";
"Cupido osiris";"Cupido osiris";"FR";"LC";
"Cupido osiris";"Cupido osiris";"GR";"LC";
"Cupido osiris";"Cupido osiris";"HR";"LC";
"Cupido osiris";"Cupido osiris";"HU";"EN";
"Cupido osiris";"Cupido osiris";"IT";"LC";
"Cupido osiris";"Cupido osiris";"MD";"No Red List available";
"Cupido osiris";"Cupido osiris";"ME";"No Red List available";
"Cupido osiris";"Cupido osiris";"MK";"Unknown";
"Cupido osiris";"Cupido osiris";"RO";"No Red List available";
"Cupido osiris";"Cupido osiris";"RS";"DD";
"Cupido osiris";"Cupido osiris";"RU";"No Red List available";
"Cupido osiris";"Cupido osiris";"SI";"EN";
"Cupido osiris";"Cupido osiris";"SK";"DD";
"Cupido osiris";"Cupido osiris";"UA";"No Red List available";
"Cyaniris semiargus";"Cyaniris semiargus";"AL";"Unknown";
"Cyaniris semiargus";"Cyaniris semiargus";"BA";"LC";
"Cyaniris semiargus";"Cyaniris semiargus";"BE";"NT";
"Cyaniris semiargus";"Cyaniris semiargus";"BY";"Unknown";
"Cyaniris semiargus";"Cyaniris semiargus";"CZ";"VU";
"Cyaniris semiargus";"Cyaniris semiargus";"DK";"VU";
"Cyaniris semiargus";"Cyaniris semiargus";"EE";"No Red List available";
"Cyaniris semiargus";"Cyaniris semiargus";"ES";"Unknown";
"Cyaniris semiargus";"Cyaniris semiargus";"FI";"LC";
"Cyaniris semiargus";"Cyaniris semiargus";"FR";"LC";
"Cyaniris semiargus";"Cyaniris semiargus";"GB";"RE";
"Cyaniris semiargus";"Cyaniris semiargus";"HR";"LC";
"Cyaniris semiargus";"Cyaniris semiargus";"IT";"LC";
"Cyaniris semiargus";"Cyaniris semiargus";"LI";"No Red List available";
"Cyaniris semiargus";"Cyaniris semiargus";"LT";"Unknown";
"Cyaniris semiargus";"Cyaniris semiargus";"LV";"No Red List available";
"Cyaniris semiargus";"Cyaniris semiargus";"MD";"No Red List available";
"Cyaniris semiargus";"Cyaniris semiargus";"ME";"No Red List available";
"Cyaniris semiargus";"Cyaniris semiargus";"MK";"Unknown";
"Cyaniris semiargus";"Cyaniris semiargus";"NL";"RE";
"Cyaniris semiargus";"Cyaniris semiargus";"NO";"LC";
"Cyaniris semiargus";"Cyaniris semiargus";"PL";"LC";
"Cyaniris semiargus";"Cyaniris semiargus";"RO";"No Red List available";
"Cyaniris semiargus";"Cyaniris semiargus";"RS";"LC";
"Cyaniris semiargus";"Cyaniris semiargus";"SE";"LC";
"Cyaniris semiargus";"Cyaniris semiargus";"SI";"LC";
"Cyaniris semiargus";"Cyaniris semiargus";"UA";"No Red List available";
"Cyclyrius webbianus";"Cyclyrius webbianus";"MA_CA";"No Red List available";"Endemic (Canary Islands)"
"Cynhtia cardui";"Vanessa cardui";"LI";"No Red List available";
"Danaus chrysippus";"Danaus chrysippus";"AL";"NT";
"Danaus chrysippus";"Danaus chrysippus";"CY";"No Red List available";
"Danaus chrysippus";"Danaus chrysippus";"ES";"Unknown";
"Danaus chrysippus";"Danaus chrysippus";"FR";"LC";
"Danaus chrysippus";"Danaus chrysippus";"GR";"LC";
"Danaus chrysippus";"Danaus chrysippus";"HR";"NtA";
"Danaus chrysippus";"Danaus chrysippus";"IT";"LC";
"Danaus chrysippus";"Danaus chrysippus";"MA_CA";"No Red List available";
"Danaus chrysippus";"Danaus chrysippus";"ME";"No Red List available";
"Danaus chrysippus";"Danaus chrysippus";"MT";"No Red List available";
"Danaus plexippus";"Danaus plexippus";"ES";"Unknown";
"Danaus plexippus";"Danaus plexippus";"MA_AZ";"No Red List available";
"Danaus plexippus";"Danaus plexippus";"MA_CA";"No Red List available";
"Danaus plexippus";"Danaus plexippus";"MA_MA";"No Red List available";
"Danaus plexippus";"Danaus plexippus";"PT";"No Red List available";
"Driopa mnemosyne";"Parnassius mnemosyne";"BY";"VU";
"Driopa mnemosyne";"Parnassius mnemosyne";"MD";"No Red List available";
"Driopa mnemosyne";"Parnassius mnemosyne";"UA";"No Red List available";
"Erebia (pandrose) sthennyo";"Erebia sthennyo";"FR";"LC";
"Erebia aethiopella";"Erebia aethiopellus";"FR";"LC";
"Erebia aethiopellus";"Erebia aethiopellus";"IT";"LC";
"Erebia aethiops";"Erebia aethiops";"AL";"VU";
"Erebia aethiops";"Erebia aethiops";"AT";"LC";
"Erebia aethiops";"Erebia aethiops";"BA";"LC";
"Erebia aethiops";"Erebia aethiops";"BE";"CR";
"Erebia aethiops";"Erebia aethiops";"BG";"LC";
"Erebia aethiops";"Erebia aethiops";"BY";"EN";
"Erebia aethiops";"Erebia aethiops";"CH";"LC";
"Erebia aethiops";"Erebia aethiops";"CZ";"VU";
"Erebia aethiops";"Erebia aethiops";"DE";"VU";
"Erebia aethiops";"Erebia aethiops";"FR";"LC";
"Erebia aethiops";"Erebia aethiops";"GB";"LC";
"Erebia aethiops";"Erebia aethiops";"GR";"LC";
"Erebia aethiops";"Erebia aethiops";"HR";"LC";
"Erebia aethiops";"Erebia aethiops";"HU";"EN";
"Erebia aethiops";"Erebia aethiops";"IT";"LC";
"Erebia aethiops";"Erebia aethiops";"LI";"No Red List available";
"Erebia aethiops";"Erebia aethiops";"LT";"Unknown";
"Erebia aethiops";"Erebia aethiops";"LU";"RE";
"Erebia aethiops";"Erebia aethiops";"LV";"No Red List available";
"Erebia aethiops";"Erebia aethiops";"ME";"No Red List available";
"Erebia aethiops";"Erebia aethiops";"MK";"NT";
"Erebia aethiops";"Erebia aethiops";"PL";"VU";
"Erebia aethiops";"Erebia aethiops";"RO";"No Red List available";
"Erebia aethiops";"Erebia aethiops";"RS";"LC";
"Erebia aethiops";"Erebia aethiops";"RU";"No Red List available";
"Erebia aethiops";"Erebia aethiops";"SI";"LC";
"Erebia aethiops";"Erebia aethiops";"SK";"LC";
"Erebia aethiops";"Erebia aethiops";"UA";"No Red List available";
"Erebia afra";"Proterebia phegea";"RU";"No Red List available";
"Erebia albergana";"Erebia alberganus";"IT";"LC";
"Erebia alberganus";"Erebia alberganus";"AT";"NT";
"Erebia alberganus";"Erebia alberganus";"BG";"VU";
"Erebia alberganus";"Erebia alberganus";"CH";"LC";
"Erebia alberganus";"Erebia alberganus";"FR";"LC";
"Erebia alberganus";"Erebia alberganus";"ME";"No Red List available";
"Erebia alberganus";"Erebia alberganus";"MK";"Unknown";
"Erebia alberganus";"Erebia alberganus";"RS";"EN";
"Erebia arvernensis";"Erebia arvernensis";"AD";"LC";
"Erebia arvernensis";"Erebia arvernensis";"CH";"Unknown";
"Erebia arvernensis";"Erebia arvernensis";"ES";"Unknown";
"Erebia bubastis";"Erebia manto";"CH";"EN";
"Erebia calcaria";"Erebia calcaria";"AT";"DD";
"Erebia calcaria";"Erebia calcaria";"IT";"NT";
"Erebia calcaria";"Erebia calcaria";"SI";"LC";
"Erebia callias";"Erebia callias";"RU";"No Red List available";
"Erebia cassioides";"Erebia arvernensis";"FR";"Unknown";
"Erebia cassioides";"Erebia cassioides";"AT";"LC";
"Erebia cassioides";"Erebia cassioides";"BA";"NT";
"Erebia cassioides";"Erebia cassioides";"BG";"VU";
"Erebia cassioides";"Erebia cassioides";"IT";"LC";
"Erebia cassioides";"Erebia cassioides";"RS";"Unknown";
"Erebia christi";"Erebia christi";"CH";"VU";
"Erebia christi";"Erebia christi";"IT";"EN";
"Erebia claudina";"Erebia claudina";"AT";"NT";
"Erebia claudina";"Erebia claudina";"IT";"NtA";
"Erebia cyclopius";"Erebia cyclopius";"RU";"No Red List available";
"Erebia dabanensis";"Erebia dabanensis";"RU";"No Red List available";
"Erebia disa";"Erebia disa";"FI";"VU";
"Erebia disa";"Erebia disa";"NO";"LC";
"Erebia disa";"Erebia disa";"RU";"No Red List available";
"Erebia disa";"Erebia disa";"SE";"LC";
"Erebia discoidalis";"Erebia discoidalis";"RU";"No Red List available";
"Erebia dromus";"Erebia arvernensis";"IT";"LC";
"Erebia edda";"Erebia edda";"RU";"No Red List available";
"Erebia embla";"Erebia embla";"EE";"No Red List available";
"Erebia embla";"Erebia embla";"FI";"LC";
"Erebia embla";"Erebia embla";"LV";"No Red List available";
"Erebia embla";"Erebia embla";"NO";"LC";
"Erebia embla";"Erebia embla";"RU";"No Red List available";
"Erebia embla";"Erebia embla";"SE";"LC";
"Erebia epiphron";"Erebia epiphron";"AD";"LC";
"Erebia epiphron";"Erebia epiphron";"AL";"Unknown";
"Erebia epiphron";"Erebia epiphron";"AT";"NT";
"Erebia epiphron";"Erebia epiphron";"BA";"LC";
"Erebia epiphron";"Erebia epiphron";"CH";"LC";
"Erebia epiphron";"Erebia epiphron";"CZ";"LC";
"Erebia epiphron";"Erebia epiphron";"DE";"R";
"Erebia epiphron";"Erebia epiphron";"ES";"Unknown";
"Erebia epiphron";"Erebia epiphron";"FR";"LC";
"Erebia epiphron";"Erebia epiphron";"GB";"NT";
"Erebia epiphron";"Erebia epiphron";"GR";"VU";
"Erebia epiphron";"Erebia epiphron";"HR";"LC";
"Erebia epiphron";"Erebia epiphron";"IT";"LC";
"Erebia epiphron";"Erebia epiphron";"LI";"No Red List available";
"Erebia epiphron";"Erebia epiphron";"ME";"No Red List available";
"Erebia epiphron";"Erebia epiphron";"MK";"Unknown";
"Erebia epiphron";"Erebia epiphron";"PL";"VU";
"Erebia epiphron";"Erebia epiphron";"RO";"No Red List available";
"Erebia epiphron";"Erebia epiphron";"RS";"LC";
"Erebia epiphron";"Erebia epiphron";"SI";"NT";
"Erebia epiphron";"Erebia epiphron";"SK";"VU";
"Erebia epistygne";"Erebia epistygne";"ES";"LC";
"Erebia epistygne";"Erebia epistygne";"FR";"NT";
"Erebia eriphyle";"Erebia eriphyle";"AT";"NT";
"Erebia eriphyle";"Erebia eriphyle";"CH";"LC";
"Erebia eriphyle";"Erebia eriphyle";"DE";"R";
"Erebia eriphyle";"Erebia eriphyle";"IT";"LC";
"Erebia eriphyle";"Erebia eriphyle";"LI";"No Red List available";
"Erebia euryale";"Erebia euryale";"AD";"LC";
"Erebia euryale";"Erebia euryale";"AL";"Unknown";
"Erebia euryale";"Erebia euryale";"AT";"LC";
"Erebia euryale";"Erebia euryale";"BA";"LC";
"Erebia euryale";"Erebia euryale";"BG";"LC";
"Erebia euryale";"Erebia euryale";"CH";"LC";
"Erebia euryale";"Erebia euryale";"CZ";"LC";
"Erebia euryale";"Erebia euryale";"DE";"LC";
"Erebia euryale";"Erebia euryale";"ES";"Unknown";
"Erebia euryale";"Erebia euryale";"FI";"Unknown";
"Erebia euryale";"Erebia euryale";"FR";"LC";
"Erebia euryale";"Erebia euryale";"GR";"LC";
"Erebia euryale";"Erebia euryale";"HR";"LC";
"Erebia euryale";"Erebia euryale";"IT";"LC";
"Erebia euryale";"Erebia euryale";"LI";"No Red List available";
"Erebia euryale";"Erebia euryale";"ME";"No Red List available";
"Erebia euryale";"Erebia euryale";"MK";"Unknown";
"Erebia euryale";"Erebia euryale";"PL";"LC";
"Erebia euryale";"Erebia euryale";"RO";"No Red List available";
"Erebia euryale";"Erebia euryale";"RS";"LC";
"Erebia euryale";"Erebia euryale";"RU";"No Red List available";
"Erebia euryale";"Erebia euryale";"SI";"LC";
"Erebia euryale";"Erebia euryale";"SK";"LC";
"Erebia euryale";"Erebia euryale";"UA";"No Red List available";
"Erebia fasciata";"Erebia fasciata";"RU";"No Red List available";
"Erebia flavofasciata";"Erebia flavofasciata";"AT";"DD";
"Erebia flavofasciata";"Erebia flavofasciata";"CH";"NT";
"Erebia flavofasciata";"Erebia flavofasciata";"IT";"VU";
"Erebia gorge";"Erebia gorge";"AD";"VU";
"Erebia gorge";"Erebia gorge";"AL";"Unknown";
"Erebia gorge";"Erebia gorge";"AT";"LC";
"Erebia gorge";"Erebia gorge";"BA";"VU";
"Erebia gorge";"Erebia gorge";"BG";"EN";
"Erebia gorge";"Erebia gorge";"CH";"LC";
"Erebia gorge";"Erebia gorge";"CZ";"LC";
"Erebia gorge";"Erebia gorge";"DE";"R";
"Erebia gorge";"Erebia gorge";"ES";"Unknown";
"Erebia gorge";"Erebia gorge";"FR";"LC";
"Erebia gorge";"Erebia gorge";"IT";"LC";
"Erebia gorge";"Erebia gorge";"LI";"No Red List available";
"Erebia gorge";"Erebia gorge";"ME";"No Red List available";
"Erebia gorge";"Erebia gorge";"MK";"NT";
"Erebia gorge";"Erebia gorge";"RO";"No Red List available";
"Erebia gorge";"Erebia gorge";"RS";"EN";
"Erebia gorge";"Erebia gorge";"SI";"LC";
"Erebia gorge";"Erebia gorge";"SK";"VU";
"Erebia gorge vagana";"Erebia gorge";"HR";"EN";
"Erebia gorgone";"Erebia gorgone";"AD";"NT";
"Erebia gorgone";"Erebia gorgone";"ES";"Unknown";
"Erebia gorgone";"Erebia gorgone";"FR";"LC";
"Erebia hispania";"Erebia hispania";"ES";"Unknown";
"Erebia hispania";"Erebia hispania";"FR";"Unknown";
"Erebia jeniseiensis";"Erebia jeniseiensis";"RU";"No Red List available";
"Erebia lefebvrei";"Erebia lefebvrei";"AD";"VU";
"Erebia lefebvrei";"Erebia lefebvrei";"ES";"Unknown";
"Erebia lefebvrei";"Erebia lefebvrei";"FR";"NT";
"Erebia ligea";"Erebia ligea";"AL";"Unknown";
"Erebia ligea";"Erebia ligea";"AT";"LC";
"Erebia ligea";"Erebia ligea";"BA";"LC";
"Erebia ligea";"Erebia ligea";"BE";"CR";
"Erebia ligea";"Erebia ligea";"BG";"LC";
"Erebia ligea";"Erebia ligea";"BY";"DD";
"Erebia ligea";"Erebia ligea";"CH";"LC";
"Erebia ligea";"Erebia ligea";"CZ";"LC";
"Erebia ligea";"Erebia ligea";"DE";"NT";
"Erebia ligea";"Erebia ligea";"EE";"No Red List available";
"Erebia ligea";"Erebia ligea";"FI";"LC";
"Erebia ligea";"Erebia ligea";"FR";"LC";
"Erebia ligea";"Erebia ligea";"GR";"LC";
"Erebia ligea";"Erebia ligea";"HR";"LC";
"Erebia ligea";"Erebia ligea";"HU";"RE";
"Erebia ligea";"Erebia ligea";"IT";"LC";
"Erebia ligea";"Erebia ligea";"LI";"No Red List available";
"Erebia ligea";"Erebia ligea";"LT";"Unknown";
"Erebia ligea";"Erebia ligea";"LV";"No Red List available";
"Erebia ligea";"Erebia ligea";"ME";"No Red List available";
"Erebia ligea";"Erebia ligea";"MK";"Unknown";
"Erebia ligea";"Erebia ligea";"NO";"LC";
"Erebia ligea";"Erebia ligea";"PL";"VU";
"Erebia ligea";"Erebia ligea";"RO";"No Red List available";
"Erebia ligea";"Erebia ligea";"RS";"LC";
"Erebia ligea";"Erebia ligea";"RU";"No Red List available";
"Erebia ligea";"Erebia ligea";"SE";"LC";
"Erebia ligea";"Erebia ligea";"SI";"LC";
"Erebia ligea";"Erebia ligea";"SK";"LC";
"Erebia ligea";"Erebia ligea";"UA";"No Red List available";
"Erebia manto";"Erebia manto";"AT";"LC";
"Erebia manto";"Erebia manto";"BA";"VU";
"Erebia manto";"Erebia manto";"CH";"LC";
"Erebia manto";"Erebia manto";"CZ";"LC";
"Erebia manto";"Erebia manto";"DE";"R";
"Erebia manto";"Erebia manto";"ES";"Unknown";
"Erebia manto";"Erebia manto";"FR";"LC";
"Erebia manto";"Erebia manto";"IT";"LC";
"Erebia manto";"Erebia manto";"LI";"No Red List available";
"Erebia manto";"Erebia manto";"PL";"VU";
"Erebia manto";"Erebia manto";"RO";"No Red List available";
"Erebia manto";"Erebia manto";"RS";"EN";
"Erebia manto";"Erebia manto";"SI";"LC";
"Erebia manto";"Erebia manto";"SK";"VU";
"Erebia manto";"Erebia manto";"UA";"No Red List available";
"Erebia medusa";"Erebia medusa";"AL";"VU";
"Erebia medusa";"Erebia medusa";"AT";"NT";
"Erebia medusa";"Erebia medusa";"BA";"LC";
"Erebia medusa";"Erebia medusa";"BE";"VU";
"Erebia medusa";"Erebia medusa";"BG";"LC";
"Erebia medusa";"Erebia medusa";"BY";"RE";
"Erebia medusa";"Erebia medusa";"CH";"NT";
"Erebia medusa";"Erebia medusa";"CZ";"LC";
"Erebia medusa";"Erebia medusa";"DE";"NT";
"Erebia medusa";"Erebia medusa";"FR";"LC";
"Erebia medusa";"Erebia medusa";"GR";"LC";
"Erebia medusa";"Erebia medusa";"HR";"NT";
"Erebia medusa";"Erebia medusa";"HU";"VU";
"Erebia medusa";"Erebia medusa";"IT";"LC";
"Erebia medusa";"Erebia medusa";"LI";"No Red List available";
"Erebia medusa";"Erebia medusa";"LU";"EN";
"Erebia medusa";"Erebia medusa";"MD";"No Red List available";
"Erebia medusa";"Erebia medusa";"ME";"No Red List available";
"Erebia medusa";"Erebia medusa";"MK";"Unknown";
"Erebia medusa";"Erebia medusa";"PL";"LC";
"Erebia medusa";"Erebia medusa";"RO";"No Red List available";
"Erebia medusa";"Erebia medusa";"RS";"LC";
"Erebia medusa";"Erebia medusa";"RU";"No Red List available";
"Erebia medusa";"Erebia medusa";"SI";"LC";
"Erebia medusa";"Erebia medusa";"SK";"LC";
"Erebia medusa";"Erebia medusa";"UA";"No Red List available";
"Erebia melampus";"Erebia melampus";"AT";"LC";
"Erebia melampus";"Erebia melampus";"CH";"LC";
"Erebia melampus";"Erebia melampus";"DE";"R";
"Erebia melampus";"Erebia melampus";"FR";"LC";
"Erebia melampus";"Erebia melampus";"IT";"LC";
"Erebia melampus";"Erebia melampus";"LI";"No Red List available";
"Erebia melas";"Erebia melas";"AL";"Unknown";
"Erebia melas";"Erebia melas";"BA";"LC";
"Erebia melas";"Erebia melas";"BG";"VU";
"Erebia melas";"Erebia melas";"GR";"LC";
"Erebia melas";"Erebia melas";"HR";"LC";
"Erebia melas";"Erebia melas";"ME";"No Red List available";
"Erebia melas";"Erebia melas";"MK";"Unknown";
"Erebia melas";"Erebia melas";"RO";"No Red List available";
"Erebia melas";"Erebia melas";"RS";"NT";
"Erebia melas";"Erebia melas";"SI";"NT";
"Erebia meolans";"Erebia meolans";"AD";"LC";
"Erebia meolans";"Erebia meolans";"AT";"VU";
"Erebia meolans";"Erebia meolans";"CH";"LC";
"Erebia meolans";"Erebia meolans";"DE";"VU";
"Erebia meolans";"Erebia meolans";"ES";"Unknown";
"Erebia meolans";"Erebia meolans";"FR";"LC";
"Erebia meolans";"Erebia meolans";"IT";"LC";
"Erebia meolans";"Erebia meolans";"LI";"No Red List available";
"Erebia mnestra";"Erebia mnestra";"AT";"NT";
"Erebia mnestra";"Erebia mnestra";"CH";"LC";
"Erebia mnestra";"Erebia mnestra";"FR";"LC";
"Erebia mnestra";"Erebia mnestra";"IT";"LC";
"Erebia mnestra";"Erebia mnestra";"LI";"No Red List available";
"Erebia montana";"Erebia montanus";"AT";"NT";
"Erebia montana";"Erebia montanus";"CH";"LC";
"Erebia montana";"Erebia montanus";"FR";"LC";
"Erebia montana";"Erebia montanus";"IT";"LC";
"Erebia montana";"Erebia montanus";"LI";"No Red List available";
"Erebia neleus";"Erebia neleus";"AL";"Unknown";
"Erebia neleus";"Erebia neleus";"GR";"Unknown";
"Erebia neleus";"Erebia neleus";"ME";"No Red List available";
"Erebia neleus";"Erebia neleus";"MK";"Unknown";
"Erebia neleus";"Erebia neleus";"RO";"No Red List available";
"Erebia neoridas";"Erebia neoridas";"AD";"LC";
"Erebia neoridas";"Erebia neoridas";"ES";"Unknown";
"Erebia neoridas";"Erebia neoridas";"FR";"LC";
"Erebia neoridas";"Erebia neoridas";"IT";"LC";
"Erebia nivalis";"Erebia nivalis";"AT";"LC";
